arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,training_projection_rmse,event_time,censored,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,stored_scalars
paper-tau0.2,paper,PS2-GMM4-equal,gauss,concentrated,0,0.008298466162314333,0.053897441614807404,0.07321660369161567,1.0,0.0625,nan,220,0,0,0.10285759999533184,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,concentrated,0,0.008799830081995141,0.05624847262842329,0.071099267228966,1.0,0.03125,nan,140,0,0,0.08986070001265034,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,0,0.013845474682650183,0.07336252512529161,0.09118908680597831,1.0,0.03125,nan,120,0,0,0.08705929998541251,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,concentrated,0,0.019197620280822836,0.09034351897074246,0.11405655823539494,1.0,0.03125,nan,120,0,0,0.08822309999959543,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,concentrated,0,0.0271049419985967,0.0968293738313239,0.12505525293803313,1.0,0.0625,0.0,20,0,0,0.041199600003892556,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,0,0.0037355539161989526,0.038324866305007456,0.05378223850152977,1.0,0.0625,0.016480873331394676,20,0,0,0.14307829999597743,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,0,0.0034791914112657363,0.037434565846941985,0.053316101255506614,1.0,0.0,0.01652759543279938,20,0,0,0.2672145999968052,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,0,0.0033745888745255748,0.03679165749628871,0.05363212070149895,1.0,0.0,0.015045882989525047,20,0,0,0.5425652999838348,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,0,0.003451837436260874,0.037021454211865513,0.05266352549275685,1.0,0.0,0.016206875540648126,20,0,0,0.328384599997662,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,concentrated,0,0.0035612683633557962,0.03736574458381756,0.05378197036467141,1.0,0.0,0.0153041297279602,20,0,0,0.26062509999610484,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM4-equal,gauss,concentrated,1,0.013409765825521336,0.07019869784850298,0.0956869437317372,1.0,0.0,nan,240,0,0,0.09808259998681024,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,concentrated,1,0.01288263164274972,0.06979427475698038,0.08592877624687499,1.0,0.09375,nan,140,0,0,0.10702349999337457,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,1,0.020044415867624732,0.09120307555193216,0.11173624609974855,1.0,0.09375,nan,120,0,0,0.08835169998928905,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,concentrated,1,0.027163006748678775,0.11137578289622554,0.13894294068728258,1.0,0.09375,nan,120,0,0,0.08799910001107492,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,concentrated,1,0.036561293431413455,0.11216080481231593,0.1461441833658522,1.0,0.15625,0.0,20,0,0,0.04357589999563061,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,1,0.002887337075456853,0.03285449607039095,0.04750799632482786,1.0,0.03125,0.016681483196421435,20,0,0,0.14713200001278892,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,1,0.0024194598082056817,0.030835498645176908,0.043843136537752195,1.0,0.0,0.01574398968910038,20,0,0,0.2714338000223506,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,1,0.0022666036521300503,0.03037969176505542,0.04396393073112647,1.0,0.0,0.01567816463066548,20,0,0,0.5197046000103,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,1,0.0023416516467533732,0.03048788430301131,0.04351573903897259,1.0,0.03125,0.015581393994817425,20,0,0,0.34243099999730475,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,concentrated,1,0.0024105382010930487,0.03089614530437059,0.04403267541863841,1.0,0.0,0.01686575852315136,20,0,0,0.26529210002627224,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM4-equal,gauss,concentrated,2,0.01262554388343684,0.06843812650592085,0.09203393164977318,1.0,0.03125,nan,240,0,0,0.11935409999568947,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,concentrated,2,0.009786112069860686,0.06004640101942644,0.07686572123401489,1.0,0.0625,nan,140,0,0,0.08907650000764988,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,2,0.017131005640637187,0.08366038266468699,0.10357163341416695,1.0,0.03125,nan,140,0,0,0.08895689999917522,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,concentrated,2,0.024930675067906027,0.10504550724114536,0.13088317991650397,1.0,0.0625,nan,120,0,0,0.08559060000698082,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,concentrated,2,0.03646228430851062,0.109621389634863,0.14291870761379769,1.0,0.0625,0.0,260,0,0,0.06260050000855699,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,2,0.003764500827370565,0.039207487081903886,0.056192773289202476,1.0,0.03125,0.01581953147781626,20,0,0,0.14768720002030022,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,2,0.0033431982211001854,0.037174607085629044,0.05308650441467438,1.0,0.0,0.015517851884581883,20,0,0,0.2734534000046551,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,2,0.003153301577106471,0.036390661127552716,0.051886436608159926,1.0,0.0,0.01542815227675069,20,0,0,0.5135287000157405,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,2,0.003280654320585552,0.036784907454321836,0.052710751213083454,1.0,0.0,0.015353441824442473,20,0,0,0.34187410000595264,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,concentrated,2,0.0032743983318458403,0.036709127401113525,0.052222575031304834,1.0,0.0,0.015447329215886292,20,0,0,0.26602300000377,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM4-equal,gauss,concentrated,3,0.010907628553603499,0.06260660187491679,0.08954182160843599,1.0,0.125,nan,220,0,0,0.09596380000584759,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,concentrated,3,0.010817658609364678,0.06319959279230111,0.0793715244788029,1.0,0.0625,nan,140,0,0,0.10664980000001378,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,3,0.016009814590921767,0.07987512547966757,0.09831627548502536,1.0,0.0625,nan,120,0,0,0.08837760001188144,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,concentrated,3,0.021154791274042184,0.09547396906068117,0.11858937328063635,1.0,0.0625,nan,120,0,0,0.09620400000130758,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,concentrated,3,0.03580180226075269,0.10899753209836592,0.1406177891683811,1.0,0.125,0.0,20,0,0,0.042912299977615476,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,3,0.0035066744254900195,0.036400361133925134,0.05290294111344638,1.0,0.03125,0.01642240301142057,20,0,0,0.13922260000254028,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,3,0.003168723398491835,0.035382307553877265,0.051586832920663676,1.0,0.03125,0.015047146850552107,20,0,0,0.26976500000455417,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,3,0.0030580082453149915,0.03489474417038202,0.051998759529429915,1.0,0.03125,0.015003295434087184,20,0,0,0.5125275999889709,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,3,0.00314772361578064,0.03539971205106872,0.05157950482016455,1.0,0.0625,0.015276227129070155,20,0,0,0.3387652999954298,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,concentrated,3,0.0032225396938834194,0.03551146286729116,0.051737627285177105,1.0,0.0,0.014925261997499417,20,0,0,0.27929149998817593,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM4-equal,gauss,concentrated,4,0.01235179009571874,0.06651261141220788,0.09657780779856746,1.0,0.0625,nan,220,0,0,0.0965610999846831,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,concentrated,4,0.009803971020350688,0.059804094013175525,0.0812002863017902,1.0,0.0625,nan,120,0,0,0.0886463999922853,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,concentrated,4,0.014450738063512714,0.07492296024068207,0.09524558865803269,1.0,0.0625,nan,120,0,0,0.087744600023143,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,concentrated,4,0.02006121304354791,0.09185388766576057,0.11577716125051613,1.0,0.0625,nan,100,0,0,0.0898866000061389,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,concentrated,4,0.02470924696245891,0.09154595457318991,0.12189578253644087,1.0,0.09375,0.0,20,0,0,0.03983429999789223,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,4,0.005895289303168516,0.04627791331227682,0.07162530503894077,1.0,0.03125,0.01562946689546182,20,0,0,0.14557270001387224,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,4,0.005802504157805921,0.046398540729039574,0.07083258116301934,1.0,0.03125,0.015655607142134285,20,0,0,0.2761191999888979,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,4,0.00561422308191073,0.04630215829759524,0.0694967583050322,1.0,0.03125,0.015746312084182413,20,0,0,0.5126421999884769,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,concentrated,4,0.005727635585309754,0.04615439403638061,0.06995291077261115,1.0,0.03125,0.014061967704239552,20,0,0,0.3317336000036448,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,concentrated,4,0.005806017765734972,0.04644271222177531,0.07031559201399686,1.0,0.03125,0.01551780981145991,20,0,0,0.2689894000068307,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM4-equal,gauss,far,0,2.5961018578740442,1.2092186264054334,1.3614148415931548,0.5,1.0,nan,300,1,0,0.1085194000042975,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,far,0,0.009229103951202688,0.05864379032800813,0.0768254734417835,1.0,0.03125,nan,160,0,0,0.10076050000498071,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,far,0,0.013530529533740232,0.07337777196089267,0.09131019089168643,1.0,0.03125,nan,120,0,0,0.08595610002521425,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,far,0,0.021131690298547223,0.09740201700159243,0.12367801280045934,1.0,0.03125,nan,120,0,0,0.0915153999812901,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,far,0,0.03656415845438965,0.10975113563558309,0.14060287686476364,1.0,0.09375,0.0,80,0,0,0.05331270000897348,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,0,0.0037088411771244445,0.039173977821875074,0.05547460147688143,1.0,0.03125,0.014533044187050275,20,0,0,0.14253870001994073,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,0,0.003322857244682176,0.03785822194913987,0.05367693261592091,1.0,0.0,0.01473536892524734,20,0,0,0.2638009000220336,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,0,0.003392999172296185,0.03822723471265074,0.054714452012653125,1.0,0.03125,0.015255770901499698,20,0,0,0.5077099000045564,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,far,0,0.0034350082001501914,0.038529134139768426,0.05436263370360423,1.0,0.03125,0.015262941742159686,20,0,0,0.347930499992799,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,far,0,0.003495269407066681,0.03838720208476202,0.053941053165414456,1.0,0.03125,0.016773269185431258,20,0,0,0.26151569999638014,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM4-equal,gauss,far,1,2.5412974037602813,1.189369309815008,1.3345611298678004,0.5,1.0,nan,300,1,0,0.1182210999832023,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,far,1,0.010713938486650143,0.061926414956272866,0.0825011244250945,1.0,0.0625,nan,160,0,0,0.09134339998126961,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,far,1,0.015562012022945604,0.07705478972488705,0.0981578204542522,1.0,0.03125,nan,120,0,0,0.08553749998100102,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,far,1,0.02134547774718132,0.09473293836244284,0.11875696082207511,1.0,0.09375,nan,100,0,0,0.09771299999556504,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,far,1,0.03389142011342128,0.10561316143920822,0.1385684632602096,1.0,0.15625,0.0,40,0,0,0.045936299982713535,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,1,0.005275545565382456,0.04419945567188582,0.0648613171838982,1.0,0.03125,0.017778669650682036,20,0,0,0.1389156999939587,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,1,0.0048124332828199945,0.042145579287149716,0.06312442651696094,1.0,0.03125,0.014665554499604617,20,0,0,0.26430499998969026,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,1,0.004776514259191678,0.04190503592694149,0.06310138166703591,1.0,0.03125,0.014589590529596677,20,0,0,0.5168715000036173,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,far,1,0.004942812298746491,0.04233900762393856,0.06375485376838134,1.0,0.0625,0.015376973322467097,20,0,0,0.348204000008991,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,far,1,0.004863343629766703,0.042190724047878866,0.06370101911254591,1.0,0.03125,0.014596974042744192,20,0,0,0.2698153000092134,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM4-equal,gauss,far,2,2.5666266245329714,1.2025487670646655,1.3484843207240451,0.5,1.0,nan,300,1,0,0.10348910000175238,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,far,2,0.010941664556298747,0.06447318048426945,0.086681230058917,1.0,0.03125,nan,140,0,0,0.08866179999313317,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,far,2,0.015530956394084972,0.07811646730375453,0.09918798890089232,1.0,0.09375,nan,100,0,0,0.09492169998702593,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,far,2,0.021519638984098477,0.09612030918436561,0.12029208024026693,1.0,0.03125,nan,100,0,0,0.09043790001305752,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,far,2,0.03252280399708907,0.10594088724086102,0.13912091601977863,1.0,0.0625,0.0,20,0,0,0.04216810001526028,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,2,0.0036200453000482247,0.03873624352844416,0.054085365960441695,1.0,0.03125,0.017178816281275804,20,0,0,0.1483480999886524,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,2,0.003288006533391008,0.03723808953518276,0.0515944309582744,1.0,0.0,0.01607995568870273,20,0,0,0.27109970001038164,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,2,0.0031551037629489187,0.036759689433942574,0.05134565635199204,1.0,0.03125,0.015601373775305781,20,0,0,0.5136636999959592,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,far,2,0.0032866417130306136,0.03725929478040634,0.051345998612301685,1.0,0.0,0.016765542193323105,20,0,0,0.3452664000215009,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,far,2,0.0032967485154234977,0.037063913596433684,0.05159484487146897,1.0,0.0,0.015940528064473002,20,0,0,0.26976270001614466,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM4-equal,gauss,far,3,2.469566144755927,1.1754483351855778,1.319861359012604,0.5,1.0,nan,300,1,0,0.10941860001184978,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,far,3,0.010165367343335063,0.0607184094033411,0.08004639851872966,1.0,0.09375,nan,160,0,0,0.10396199999377131,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,far,3,0.012986574460344569,0.07049562393943329,0.08809750845908979,1.0,0.0625,nan,120,0,0,0.08846540001104586,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,far,3,0.018031219662135722,0.08621534878817534,0.10767616969363582,1.0,0.03125,nan,100,0,0,0.09029800002463162,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,far,3,0.024855626364389982,0.0932750165713072,0.12024714076010508,1.0,0.03125,0.0,40,0,0,0.04337289999239147,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,3,0.003998428077375493,0.040163607456845364,0.056475302867086526,1.0,0.0,0.018067769998039815,20,0,0,0.1445125000027474,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,3,0.003874756195480278,0.039961330238802904,0.056049792034218594,1.0,0.03125,0.017413852509851797,20,0,0,0.2734244999883231,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,3,0.003588772213073188,0.038776751387204905,0.054403036130709286,1.0,0.03125,0.016293280023017942,20,0,0,0.5161533999780659,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,far,3,0.003752087177164576,0.03943801543348385,0.05526340780872913,1.0,0.0,0.016667386803857747,20,0,0,0.3445169999904465,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,far,3,0.003644533064444344,0.03907637726399993,0.05506578983624549,1.0,0.0,0.016267799381835025,20,0,0,0.2674131999956444,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM4-equal,gauss,far,4,2.5016523217523448,1.177228066099571,1.3212588840704578,0.5,1.0,nan,300,1,0,0.10530869997455738,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM4-equal,gauss,far,4,0.009579305015391615,0.05913419164072646,0.0754647244534791,1.0,0.09375,nan,140,0,0,0.09078990001580678,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM4-equal,gauss,far,4,0.013681547247922143,0.07363311800409605,0.09094219698815853,1.0,0.09375,nan,120,0,0,0.09395959999528714,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM4-equal,gauss,far,4,0.020320977520802197,0.09434983597193178,0.11688494542423808,1.0,0.09375,nan,120,0,0,0.08826910000061616,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM4-equal,gauss,far,4,0.02927132041473024,0.09837469512761601,0.12655788398965517,1.0,0.21875,0.0,20,0,0,0.04005690000485629,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,4,0.00409270999914968,0.039244648914134955,0.058919838226836545,1.0,0.0625,0.014625737862800716,20,0,0,0.1442473999923095,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,4,0.0038690286701157373,0.03840687797123313,0.058424598141758995,1.0,0.0625,0.017526192969669924,20,0,0,0.27656889997888356,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM4-equal,gauss,far,4,0.003708197936529656,0.03808023735540889,0.05792684490865925,1.0,0.03125,0.015561260240447898,20,0,0,0.5138569000118878,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM4-equal,gauss,far,4,0.00379416892618889,0.038491080067225396,0.0579216095419118,1.0,0.0625,0.01575476654853958,20,0,0,0.3369863999832887,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM4-equal,gauss,far,4,0.0038064889501526755,0.03824615142171097,0.05766086300690761,1.0,0.09375,0.01609690574869014,20,0,0,0.26479879999533296,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM5-unequal,gauss,concentrated,0,0.01700742602521821,0.08936434221947924,0.12935480626322998,0.8,0.11250000000000003,nan,240,0,0,0.11296980001498014,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM5-unequal,gauss,concentrated,0,0.009034512194427746,0.062033783523786315,0.08856650302855734,1.0,0.04166666666666667,nan,120,0,0,0.08754219999536872,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM5-unequal,gauss,concentrated,0,0.01453469221995407,0.08182911765601797,0.10752974532760196,1.0,0.04166666666666667,nan,100,0,0,0.08915139999589883,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM5-unequal,gauss,concentrated,0,0.020674883858601945,0.10191245432633894,0.13104105086134601,1.0,0.04166666666666667,nan,100,0,0,0.0888044000021182,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM5-unequal,gauss,concentrated,0,0.015107025863188905,0.07899894704087088,0.10133458689976468,0.8,0.0979166666666667,0.0,20,0,0,0.04070969999884255,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,0,0.004706505257146887,0.045604625526255424,0.06605842824556267,1.0,0.029166666666666632,0.018978293096941896,20,0,0,0.14266079998924397,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,0,0.004515049485537492,0.04552091423077326,0.06476366095342759,1.0,0.06041666666666663,0.01886355784172365,20,0,0,0.26582410000264645,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,0,0.0044273078537047095,0.0454126210459131,0.06494278000956127,1.0,0.058333333333333307,0.01962368949870125,20,0,0,0.5016296999820042,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,0,0.004531989115228452,0.04579826251330576,0.06492243986485438,1.0,0.04375,0.018067650228805614,20,0,0,0.33613550002337433,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM5-unequal,gauss,concentrated,0,0.0045042199564313545,0.04568390178723142,0.0649604680071051,1.0,0.0208333333333333,0.01875021704624338,20,0,0,0.2664286000072025,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM5-unequal,gauss,concentrated,1,0.024929648317925324,0.10272659320192468,0.1484496865869735,1.0,0.1833333333333333,nan,240,0,0,0.09812969999620691,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM5-unequal,gauss,concentrated,1,0.011640867456022441,0.07046734690627231,0.09581805816057408,1.0,0.058333333333333307,nan,120,0,0,0.09041469998192042,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM5-unequal,gauss,concentrated,1,0.0177714606344046,0.09127615017872062,0.11798021281100243,1.0,0.06041666666666663,nan,120,0,0,0.08919180001248606,19200,2457600,0.0,0,128
paper-tau2,paper,PS2-GMM5-unequal,gauss,concentrated,1,0.02464824190485637,0.1125051536741534,0.14313260569468808,1.0,0.029166666666666632,nan,100,0,0,0.08358710000175051,19200,2457600,0.0,0,128
coordinate-pqt,coordinate-negative-control,PS2-GMM5-unequal,gauss,concentrated,1,0.027917273875786464,0.10465409195022744,0.13257490674630354,1.0,0.16875,0.0,20,0,0,0.04218020002008416,19200,0,460800.0,115200,325
psqt-L8-K64-R3-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,1,0.0063222973256362724,0.05119224790853728,0.07511499219962128,1.0,0.05,0.01794308286512474,20,0,0,0.14396390001638792,19200,0,3686400.0,1075200,721
psqt-L16-K64-R3-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,1,0.005941354678089761,0.04991588084151411,0.07416692484580803,1.0,0.0208333333333333,0.018461402035278563,20,0,0,0.26123450000886805,19200,0,7372800.0,2150400,1249
psqt-L32-K64-R3-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,1,0.0058332758671229,0.0495201052553543,0.07365409970194345,1.0,0.058333333333333334,0.019000780637763077,20,0,0,0.5101038000138942,19200,0,14745600.0,4300800,2305
psqt-L16-K64-R6-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,1,0.0058029845175782135,0.049210817843548686,0.07286444018495804,1.0,0.058333333333333334,0.0184696660971716,20,0,0,0.3357685999944806,19200,0,12902400.0,3993600,1249
psqt-L16-K64-R3-e1,psqt,PS2-GMM5-unequal,gauss,concentrated,1,0.005800596632176136,0.049594551769858206,0.07464509899243328,1.0,0.03749999999999999,0.01745539210290848,20,0,0,0.266566900012549,19200,0,7372800.0,2150400,1249
paper-tau0.2,paper,PS2-GMM5-unequal,gauss,concentrated,2,0.021831352495052192,0.09888281102606318,0.14277713504093928,1.0,0.09791666666666664,nan,260,0,0,0.10140680000768043,19200,2457600,0.0,0,128
paper-tau0.5,paper,PS2-GMM5-unequal,gauss,concentrated,2,0.009768915002758005,0.0658293061346548,0.09704316155840503,1.0,0.05625000000000001,nan,120,0,0,0.09048039998742752,19200,2457600,0.0,0,128
paper-tau1,paper,PS2-GMM5-unequal,gauss,concentrated,2,0.014616645803889439,0.08218908368345684,0.11276738955607919,1.0,0.03541666666666664,nan,120,0,0,0.08914120000554249,19200,2457600,0.0,0,128
