target_weights,estimator,per_mode,N,batch,mask,seed,total_steps,final_ED2,coverage,mass_error,residual_rms,generator_max_real,perturbation_ratio,stable_wrong_candidate,kernel_pairs,wall_seconds
equal,snis,4,16,16,False,1,100,0.03693050590862468,1.0,0.375,0.18120039835337085,nan,nan,0,51200,0.15476584434509277
equal,snis,4,16,16,True,0,100,0.13851148316870976,1.0,0.25,0.16507338791835666,nan,nan,0,51200,0.1570298671722412
equal,snis,4,16,16,True,1,100,0.11471540807355973,1.0,0.25,0.21171402333328682,nan,nan,0,51200,0.15776443481445312
equal,snis,4,16,64,False,0,100,0.04951060856385059,1.0,0.125,0.1805105029777793,nan,nan,0,128000,0.16118717193603516
equal,snis,4,16,64,False,1,100,0.03852158036453823,1.0,0.25,0.17163412828330343,nan,nan,0,128000,0.1593775749206543
equal,snis,4,16,64,True,0,100,0.09694544700936358,1.0,0.125,0.15209324811607955,nan,nan,0,128000,0.16472649574279785
equal,snis,4,16,64,True,1,100,0.11269015212207956,1.0,0.125,0.14467571710304736,nan,nan,0,128000,0.1577901840209961
equal,snis,8,32,16,False,0,100,0.04199504991055125,1.0,0.3125,0.1345912333056659,nan,nan,0,153600,0.16976237297058105
equal,snis,8,32,16,False,1,100,0.041351992520171854,1.0,0.3125,0.13641883890225207,nan,nan,0,153600,0.16598963737487793
equal,snis,8,32,16,True,0,100,0.060096632534457184,1.0,0.25,0.11517122714057494,nan,nan,0,153600,0.16973876953125
equal,snis,8,32,16,True,1,100,0.06117414786620712,1.0,0.3125,0.10736566382350837,nan,nan,0,153600,0.16745567321777344
equal,snis,8,32,64,False,0,100,0.02452705673334643,1.0,0.1875,0.14288789376619246,nan,nan,0,307200,0.1728522777557373
equal,snis,8,32,64,False,1,300,0.0858377188706021,0.75,0.375,0.02050675229849227,nan,nan,0,614400,0.33887815475463867
equal,snis,8,32,64,True,0,100,0.03977758972884038,1.0,0.0625,0.11560780349157136,nan,nan,0,307200,0.16979169845581055
equal,snis,8,32,64,True,1,300,0.04171124895116263,1.0,0.25,0.057569515795897315,nan,nan,0,614400,0.33840203285217285
equal,snis,16,64,16,False,0,100,0.01521982827108781,1.0,0.0625,0.13852911689775693,nan,nan,0,512000,0.19753074645996094
equal,snis,16,64,16,False,1,100,0.022480073039624182,1.0,0.21875,0.10022628533227858,nan,nan,0,512000,0.19144725799560547
equal,snis,16,64,16,True,0,100,0.026069718903941608,1.0,0.0625,0.12474772822647293,nan,nan,0,512000,0.1979379653930664
equal,snis,16,64,16,True,1,100,0.02907707960728656,1.0,0.21875,0.07709539342813954,nan,nan,0,512000,0.1984086036682129
equal,snis,16,64,64,False,0,100,0.04945129277847604,1.0,0.1875,0.18633130755858385,nan,nan,0,819200,0.20281529426574707
equal,snis,16,64,64,False,1,100,0.021216977442065854,1.0,0.09375,0.18246884195885785,nan,nan,0,819200,0.20441246032714844
equal,snis,16,64,64,True,0,100,0.06487838908671306,1.0,0.1875,0.1719019870217619,nan,nan,0,819200,0.20417141914367676
equal,snis,16,64,64,True,1,100,0.037238182202475434,1.0,0.09375,0.15962729804843506,nan,nan,0,819200,0.20247864723205566
equal,paper,1,4,16,False,0,300,0.2905215173991107,0.75,0.5,1.1759791804478552,1.8610213280783032,0.646751767258585,0,16000,0.2953364849090576
equal,paper,1,4,16,False,1,300,0.3592412618173024,0.5,1.0,0.14922898820778474,1.2812700305513114,0.9928475112123016,0,16000,0.29328012466430664
equal,paper,1,4,16,True,0,300,0.38959274090988405,0.75,0.5,0.05441914338218107,0.13147307172189748,0.9893927381839099,0,16000,0.2967531681060791
equal,paper,1,4,16,True,1,300,0.5330761027413102,0.75,0.5,0.03041059154976088,0.018638618539230482,0.9761578898277551,0,16000,0.3034958839416504
equal,paper,1,4,64,False,0,300,0.18063192932438588,0.75,0.5,0.035332026578238064,-0.22166730809994917,0.7469649802468729,0,54400,0.3025693893432617
equal,paper,1,4,64,False,1,300,0.3238649637002382,0.75,0.5,0.03333530953074719,0.18277159752510855,0.7062382994077224,0,54400,0.2971944808959961
equal,paper,1,4,64,True,0,300,0.3538399238152321,0.75,0.5,0.04397657454835254,0.02359763462966583,0.962618972421659,0,54400,0.3001389503479004
equal,paper,1,4,64,True,1,300,0.4127244520324531,0.75,0.5,0.025777501778714663,0.07215928060840601,1.002107476563867,0,54400,0.30352020263671875
equal,paper,2,8,16,False,0,300,0.30394417612431335,1.0,0.5,0.0795516353394588,0.8099631045616162,1.171338042675424,0,38400,0.3012259006500244
equal,paper,2,8,16,False,1,300,0.39629905252518194,0.75,0.5,0.3495578210449645,1.4926311181393355,1.3270486185619457,0,38400,0.3066859245300293
equal,paper,2,8,16,True,0,300,0.2795876709895113,1.0,0.25,0.03889795631219901,0.2083055093007491,nan,0,38400,0.29857492446899414
equal,paper,2,8,16,True,1,300,0.32728615393115557,1.0,0.25,0.027575527760447426,0.10998205680427642,nan,0,38400,0.3041565418243408
equal,paper,2,8,64,False,0,100,0.20674220575682356,1.0,0.25,0.2348349841880614,0.676227835493711,nan,0,57600,0.15095281600952148
equal,paper,2,8,64,False,1,300,0.35287640337504667,1.0,0.75,0.06613167737885813,0.7884616096373047,0.6440957887404569,0,115200,0.309063196182251
equal,paper,2,8,64,True,0,100,0.2969547811605797,1.0,0.25,0.05319778655114931,0.03163721977778207,nan,0,57600,0.15431642532348633
equal,paper,2,8,64,True,1,300,0.3187527915918609,1.0,0.75,0.04301875030396599,0.2392072884208351,0.9258770858319302,0,115200,0.3172791004180908
equal,paper,4,16,16,False,0,300,0.23909531450652755,1.0,0.375,0.17932825918834194,nan,nan,0,102400,0.3181803226470947
equal,paper,4,16,16,False,1,100,0.16007652909205738,1.0,0.375,0.28668532166778643,nan,nan,0,51200,0.15610384941101074
equal,paper,4,16,16,True,0,300,0.23493710643686372,1.0,0.375,0.043687305288589356,nan,nan,0,102400,0.3120436668395996
equal,paper,4,16,16,True,1,100,0.1675953153394374,1.0,0.25,0.09802077023572743,nan,nan,0,51200,0.15525102615356445
equal,paper,4,16,64,False,0,100,0.16314230645160777,1.0,0.125,0.2309613078971513,nan,nan,0,128000,0.159135103225708
equal,paper,4,16,64,False,1,100,0.13336789274641014,1.0,0.25,0.1521387950736349,nan,nan,0,128000,0.15767812728881836
equal,paper,4,16,64,True,0,100,0.171435601293203,1.0,0.125,0.11663127243393008,nan,nan,0,128000,0.1592564582824707
equal,paper,4,16,64,True,1,100,0.17689559796514898,1.0,0.125,0.08480965258653171,nan,nan,0,128000,0.16044878959655762
equal,paper,8,32,16,False,0,100,0.13276715883177004,1.0,0.3125,0.29864572253790705,nan,nan,0,153600,0.16645240783691406
equal,paper,8,32,16,False,1,100,0.13544641499025234,1.0,0.3125,0.2560682015381245,nan,nan,0,153600,0.1646559238433838
equal,paper,8,32,16,True,0,100,0.12577506216154322,1.0,0.3125,0.16155379271268025,nan,nan,0,153600,0.16565728187561035
equal,paper,8,32,16,True,1,100,0.13160364948931047,1.0,0.3125,0.14545359078258221,nan,nan,0,153600,0.1657850742340088
equal,paper,8,32,64,False,0,100,0.0985664038047418,1.0,0.1875,0.21222446630555855,nan,nan,0,307200,0.16244983673095703
equal,paper,8,32,64,False,1,300,0.09464485645042497,0.75,0.3125,0.07818354339340026,nan,nan,0,614400,0.3360323905944824
equal,paper,8,32,64,True,0,100,0.1019401179744821,1.0,0.1875,0.16409007186811908,nan,nan,0,307200,0.18874549865722656
equal,paper,8,32,64,True,1,300,0.10807221391663724,0.75,0.3125,0.053314024783734475,nan,nan,0,614400,0.3398468494415283
equal,paper,16,64,16,False,0,100,0.12353471257945015,1.0,0.0625,0.20482717680371226,nan,nan,0,512000,0.19588923454284668
equal,paper,16,64,16,False,1,100,0.08197832849601605,1.0,0.21875,0.18415956167793526,nan,nan,0,512000,0.19524240493774414
equal,paper,16,64,16,True,0,100,0.12143601748463007,1.0,0.0625,0.16020797137596499,nan,nan,0,512000,0.19583344459533691
equal,paper,16,64,16,True,1,100,0.08104297895439849,1.0,0.21875,0.13986546966552646,nan,nan,0,512000,0.20051193237304688
equal,paper,16,64,64,False,0,100,0.17022939015380034,1.0,0.21875,0.12834070561089617,nan,nan,0,819200,0.2026515007019043
equal,paper,16,64,64,False,1,100,0.11874374298546808,1.0,0.09375,0.12957880336882535,nan,nan,0,819200,0.1944739818572998
equal,paper,16,64,64,True,0,100,0.16948834364809362,1.0,0.1875,0.08885838135608097,nan,nan,0,819200,0.20054936408996582
equal,paper,16,64,64,True,1,100,0.12041218612298565,1.0,0.09375,0.08615191449787452,nan,nan,0,819200,0.2002887725830078
unequal,snis,1,4,16,False,0,300,0.1404658783987014,0.75,0.6,0.11522271545029611,0.5447624128358436,0.8381285450767814,0,16000,0.29265451431274414
unequal,snis,1,4,16,False,1,100,0.2062958398637862,1.0,0.4,0.26734664151961474,0.13956187150142452,nan,0,8000,0.1488640308380127
unequal,snis,1,4,16,True,0,300,2.036013662439193,0.75,0.5,0.6789356849863917,0.42473391316370523,0.4507633121253738,0,16000,0.29688048362731934
unequal,snis,1,4,16,True,1,100,1.0480900149854875,1.0,0.4,1.126480872823972,1.1482411068610456,nan,0,8000,0.14586210250854492
unequal,snis,1,4,64,False,0,300,0.11040789356882263,0.75,0.49999999999999994,0.030122077208603427,-0.17097730617055784,0.6938796039686786,0,54400,0.2971630096435547
unequal,snis,1,4,64,False,1,300,0.1440517578927223,0.75,0.6,0.019185476891154334,-0.12237667968249205,0.6926620206482901,0,54400,0.29308009147644043
unequal,snis,1,4,64,True,0,100,0.8265830119239708,1.0,0.4,0.9612475775295884,1.3602618495593481,nan,0,27200,0.14040565490722656
unequal,snis,1,4,64,True,1,100,0.7170066848812311,1.0,0.4,0.9220155649611886,0.23941125895039417,nan,0,27200,0.136732816696167
unequal,snis,2,8,16,False,0,300,0.09509148806821299,0.75,0.6,0.026368059142308973,0.5918107093382036,0.9093246947342681,0,38400,0.28513002395629883
unequal,snis,2,8,16,False,1,300,0.05263845741877393,0.75,0.25,0.02035677464652175,-0.02778025971113572,0.7484610261922339,0,38400,0.2815566062927246
unequal,snis,2,8,16,True,0,300,0.25229240564066724,1.0,0.4,0.1802277062211373,0.07309779315563923,nan,0,38400,0.27880001068115234
unequal,snis,2,8,16,True,1,100,0.16696237595413344,1.0,0.20000000000000004,0.4168642993855103,0.5053349100816554,nan,0,19200,0.13895511627197266
unequal,snis,2,8,64,False,0,300,0.0812578836573511,0.75,0.5,0.027669569093855373,0.0387167825632165,0.708442645158041,0,115200,0.2841951847076416
unequal,snis,2,8,64,False,1,100,0.036544831722048254,1.0,0.24999999999999997,0.17973999702144647,0.14375186288721273,nan,0,57600,0.1401674747467041
unequal,snis,2,8,64,True,0,300,0.703480032393377,1.0,0.4,0.49331371871144225,0.41788129793497414,nan,0,115200,0.2970402240753174
unequal,snis,2,8,64,True,1,100,0.29110851168668894,1.0,0.15,0.261283336783985,0.11112755399048342,nan,0,57600,0.1417374610900879
unequal,snis,4,16,16,False,0,100,0.06851497027702291,1.0,0.17500000000000002,0.2058135004328796,nan,nan,0,51200,0.1624763011932373
unequal,snis,4,16,16,False,1,100,0.02863848362289234,1.0,0.12500000000000003,0.1736260307611478,nan,nan,0,51200,0.1574845314025879
unequal,snis,4,16,16,True,0,300,0.08271681489703586,1.0,0.15,0.11711500081686191,nan,nan,0,102400,0.3139822483062744
unequal,snis,4,16,16,True,1,100,0.13303629685737728,1.0,0.275,0.2050227982721398,nan,nan,0,51200,0.1671433448791504
unequal,snis,4,16,64,False,0,100,0.05258758137791886,1.0,0.32500000000000007,0.20229687830421836,nan,nan,0,128000,0.14724254608154297
unequal,snis,4,16,64,False,1,100,0.07414572702003452,1.0,0.30000000000000004,0.16363518045050782,nan,nan,0,128000,0.14751219749450684
unequal,snis,4,16,64,True,0,100,0.11725040740263126,1.0,0.30000000000000004,0.15918915266597874,nan,nan,0,128000,0.14682316780090332
unequal,snis,4,16,64,True,1,300,0.08869379853313752,1.0,0.30000000000000004,0.051740913994205405,nan,nan,0,256000,0.29680442810058594
unequal,snis,8,32,16,False,0,100,0.04019352959562483,1.0,0.275,0.17359178776033515,nan,nan,0,153600,0.15449142456054688
unequal,snis,8,32,16,False,1,100,0.033044157738876256,1.0,0.2125,0.14328664714655237,nan,nan,0,153600,0.1547529697418213
unequal,snis,8,32,16,True,0,100,0.05856525966012138,1.0,0.275,0.14705558193583737,nan,nan,0,153600,0.1609034538269043
unequal,snis,8,32,16,True,1,100,0.05814017608852695,1.0,0.275,0.11790596521507028,nan,nan,0,153600,0.16163921356201172
unequal,snis,8,32,64,False,0,100,0.07138370935875904,1.0,0.36250000000000004,0.19359646044702272,nan,nan,0,307200,0.1582348346710205
unequal,snis,8,32,64,False,1,100,0.0789145677224572,1.0,0.3375,0.1925794492101419,nan,nan,0,307200,0.16591906547546387
unequal,snis,8,32,64,True,0,100,0.0883489728431468,1.0,0.275,0.14447358359525675,nan,nan,0,307200,0.16555047035217285
unequal,snis,8,32,64,True,1,100,0.09982784595466687,1.0,0.3375,0.15410909373815138,nan,nan,0,307200,0.1608579158782959
unequal,snis,16,64,16,False,0,100,0.0422236695618754,1.0,0.36875,0.1508123821252024,nan,nan,0,512000,0.18419194221496582
unequal,snis,16,64,16,False,1,100,0.027592545920277045,1.0,0.20625000000000002,0.13831185767800397,nan,nan,0,512000,0.19008803367614746
unequal,snis,16,64,16,True,0,100,0.05759308038167732,1.0,0.3375,0.12875963773523813,nan,nan,0,512000,0.19034981727600098
unequal,snis,16,64,16,True,1,100,0.03924405555351118,1.0,0.20625000000000002,0.11311786651706979,nan,nan,0,512000,0.1800098419189453
unequal,snis,16,64,64,False,0,100,0.017829662524091683,1.0,0.20000000000000004,0.13363968603271076,nan,nan,0,819200,0.1978614330291748
unequal,snis,16,64,64,False,1,100,0.03381103522173623,1.0,0.17500000000000002,0.14665415640060883,nan,nan,0,819200,0.2071831226348877
unequal,snis,16,64,64,True,0,100,0.029621446916991978,1.0,0.23125000000000004,0.10288524875702224,nan,nan,0,819200,0.2039191722869873
unequal,snis,16,64,64,True,1,100,0.048557334348289016,1.0,0.17500000000000002,0.1314695151874008,nan,nan,0,819200,0.19535326957702637
unequal,paper,1,4,16,False,0,300,0.1971127287800407,0.75,0.6,0.6538040312738486,2.51456223521611,0.38491565249223764,0,16000,0.27942514419555664
unequal,paper,1,4,16,False,1,100,0.5682233741173548,1.0,0.4,0.5004103635401747,3.3040358272391104,nan,0,8000,0.13959789276123047
unequal,paper,1,4,16,True,0,300,0.3739743654660179,0.75,0.9,0.030963655214198988,0.046904182529807804,0.9623077247773931,0,16000,0.279529333114624
unequal,paper,1,4,16,True,1,100,0.6431605011230141,1.0,0.4,0.06299791136123577,0.10891708457872723,nan,0,8000,0.14722943305969238
unequal,paper,1,4,64,False,0,300,0.20919274017236966,0.75,0.29999999999999993,0.027960029595657614,0.138041207024976,0.43756429024661925,0,54400,0.2784602642059326
unequal,paper,1,4,64,False,1,300,0.13026647108916678,0.75,0.6,0.04967151606468929,-0.07830064801059328,0.5513789221584126,0,54400,0.2941465377807617
unequal,paper,1,4,64,True,0,300,0.5008349932137199,0.75,0.29999999999999993,0.032141269131425974,0.02330752737717067,0.8547951899330486,0,54400,0.33359837532043457
unequal,paper,1,4,64,True,1,300,0.255589208476104,0.75,0.6,0.0426747925421965,0.025150050970051057,0.9297250785438401,0,54400,0.3073446750640869
unequal,paper,2,8,16,False,0,300,0.17754090636404318,0.75,0.4,0.3781661656257496,1.209965710980779,1.0421398713014993,0,38400,0.30558037757873535
unequal,paper,2,8,16,False,1,300,0.11925587118149816,0.75,0.25,0.3609955417964127,0.6514544997737142,0.6109717989243919,0,38400,0.2991647720336914
unequal,paper,2,8,16,True,0,300,0.186506987893021,0.75,0.4,0.03272817585373708,0.3150396637499361,0.9957501837218696,0,38400,0.30384349822998047
unequal,paper,2,8,16,True,1,300,0.13193582305408658,0.75,0.25,0.04027070699451064,0.11367510080968918,0.8790490673408733,0,38400,0.3013339042663574
unequal,paper,2,8,64,False,0,100,0.21067781733151647,1.0,0.24999999999999997,0.5289497785681855,1.476925103629124,nan,0,57600,0.1508498191833496
unequal,paper,2,8,64,False,1,300,0.042623388136985074,1.0,0.45000000000000007,0.1420712743277607,0.8960603968520171,0.6101275805407397,0,115200,0.2937455177307129
unequal,paper,2,8,64,True,0,100,0.2563398869013822,1.0,0.15,0.144310094937488,0.5253096682975246,nan,0,57600,0.14332914352416992
unequal,paper,2,8,64,True,1,100,0.17019251698411608,1.0,0.4,0.08109487560290972,0.24118516713571198,nan,0,57600,0.14750456809997559
unequal,paper,4,16,16,False,0,300,0.2296125636787003,0.75,0.42500000000000004,0.359437009267073,nan,nan,0,102400,0.3027665615081787
unequal,paper,4,16,16,False,1,100,0.1611696827356861,1.0,0.30000000000000004,0.4329942830543773,nan,nan,0,51200,0.1543416976928711
unequal,paper,4,16,16,True,0,300,0.19367865237428794,1.0,0.4,0.06827111432802405,nan,nan,0,102400,0.3014099597930908
unequal,paper,4,16,16,True,1,100,0.16213665921247,1.0,0.17500000000000002,0.07244630410609583,nan,nan,0,51200,0.16214370727539062
unequal,paper,4,16,64,False,0,300,0.12368344203955828,1.0,0.42500000000000004,0.05674403357509611,nan,nan,0,256000,0.31258225440979004
unequal,paper,4,16,64,False,1,300,0.05428616933941721,1.0,0.30000000000000004,0.142572361015794,nan,nan,0,256000,0.3099668025970459
unequal,paper,4,16,64,True,0,300,0.16357575660172663,1.0,0.32500000000000007,0.11704428815149559,nan,nan,0,256000,0.3072047233581543
unequal,paper,4,16,64,True,1,300,0.11463454124825434,0.75,0.42500000000000004,0.031257061103514956,nan,nan,0,256000,0.31025171279907227
unequal,paper,8,32,16,False,0,300,0.19923295903566873,1.0,0.4625,0.172372899778956,nan,nan,0,307200,0.3295917510986328
unequal,paper,8,32,16,False,1,100,0.15204182581651415,1.0,0.3375,0.2485532864326104,nan,nan,0,153600,0.16112899780273438
unequal,paper,8,32,16,True,0,300,0.1997888427701986,1.0,0.4625,0.10382082212958163,nan,nan,0,307200,0.32562828063964844
unequal,paper,8,32,16,True,1,100,0.14857791931416875,1.0,0.3375,0.1220010507061787,nan,nan,0,153600,0.15800738334655762
unequal,paper,8,32,64,False,0,100,0.17378779731499816,1.0,0.36250000000000004,0.16216516938821807,nan,nan,0,307200,0.16979598999023438
unequal,paper,8,32,64,False,1,300,0.15455505308524398,1.0,0.5874999999999999,0.1343229343619245,nan,nan,0,614400,0.3300328254699707
unequal,paper,8,32,64,True,0,100,0.1770280505382984,1.0,0.36250000000000004,0.09578374474939129,nan,nan,0,307200,0.16685009002685547
unequal,paper,8,32,64,True,1,300,0.1452103458650209,1.0,0.4625,0.11847912699789148,nan,nan,0,614400,0.3336303234100342
unequal,paper,16,64,16,False,0,300,0.15000421840859923,1.0,0.43125,0.14216219872111943,nan,nan,0,1024000,0.3620645999908447
unequal,paper,16,64,16,False,1,300,0.12408736373106599,1.0,0.41875000000000007,0.15972743110731638,nan,nan,0,1024000,0.37334394454956055
unequal,paper,16,64,16,True,0,300,0.1452377833038756,1.0,0.4,0.11862170517240823,nan,nan,0,1024000,0.3834514617919922
unequal,paper,16,64,16,True,1,300,0.11602469600143173,1.0,0.35625000000000007,0.11501237519487452,nan,nan,0,1024000,0.3835594654083252
unequal,paper,16,64,64,False,0,100,0.07051935600583659,1.0,0.26250000000000007,0.16317395002120585,nan,nan,0,819200,0.1934666633605957
unequal,paper,16,64,64,False,1,100,0.11997426515136,1.0,0.20625000000000002,0.1385939280009959,nan,nan,0,819200,0.19940733909606934
unequal,paper,16,64,64,True,0,100,0.06978982279013768,1.0,0.29375000000000007,0.11721419618072922,nan,nan,0,819200,0.19785118103027344
unequal,paper,16,64,64,True,1,100,0.12031757472986016,1.0,0.20625000000000002,0.09728375250574355,nan,nan,0,819200,0.20032501220703125
