arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06684160296243213,0.16174329967130832,0.2790539707891212,0.7716968655586243,5.998159401940151,nan,nan,nan,16,1024,2048,32,2048,2048,262144,2031616.0,0,37376,0,0.017355900003167335,0.0,0.0,0.0,0.9808250665664673
cta-kll-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06508270454595522,0.15933579300455525,0.2731444736751707,0.7817052006721497,6.028719557548753,nan,nan,nan,16,1024,2048,32,2048,2048,262144,589824.0,0,37376,72960,0.01882560000376543,0.0,0.0,0.0,0.9880335628986359
cta-exact-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06696696819243364,0.1606845513904744,0.2645576080477483,0.8121954202651978,5.885211339254046,nan,nan,nan,16,1024,2048,32,2048,3072,262144,2031616.0,1048576,37376,0,0.04502390000561718,0.25,0.25,49.66163133008076,1.0820999145507812
cta-kll-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06670251320575282,0.1601060829446657,0.26176187357527736,0.8207987546920776,5.869929969998059,nan,nan,nan,16,1024,2048,32,2048,3072,262144,589824.0,1048576,37376,72960,0.050445199995010626,0.25,0.25,50.088951145071015,1.090427428483963
cta-kll-guarded,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,64,64,36,36,0.3208946893756642,8.81419112995982,0.06670251320575282,0.1601060829446657,0.26176187357527736,0.8207987546920776,5.869929969998059,nan,nan,nan,16,1024,2048,32,2048,3072,655360,1179648.0,1048576,37376,72960,0.060081300005549565,0.25,0.25,50.088951145071015,1.090427428483963
cta-exact-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.08667352905775427,0.14462796842945247,0.24246582221161583,0.8468848466873169,9.17394706754537,nan,nan,nan,16,1024,2048,32,2048,2048,786432,6094848.0,0,123392,0,0.029190000001108274,0.0,0.0,0.0,1.3683249652385712
cta-kll-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.08707971941218151,0.14499099610421576,0.24223664488975366,0.848576545715332,9.18155842020741,nan,nan,nan,16,1024,2048,32,2048,2048,786432,1769472.0,0,123392,218880,0.031113500001083594,0.0,0.0,0.0,1.3717495203018188
cta-exact-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.0711980265428922,0.13531353344091368,0.23356184328825771,0.8610621094703674,9.251179809689743,nan,nan,nan,16,1024,2048,32,2048,3072,786432,6094848.0,1048576,123392,0,0.04854469999554567,0.25,0.25,28.386781486796696,1.4639361798763275
cta-kll-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.07141608943501954,0.13551947880679413,0.23315807191237692,0.862923264503479,9.25275744901014,nan,nan,nan,16,1024,2048,32,2048,3072,786432,1769472.0,1048576,123392,218880,0.049699100003635976,0.25,0.25,28.42645562422031,1.467363715171814
cta-kll-guarded,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,64,192,136,136,0.18133241385215962,19.103598422078235,0.07141608943501954,0.13551947880679413,0.23315807191237692,0.862923264503479,9.25275744901014,nan,nan,nan,16,1024,2048,32,2048,3072,1966080,3538944.0,1048576,123392,218880,0.07109530000161612,0.25,0.25,28.42645562422031,1.467363715171814
