arm,lr_multiplier,learning_rate,target,family,dimension,replication,initialization,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,sort_work,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,diverged,wall_seconds,model_parameters
minibatch-sw,8.0,0.008,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.10021766645695296,0.2560951962695164,0.3631561026303054,0.906364917755127,1.0841051315852233,1.0,0.1796875,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08143279999785591,4610
minibatch-sw,16.0,0.016,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.06372559698155777,0.20191365478089085,0.30491513512567686,0.921461284160614,1.1117068447402876,0.75,0.4453125,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08112529999925755,4610
minibatch-sw,32.0,0.032,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.05738079370838145,0.2090037266676131,0.2920895682541519,0.9597857594490051,1.1823898662237349,0.75,0.3203125,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08248389999789651,4610
exact-atlas-rsr,8.0,0.008,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.29428935648878163,0.4984893636991778,0.6162947165969349,1.2422388792037964,1.283750178859766,0.75,0.3515625,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,34304,0,0,0.02550360000168439,4610
exact-atlas-rsr,16.0,0.016,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.201907588172896,0.3822743232883974,0.5236746536206802,0.7964128255844116,1.2119718683352008,0.75,0.45703125,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,34304,0,0,0.025884699993184768,4610
exact-atlas-rsr,32.0,0.032,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.18544491908097482,0.3777420138549858,0.45681492219158176,1.0192607641220093,1.2305675665298834,0.75,0.51953125,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,34304,0,0,0.024667899997439235,4610
exact-atlas-rsr,64.0,0.064,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.15607486588067054,0.3523693747904479,0.4370503983347608,1.1159263849258423,1.1710370766250104,0.75,0.48828125,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,34304,0,0,0.02473440000176197,4610
kll-atlas-rsr,8.0,0.008,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.29704224359419795,0.4995628438535759,0.6190476537873592,1.2498542070388794,1.2796632245923896,0.75,0.3515625,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,34304,72960,0,0.024135100000421517,4610
kll-atlas-rsr,16.0,0.016,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.1981169482463092,0.3783747159131891,0.5087344254540791,0.8074559569358826,1.1992624708985724,0.75,0.47265625,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,34304,72960,0,0.02412480000202777,4610
kll-atlas-rsr,32.0,0.032,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.179320324817271,0.3732806411915116,0.45458504997233634,0.9938389658927917,1.2428255563269477,0.75,0.546875,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,34304,72960,0,0.02451429999928223,4610
kll-atlas-rsr,64.0,0.064,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.23966863165087293,0.42274708818967627,0.5142029227885367,1.2251181602478027,1.1771872597818551,0.75,0.49609375,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,34304,72960,0,0.025326499999209773,4610
kll-small-rsr,4.0,0.004,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.1732926402754198,0.35220894704463607,0.4915623642680435,0.7608823180198669,1.0904634498315453,1.0,0.30859375,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,34304,72960,0,0.04283279999799561,4610
kll-small-rsr,8.0,0.008,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.17350493010834178,0.3539083697521991,0.4494354778156186,0.8688750863075256,1.004770233838648,0.75,0.36328125,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,34304,72960,0,0.04335670000000391,4610
kll-small-rsr,16.0,0.016,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.12075048418544165,0.2806114420133133,0.3758424117523619,0.791366696357727,1.2046643234621301,0.75,0.52734375,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,34304,72960,0,0.04242550000344636,4610
kll-small-rsr,32.0,0.032,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.21760987442844248,0.3278398976558436,0.44332238766208437,0.9016186594963074,1.1546226715492052,0.5,0.60546875,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,34304,72960,0,0.043566699998336844,4610
kll-paper-hybrid,8.0,0.008,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.32478235698141633,0.5278342777149139,0.6550078444961912,1.2904988527297974,1.2740526816513553,0.75,0.44921875,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,34304,72960,0,0.034357900003669783,4610
kll-paper-hybrid,16.0,0.016,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.27904380996908174,0.46060320956667766,0.5587227769669731,1.059878945350647,1.2355993072552052,0.75,0.43359375,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,34304,72960,0,0.03420090000145137,4610
kll-paper-hybrid,32.0,0.032,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.19737753440127914,0.37179457695409734,0.4929148091669519,0.7400098443031311,1.5234133009783457,0.75,0.5234375,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,34304,72960,0,0.0329113000043435,4610
kll-paper-hybrid,64.0,0.064,NPR-d2-balanced-gmm,balanced-gmm,2,0,concentrated,0.1319697856911355,0.324481175834778,0.42792378774640105,0.9928122162818909,1.3275637928096258,1.0,0.29296875,nan,8,1024,2048,64,2048,3072,262144,458752.0,262144,34304,72960,0,0.03365040000062436,4610
paper-neural,0.25,0.00025,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.8928579131841476,0.7211456806857269,1.043838891993321,0.04683572053909302,2.2390370123304892,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06279209999775048,4740
paper-neural,0.5,0.0005,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.6820704114088953,0.6466933299397266,0.9664391840950118,0.14712655544281006,1.904392476656266,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06241289999888977,4740
paper-neural,1.0,0.001,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.2062904449766676,0.3743539610895794,0.6915124285744796,0.5219177007675171,2.6445555313445315,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06823910000093747,4740
paper-neural,2.0,0.002,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.13761102341185039,0.3071492367805118,0.6126477124044308,0.6365187764167786,3.0252808539411324,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06284330000198679,4740
paper-neural,4.0,0.004,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.11080500412789585,0.285221394847836,0.5602733237541163,0.7208012342453003,3.4892809827066933,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06145739999919897,4740
paper-neural,8.0,0.008,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.10984064638509539,0.2798060940829863,0.5478230727687673,0.790789008140564,3.4641817597053537,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.060832299997855444,4740
paper-neural,16.0,0.016,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.1752563311187303,0.3438426025823557,0.6123149702083915,0.7664852142333984,3.053066896133471,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06509899999946356,4740
paper-neural,32.0,0.032,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.20073084787965856,0.35146942218579474,0.6735766032843072,0.5834767818450928,2.0585176900036166,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.062380499999562744,4740
minibatch-sw,0.25,0.00025,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.5510760409032587,0.5915362158200368,0.8922114664071945,0.21785694360733032,1.7807781093791992,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08390289999806555,4740
minibatch-sw,0.5,0.0005,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.21343152344121608,0.3702463757256378,0.6516792958416248,0.5538386702537537,1.4513348459407265,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08331529999850318,4740
minibatch-sw,1.0,0.001,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.08225608901660353,0.2357919798048398,0.46150662169090906,0.8576012849807739,2.239352080585484,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08215870000276482,4740
minibatch-sw,2.0,0.002,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.07278462697127042,0.2194482311278253,0.44367014492005913,0.8435282111167908,2.5712634721797967,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.081963699994958,4740
minibatch-sw,4.0,0.004,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.0642281820491033,0.21087322585527332,0.45074065022619275,0.842663586139679,3.196608373499873,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08213710000563879,4740
minibatch-sw,8.0,0.008,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.07390034090135833,0.22585542179137702,0.45238098498326856,0.8676069378852844,3.4109893177693107,0.5,0.10000000000000005,0.05,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08382869999331888,4740
minibatch-sw,16.0,0.016,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.14726674182991095,0.31331918613063836,0.4831537589101929,0.9349743723869324,2.1699708104826367,0.5,0.07265625000000005,0.036328125,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08540509999875212,4740
minibatch-sw,32.0,0.032,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.10423291524310008,0.25776212709329765,0.4712248164640665,0.7481176257133484,2.0557649442735384,0.5,0.06093750000000005,0.030468750000000003,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08233649999601766,4740
exact-atlas-rsr,8.0,0.008,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.1723606756853724,0.34498547393296836,0.5164131856211959,1.15824294090271,1.8798859376171655,1.0,0.017187499999999953,0.008593749999999997,8,1024,2048,64,2048,2048,262144,1900544.0,0,35328,0,0,0.026010400004452094,4740
exact-atlas-rsr,16.0,0.016,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.13182909596674763,0.3073222565374224,0.4651128310377019,1.1154048442840576,2.613469649951171,0.5,0.06875000000000005,0.034375,8,1024,2048,64,2048,2048,262144,1900544.0,0,35328,0,0,0.024413400002231356,4740
exact-atlas-rsr,32.0,0.032,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.0913011107919588,0.25203664187326985,0.4631881613527541,0.8716419339179993,2.805964546634379,0.5,0.10000000000000005,0.05,8,1024,2048,64,2048,2048,262144,1900544.0,0,35328,0,0,0.025361300002259668,4740
exact-atlas-rsr,64.0,0.064,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.17900899788930547,0.34967623870466896,0.5422280484366548,0.9491599202156067,2.3444261972435867,0.5,0.09609375000000005,0.048046875,8,1024,2048,64,2048,2048,262144,1900544.0,0,35328,0,0,0.024820799997542053,4740
kll-atlas-rsr,8.0,0.008,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.1721708116288121,0.34522729107210115,0.5165282512411814,1.158911943435669,1.8787197647745042,1.0,0.017187499999999953,0.008593749999999997,8,1024,2048,64,2048,2048,262144,458752.0,0,35328,72960,0,0.024883199999749195,4740
kll-atlas-rsr,16.0,0.016,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.1319986745832078,0.30769301690875195,0.4650015455016955,1.1169501543045044,2.6096666782166347,0.5,0.06484375000000005,0.032421875,8,1024,2048,64,2048,2048,262144,458752.0,0,35328,72960,0,0.024643600001581945,4740
kll-atlas-rsr,32.0,0.032,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.09722173518499355,0.2573704275980453,0.46627807912320013,0.8646202087402344,2.7757541490202975,0.5,0.10000000000000005,0.05,8,1024,2048,64,2048,2048,262144,458752.0,0,35328,72960,0,0.026758500003779773,4740
kll-atlas-rsr,64.0,0.064,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.20383086898193392,0.36626411908081385,0.5461523396396379,0.9689667224884033,2.2766794098099266,0.5,0.09609375000000005,0.048046875,8,1024,2048,64,2048,2048,262144,458752.0,0,35328,72960,0,0.024016499999561347,4740
kll-small-rsr,4.0,0.004,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.08564130549655014,0.24113052846297586,0.4563966749104389,0.8547977805137634,2.401503314041852,0.5,0.10000000000000005,0.05,32,1024,2048,64,2048,2048,262144,327680.0,0,35328,72960,0,0.04276430000027176,4740
kll-small-rsr,8.0,0.008,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.07742816985042777,0.2288980992451393,0.4178973768449798,0.9441050887107849,2.496005133655751,0.5,0.06484375000000005,0.032421875,32,1024,2048,64,2048,2048,262144,327680.0,0,35328,72960,0,0.04208130000188248,4740
kll-small-rsr,16.0,0.016,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.0845524570765881,0.2354220325865835,0.4289059141000423,0.8945634961128235,2.3558928954044505,0.5,0.05703125000000005,0.028515625000000003,32,1024,2048,64,2048,2048,262144,327680.0,0,35328,72960,0,0.04265609999856679,4740
kll-small-rsr,32.0,0.032,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.1367041824134927,0.29380685012638047,0.4401068653715623,0.8381024599075317,2.0988635156353563,1.0,0.006250000000000047,0.0031250000000000028,32,1024,2048,64,2048,2048,262144,327680.0,0,35328,72960,0,0.04228420000436017,4740
kll-paper-hybrid,8.0,0.008,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.17640038499526023,0.34735381199062987,0.5251466597374175,1.1396958827972412,1.776082700530592,1.0,0.006250000000000047,0.0031250000000000028,8,1024,2048,64,2048,3072,262144,458752.0,262144,35328,72960,0,0.03644450000138022,4740
kll-paper-hybrid,16.0,0.016,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.2323526459722145,0.424823118499372,0.5587606199159576,1.3255864381790161,2.7295344691201398,1.0,0.03281249999999995,0.016406249999999997,8,1024,2048,64,2048,3072,262144,458752.0,262144,35328,72960,0,0.031795100003364496,4740
kll-paper-hybrid,32.0,0.032,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.13911777756637678,0.30365498323949847,0.5552109906372364,0.6950390338897705,2.7162209796962875,0.5,0.10000000000000005,0.05,8,1024,2048,64,2048,3072,262144,458752.0,262144,35328,72960,0,0.033522999998240266,4740
kll-paper-hybrid,64.0,0.064,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.2805354476855695,0.41222739387885887,0.5928977076150819,1.1040302515029907,2.7421435538940107,0.5,0.10000000000000005,0.05,8,1024,2048,64,2048,3072,262144,458752.0,262144,35328,72960,0,0.03338969999458641,4740
paper-neural,0.25,0.00025,NPR-d8-correlated-t,correlated-t,8,0,concentrated,1.158556330086837,0.6428061438090144,0.8878928626346736,0.06532639265060425,2.649315952274721,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.060209800001757685,5256
paper-neural,0.5,0.0005,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.7426255521136715,0.5302944427456533,0.7488260004789753,0.22594712674617767,1.4528483922930917,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06591940000362229,5256
paper-neural,1.0,0.001,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.2593660145285517,0.32390872272548354,0.5008488548931836,0.512460470199585,2.111584004198975,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06487899999774527,5256
paper-neural,2.0,0.002,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.14834148933164748,0.249958669280987,0.4044469251918492,0.6170503497123718,2.725821468761362,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.059803899996040855,5256
paper-neural,4.0,0.004,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.13286709723952583,0.23946364929474695,0.3894697585797905,0.6254781484603882,2.753311140399205,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.06006820000038715,5256
paper-neural,8.0,0.008,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.09629905750171996,0.20576932850032167,0.3433260705376886,0.6817808747291565,3.5564031590657383,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.060580000004847534,5256
paper-neural,16.0,0.016,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.09710506290190501,0.20883175908934098,0.33903249211465286,0.7136659622192383,3.1514214301472827,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.0630715999941458,5256
paper-neural,32.0,0.032,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.12826925375292575,0.22375504862587586,0.36164418801880194,0.6880190968513489,2.7754928962074223,nan,nan,nan,64,2048,2048,64,2048,2048,0,0.0,131072,0,0,0,0.060592599998926744,5256
minibatch-sw,0.25,0.00025,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.7703478878537364,0.5397652565008287,0.7640000912035196,0.20062395930290222,2.6725217396573884,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.07958930000313558,5256
minibatch-sw,0.5,0.0005,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.287318448167877,0.3280056014251653,0.5087810714542708,0.5047042965888977,2.0876196160147473,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08095899999898393,5256
minibatch-sw,1.0,0.001,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.1358333520134094,0.22538006494732493,0.2862065475019433,0.9320290088653564,2.416769161469007,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08256089999485994,5256
minibatch-sw,2.0,0.002,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.09153700186947233,0.18316023406050877,0.2563771342741755,0.8732876777648926,2.9140862273769113,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08233240000117803,5256
minibatch-sw,4.0,0.004,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.06753696363798056,0.1612603617625439,0.22994470684401525,0.8801902532577515,3.554214555418855,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08170840000093449,5256
minibatch-sw,8.0,0.008,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.061546709218295526,0.15385969168070004,0.23117619357808114,0.8591228723526001,4.100483021539792,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08378230000380427,5256
minibatch-sw,16.0,0.016,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.07461347039260513,0.1717683890237723,0.2757520192491012,0.8110803365707397,3.2737247530105074,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08131210000283318,5256
minibatch-sw,32.0,0.032,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.06501486497373943,0.15675067299399778,0.2470350035329909,0.9088437557220459,3.379502733852677,nan,nan,nan,64,2048,2048,64,2048,2048,262144,1310720.0,0,0,0,0,0.08090590000210796,5256
exact-atlas-rsr,8.0,0.008,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.2097722439500096,0.2806248859488097,0.3696214816393376,1.082073450088501,2.6016035013306094,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.025457299998379312,5256
exact-atlas-rsr,16.0,0.016,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.20410080394574415,0.28506056624368586,0.3572831838963355,1.142380952835083,3.5919582501193505,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.02472710000438383,5256
exact-atlas-rsr,32.0,0.032,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.121496865643544,0.21036781143992328,0.32162767437252393,0.7957207560539246,3.580753466716753,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.025308100004622247,5256
exact-atlas-rsr,64.0,0.064,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.10876010830642002,0.21386880621933926,0.2808320568033237,0.8845549821853638,5.21698336136002,nan,nan,nan,8,1024,2048,64,2048,2048,262144,1900544.0,0,37376,0,0,0.025192300003254786,5256
kll-atlas-rsr,8.0,0.008,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.20903043089416862,0.2797047318146718,0.3689038114691567,1.083634614944458,2.619200627778374,nan,nan,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,37376,72960,0,0.024487900001986418,5256
kll-atlas-rsr,16.0,0.016,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.20906091603571753,0.29032042715061457,0.3634849086025828,1.1552115678787231,3.573325278399712,nan,nan,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,37376,72960,0,0.024905099999159575,5256
kll-atlas-rsr,32.0,0.032,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.11247894819311188,0.20376554370726618,0.31149842421550894,0.7980427742004395,3.5507702922247635,nan,nan,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,37376,72960,0,0.02543330000480637,5256
kll-atlas-rsr,64.0,0.064,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.11399874359779716,0.2143311560701698,0.29989113508616316,0.9220183491706848,4.874456472485356,nan,nan,nan,8,1024,2048,64,2048,2048,262144,458752.0,0,37376,72960,0,0.02496410000458127,5256
kll-small-rsr,4.0,0.004,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.09781149096928132,0.18826494013378298,0.28077640969930767,0.8314163088798523,3.166370270937773,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.043331300003046636,5256
kll-small-rsr,8.0,0.008,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.08912923826994934,0.17928318591816755,0.25101898491727903,0.892582893371582,3.3517420584968924,nan,nan,nan,32,1024,2048,64,2048,2048,262144,327680.0,0,37376,72960,0,0.043674900000041816,5256
