arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,persistent_scalars,peak_working_scalars,retained_items,retained_weight,reconstruction_sweeps,training_projection_rmse,target_table_rmse,bridge_fraction,reference_bridge_fraction,excess_bridge_fraction,minority_particle_mass,minority_recovered,split_target_table_rmse
kll-style-k64,kll-style,PS2-GMM4-equal,gauss,far,0,0.003010154830934253,0.03237470253679981,0.04756283736258227,1.0,0.0,0,0.009735400002682582,1280,0,407239.3146635599,81920,2976,4000,2816,1280,60,0.03201164197697186,0.01879559073201187,nan,nan,nan,nan,0,0.10517572531871763
kll-style-k128,kll-style,PS2-GMM4-equal,gauss,far,0,0.0028390554159692938,0.032184885617254036,0.04743254506550823,1.0,0.0,0,0.008410399983404204,1280,0,442854.1068051304,81920,1440,2464,1280,1280,60,0.026015283505396843,0.017448212285982975,nan,nan,nan,nan,0,0.10517572531871763
exact-pooled-ceiling,exact-pooled,PS2-GMM4-equal,gauss,far,0,0.0032844609724382856,0.03357119830771849,0.04819252138963379,1.0,0.0625,0,0.0015706999984104186,1280,0,364993.0873832932,81920,2688,23680,1280,1280,60,0.030448155017470536,0.0,nan,nan,nan,nan,0,0.10517572531871763
paper-tau1,paper,PS2-diagonal-dependence,dependence,concentrated,0,0.22461070873744804,0.3491026674305387,0.49764259027671265,1.0,0.1875,0,0.003910200000973418,1280,81920,0.0,0,64,128,0,0,0,nan,nan,0.40625,0.0,0.40625,nan,0,0.05263604336265938
historical-online-psqt,historical,PS2-diagonal-dependence,dependence,concentrated,0,0.0705801571460336,0.18536626343429993,0.3844578250130832,1.0,0.0625,0,0.005823399988003075,1280,0,409600.0,143360,641,1153,0,1280,120,0.017503068410983223,0.2520588651686655,0.125,0.0,0.125,nan,0,0.05263604336265938
batch-mean-table,batch-mean,PS2-diagonal-dependence,dependence,concentrated,0,0.07072546135488489,0.1852428653247879,0.38394700119846686,1.0,0.0625,0,0.00480640001478605,1280,0,256000.0,81920,641,1665,0,1280,60,0.03429558150513627,0.2520588651686655,0.15625,0.0,0.15625,nan,0,0.05263604336265938
batch-median-table,batch-median,PS2-diagonal-dependence,dependence,concentrated,0,0.030922822015845064,0.14240690007915466,0.44633891526618924,1.0,0.0625,0,0.004134899994824082,1280,0,364993.0873832932,81920,20608,21632,0,1280,60,0.017527895683676718,0.020349375969779336,0.0,0.0,0.0,nan,0,0.05263604336265938
reservoir-R512,reservoir,PS2-diagonal-dependence,dependence,concentrated,0,0.02966891791445958,0.1365293297897723,0.4512143124927836,1.0,0.0625,0,0.002533999999286607,1280,0,227328.0,69632,1154,9858,512,1280,60,0.01932218955395946,0.009025979075753955,0.0,0.0,0.0,nan,0,0.05263604336265938
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,concentrated,0,0.028974049279806957,0.13565002722178512,0.4475045555115734,1.0,0.0625,0,0.002232200000435114,1280,0,317440.0,77824,2178,19074,1024,1280,60,0.019414569001348518,0.004551180528241857,0.0,0.0,0.0,nan,0,0.05263604336265938
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,concentrated,0,0.029101630016619806,0.13651600510757292,0.4472205478086433,1.0,0.0625,0,0.0023920999956317246,1280,0,364993.0873832932,81920,2690,23682,1280,1280,60,0.019066718868467596,0.0,0.0,0.0,0.0,nan,0,0.05263604336265938
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,concentrated,0,0.031549534236805066,0.14110713187382065,0.4517229423388207,1.0,0.0625,0,0.00892819999717176,1280,0,407239.3146635599,81920,2976,4000,2816,1280,60,0.07772724940239599,0.08262251531188547,0.0,0.0,0.0,nan,0,0.05263604336265938
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,concentrated,0,0.03251040020774543,0.14414798132791035,0.4543878651809156,1.0,0.0625,0,0.008249100006651133,1280,0,442854.1068051304,81920,1440,2464,1280,1280,60,0.09065015959959118,0.09876828669789767,0.0,0.0,0.0,nan,0,0.05263604336265938
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,concentrated,0,0.029101630016619806,0.13651600510757292,0.4472205478086433,1.0,0.0625,0,0.0015842000138945878,1280,0,364993.0873832932,81920,2688,23680,1280,1280,60,0.019066718868467596,0.0,0.0,0.0,0.0,nan,0,0.05263604336265938
paper-tau1,paper,PS2-diagonal-dependence,dependence,far,0,0.83652298235855,0.7120219620994599,1.0152098796818707,0.5,0.875,0,0.003657199995359406,1280,81920,0.0,0,64,128,0,0,0,nan,nan,0.375,0.0,0.375,nan,0,0.28975974433970564
historical-online-psqt,historical,PS2-diagonal-dependence,dependence,far,0,0.0597254973828476,0.16735597320166973,0.2983557296055301,1.0,0.0625,0,0.005492100026458502,1280,0,409600.0,143360,641,1153,0,1280,120,0.042669167816191095,0.28443363762579,0.15625,0.0,0.15625,nan,0,0.28975974433970564
batch-mean-table,batch-mean,PS2-diagonal-dependence,dependence,far,0,0.05942472364178242,0.16732821953795496,0.301699599166989,1.0,0.125,0,0.003740099986316636,1280,0,256000.0,81920,641,1665,0,1280,60,0.03201503984684201,0.28443363762579,0.1875,0.0,0.1875,nan,0,0.28975974433970564
batch-median-table,batch-median,PS2-diagonal-dependence,dependence,far,0,0.012050047921382756,0.08104161616414197,0.2743280987311609,1.0,0.0625,0,0.003653799998573959,1280,0,364993.0873832932,81920,20608,21632,0,1280,60,0.13834226095838104,0.2816223336558963,0.0625,0.0,0.0625,nan,0,0.28975974433970564
reservoir-R512,reservoir,PS2-diagonal-dependence,dependence,far,0,0.012813521991001497,0.08212615537573016,0.27960922636760155,1.0,0.0625,0,0.00248170000850223,1280,0,227328.0,69632,1154,9858,512,1280,60,0.14728338385181236,0.29155843033745826,0.0625,0.0,0.0625,nan,0,0.28975974433970564
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,far,0,0.010947840288468846,0.07445868573847177,0.26401968733858916,1.0,0.0625,0,0.002340800012461841,1280,0,317440.0,77824,2178,19074,1024,1280,60,0.14064747858541934,0.2724967442438154,0.0625,0.0,0.0625,nan,0,0.28975974433970564
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,far,0,0.0017441583312287623,0.028021065034813327,0.11171103087654194,1.0,0.0,0,0.002271999983349815,1280,0,364993.0873832932,81920,2690,23682,1280,1280,60,0.016118147822682564,0.0,0.0,0.0,0.0,nan,0,0.28975974433970564
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,far,0,0.0057745005704359365,0.05027507019452143,0.17877482881184098,1.0,0.0,0,0.009125600015977398,1280,0,407239.3146635599,81920,2976,4000,2816,1280,60,0.13208750303915687,0.17730326260727144,0.03125,0.0,0.03125,nan,0,0.28975974433970564
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,far,0,0.005469463561140753,0.04819855569906786,0.16741052750147892,1.0,0.0,0,0.008778299990808591,1280,0,442854.1068051304,81920,1440,2464,1280,1280,60,0.12757048446277813,0.1648862237085403,0.0625,0.0,0.0625,nan,0,0.28975974433970564
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,far,0,0.0017441583312287623,0.028021065034813327,0.11171103087654194,1.0,0.0,0,0.0016018000023905188,1280,0,364993.0873832932,81920,2688,23680,1280,1280,60,0.016118147822682564,0.0,0.0,0.0,0.0,nan,0,0.28975974433970564
paper-tau1,paper,PS2-skew,skew,concentrated,0,0.03739162874303892,0.12268268043690868,0.176428527634343,nan,nan,0,0.0035868000122718513,1280,81920,0.0,0,64,128,0,0,0,nan,nan,nan,nan,nan,nan,0,0.051375047013873534
historical-online-psqt,historical,PS2-skew,skew,concentrated,0,0.0032140595362957214,0.040743220412385144,0.06425941312679778,nan,nan,0,0.005420499976025894,1280,0,409600.0,143360,641,1153,0,1280,120,0.024606360704746318,0.040077510136202504,nan,nan,nan,nan,0,0.051375047013873534
batch-mean-table,batch-mean,PS2-skew,skew,concentrated,0,0.003240228308430848,0.04105393791047403,0.065706868984706,nan,nan,0,0.003601200005505234,1280,0,256000.0,81920,641,1665,0,1280,60,0.03454272692498602,0.0400775101362025,nan,nan,nan,nan,0,0.051375047013873534
batch-median-table,batch-median,PS2-skew,skew,concentrated,0,0.0034770075910858234,0.04380341583130786,0.07152795618865342,nan,nan,0,0.0036290999851189554,1280,0,364993.0873832932,81920,20608,21632,0,1280,60,0.032770393461243615,0.050337072805117275,nan,nan,nan,nan,0,0.051375047013873534
reservoir-R512,reservoir,PS2-skew,skew,concentrated,0,0.003331175910966766,0.032510140121113466,0.04747030707728312,nan,nan,0,0.0023407999833580106,1280,0,227328.0,69632,1154,9858,512,1280,60,0.043666366226439275,0.02138458624710493,nan,nan,nan,nan,0,0.051375047013873534
reservoir-R1024,reservoir,PS2-skew,skew,concentrated,0,0.002616761731304762,0.025859222194179528,0.0393392782925979,nan,nan,0,0.002054400014458224,1280,0,317440.0,77824,2178,19074,1024,1280,60,0.04555525344320011,0.013736638584178486,nan,nan,nan,nan,0,0.051375047013873534
reservoir-R2048,reservoir,PS2-skew,skew,concentrated,0,0.0024130737369677524,0.0270086028866998,0.0414837433206468,nan,nan,0,0.0018838999967556447,1280,0,364993.0873832932,81920,2690,23682,1280,1280,60,0.04253088333065292,0.0,nan,nan,nan,nan,0,0.051375047013873534
kll-style-k64,kll-style,PS2-skew,skew,concentrated,0,0.0026062183518545945,0.027251257662088094,0.04172223503610393,nan,nan,0,0.008501900010742247,1280,0,407239.3146635599,81920,2976,4000,2816,1280,60,0.052487373268497395,0.03006161031747674,nan,nan,nan,nan,0,0.051375047013873534
kll-style-k128,kll-style,PS2-skew,skew,concentrated,0,0.002447467328176134,0.028219749354113092,0.044633529040916844,nan,nan,0,0.008064499997999519,1280,0,442854.1068051304,81920,1440,2464,1280,1280,60,0.042612033342822535,0.021260005923310274,nan,nan,nan,nan,0,0.051375047013873534
exact-pooled-ceiling,exact-pooled,PS2-skew,skew,concentrated,0,0.0024130737369677524,0.0270086028866998,0.0414837433206468,nan,nan,0,0.001552000001538545,1280,0,364993.0873832932,81920,2688,23680,1280,1280,60,0.04253088333065292,0.0,nan,nan,nan,nan,0,0.051375047013873534
paper-tau1,paper,PS2-skew,skew,far,0,0.21293409306968059,0.28315052800363205,0.36230388829946325,nan,nan,0,0.00518849998479709,1280,81920,0.0,0,64,128,0,0,0,nan,nan,nan,nan,nan,nan,0,0.05005241590119423
historical-online-psqt,historical,PS2-skew,skew,far,0,0.012475445263768759,0.0648969168000265,0.09425012378820194,nan,nan,0,0.005398900015279651,1280,0,409600.0,143360,641,1153,0,1280,120,0.028852104197309426,0.06993530229085011,nan,nan,nan,nan,0,0.05005241590119423
batch-mean-table,batch-mean,PS2-skew,skew,far,0,0.012395672423065385,0.06490153599907045,0.09291948875171512,nan,nan,0,0.00362249999307096,1280,0,256000.0,81920,641,1665,0,1280,60,0.03682294329380206,0.06993530229085011,nan,nan,nan,nan,0,0.05005241590119423
batch-median-table,batch-median,PS2-skew,skew,far,0,0.0032054557612932744,0.03967639732459742,0.08654372549697426,nan,nan,0,0.0036992999957874417,1280,0,364993.0873832932,81920,20608,21632,0,1280,60,0.03544541831878854,0.04286039573381967,nan,nan,nan,nan,0,0.05005241590119423
reservoir-R512,reservoir,PS2-skew,skew,far,0,0.0036303375499501245,0.03463105440383518,0.06793229150837433,nan,nan,0,0.0023310999968089163,1280,0,227328.0,69632,1154,9858,512,1280,60,0.043346968609525846,0.02091167676986307,nan,nan,nan,nan,0,0.05005241590119423
reservoir-R1024,reservoir,PS2-skew,skew,far,0,0.0034322198699228146,0.03293129198976175,0.06838964819565445,nan,nan,0,0.0021062000014353544,1280,0,317440.0,77824,2178,19074,1024,1280,60,0.04173461992384803,0.013112493106738359,nan,nan,nan,nan,0,0.05005241590119423
reservoir-R2048,reservoir,PS2-skew,skew,far,0,0.003462341713664552,0.03156417972498645,0.06422757319536412,nan,nan,0,0.0019794999971054494,1280,0,364993.0873832932,81920,2690,23682,1280,1280,60,0.04494492520715992,0.0,nan,nan,nan,nan,0,0.05005241590119423
kll-style-k64,kll-style,PS2-skew,skew,far,0,0.0036864938557509275,0.03318721937824793,0.06548602126597046,nan,nan,0,0.00891769997542724,1280,0,407239.3146635599,81920,2976,4000,2816,1280,60,0.057447071879634555,0.03524211641369801,nan,nan,nan,nan,0,0.05005241590119423
kll-style-k128,kll-style,PS2-skew,skew,far,0,0.0037264809758185136,0.0324803561649086,0.06756443451779574,nan,nan,0,0.008778200019150972,1280,0,442854.1068051304,81920,1440,2464,1280,1280,60,0.042353640159814916,0.021539499675158072,nan,nan,nan,nan,0,0.05005241590119423
exact-pooled-ceiling,exact-pooled,PS2-skew,skew,far,0,0.003462341713664552,0.03156417972498645,0.06422757319536412,nan,nan,0,0.0015864000015426427,1280,0,364993.0873832932,81920,2688,23680,1280,1280,60,0.04494492520715992,0.0,nan,nan,nan,nan,0,0.05005241590119423
paper-tau1,paper,PS2-diagonal-minority-05,rare,concentrated,0,0.04598566370180346,0.12282798834073158,0.3350852403926442,0.5,0.10000000000000005,0,0.0036103000165894628,1280,81920,0.0,0,64,128,0,0,0,nan,nan,0.0625,0.0,0.0625,0.0,0,0.014382642449123356
historical-online-psqt,historical,PS2-diagonal-minority-05,rare,concentrated,0,0.013983786150187305,0.08222098035444582,0.23453994014480825,1.0,0.03750000000000005,0,0.005826400010846555,1280,0,409600.0,143360,641,1153,0,1280,120,0.014779929571704042,0.2350296911378963,0.09375,0.0,0.09375,0.03125,1,0.014382642449123356
batch-mean-table,batch-mean,PS2-diagonal-minority-05,rare,concentrated,0,0.01403270453126021,0.08185460481550655,0.2354211020448544,1.0,0.03750000000000005,0,0.0034401000011712313,1280,0,256000.0,81920,641,1665,0,1280,60,0.05812168523132977,0.2350296911378963,0.0625,0.0,0.0625,0.03125,1,0.014382642449123356
batch-median-table,batch-median,PS2-diagonal-minority-05,rare,concentrated,0,0.005926884934584042,0.07046059274763025,0.32089902916995044,1.0,0.03750000000000005,0,0.0036305999965406954,1280,0,364993.0873832932,81920,20608,21632,0,1280,60,0.0841406623606654,0.33275580500574126,0.03125,0.0,0.03125,0.03125,1,0.014382642449123356
reservoir-R512,reservoir,PS2-diagonal-minority-05,rare,concentrated,0,0.0020109506105450148,0.05350922053281118,0.2625294975286297,1.0,0.03750000000000005,0,0.0022810999944340438,1280,0,227328.0,69632,1154,9858,512,1280,60,0.1577960945217029,0.28244326118872765,0.0,0.0,0.0,0.03125,1,0.014382642449123356
reservoir-R1024,reservoir,PS2-diagonal-minority-05,rare,concentrated,0,0.0018502826113172,0.054580897434596466,0.26969927979481023,1.0,0.03750000000000005,0,0.0020797000033780932,1280,0,317440.0,77824,2178,19074,1024,1280,60,0.15523911248223923,0.2837638474311288,0.0,0.0,0.0,0.03125,1,0.014382642449123356
reservoir-R2048,reservoir,PS2-diagonal-minority-05,rare,concentrated,0,0.002353022937248761,0.0215108210154312,0.08587991835630937,1.0,0.024999999999999953,0,0.001861800003098324,1280,0,364993.0873832932,81920,2690,23682,1280,1280,60,0.1354108285414109,0.0,0.0,0.0,0.0,0.0625,1,0.014382642449123356
kll-style-k64,kll-style,PS2-diagonal-minority-05,rare,concentrated,0,0.002153946302148768,0.03013941438427009,0.11822181214686639,1.0,0.024999999999999953,0,0.009041999990586191,1280,0,407239.3146635599,81920,2976,4000,2816,1280,60,0.17459307920475003,0.15154434979139422,0.03125,0.0,0.03125,0.0625,1,0.014382642449123356
kll-style-k128,kll-style,PS2-diagonal-minority-05,rare,concentrated,0,0.0022664142440501633,0.028599281646684443,0.11031562044069426,1.0,0.024999999999999953,0,0.012512599991168827,1280,0,442854.1068051304,81920,1440,2464,1280,1280,60,0.16556786005198762,0.1321422802624377,0.03125,0.0,0.03125,0.0625,1,0.014382642449123356
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-05,rare,concentrated,0,0.002353022937248761,0.0215108210154312,0.08587991835630937,1.0,0.024999999999999953,0,0.0015430999919772148,1280,0,364993.0873832932,81920,2688,23680,1280,1280,60,0.1354108285414109,0.0,0.0,0.0,0.0,0.0625,1,0.014382642449123356
paper-tau1,paper,PS2-diagonal-minority-05,rare,far,0,1.9060636483911995,1.0842813627009371,1.3882148368607976,0.5,1.3375,0,0.003703099995618686,1280,81920,0.0,0,64,128,0,0,0,nan,nan,0.4375,0.0,0.4375,0.71875,1,0.2931145049436071
historical-online-psqt,historical,PS2-diagonal-minority-05,rare,far,0,0.07056545946777376,0.13658614672338448,0.2717382309436529,1.0,0.03750000000000005,0,0.00541090001934208,1280,0,409600.0,143360,641,1153,0,1280,120,0.013166753219800298,0.23089249702810868,0.09375,0.0,0.09375,0.03125,1,0.2931145049436071
batch-mean-table,batch-mean,PS2-diagonal-minority-05,rare,far,0,0.0706311758387233,0.13623673953385898,0.28169942730536623,1.0,0.03750000000000005,0,0.0036798999935854226,1280,0,256000.0,81920,641,1665,0,1280,60,0.06634114821409356,0.23089249702810868,0.09375,0.0,0.09375,0.03125,1,0.2931145049436071
batch-median-table,batch-median,PS2-diagonal-minority-05,rare,far,0,0.010167540652812501,0.08621169579044519,0.3683623158090725,1.0,0.03750000000000005,0,0.00855480000609532,1280,0,364993.0873832932,81920,20608,21632,0,1280,60,0.083882740437402,0.324877762084838,0.03125,0.0,0.03125,0.03125,1,0.2931145049436071
reservoir-R512,reservoir,PS2-diagonal-minority-05,rare,far,0,0.002350906653890261,0.03127927449757598,0.11766952344332401,1.0,0.024999999999999953,0,0.0023563999857287854,1280,0,227328.0,69632,1154,9858,512,1280,60,0.13256888234425215,0.010516843435042424,0.0,0.0,0.0,0.0625,1,0.2931145049436071
reservoir-R1024,reservoir,PS2-diagonal-minority-05,rare,far,0,0.001553327799851345,0.030496169414546387,0.12643946332613346,1.0,0.024999999999999953,0,0.002088200009893626,1280,0,317440.0,77824,2178,19074,1024,1280,60,0.12995312458622185,0.01591370741397021,0.0,0.0,0.0,0.0625,1,0.2931145049436071
reservoir-R2048,reservoir,PS2-diagonal-minority-05,rare,far,0,0.0015522056876042245,0.028763141179746553,0.11794569246924383,1.0,0.024999999999999953,0,0.0019740999850910157,1280,0,364993.0873832932,81920,2690,23682,1280,1280,60,0.1331715870741947,0.0,0.0,0.0,0.0,0.0625,1,0.2931145049436071
kll-style-k64,kll-style,PS2-diagonal-minority-05,rare,far,0,0.005025731367350683,0.05148299245157095,0.1955950920519594,1.0,0.024999999999999953,0,0.008471100009046495,1280,0,407239.3146635599,81920,2976,4000,2816,1280,60,0.18936116801498076,0.16723759417862336,0.0625,0.0,0.0625,0.0625,1,0.2931145049436071
kll-style-k128,kll-style,PS2-diagonal-minority-05,rare,far,0,0.0014823129876166963,0.0289390124391514,0.12175907355589535,1.0,0.024999999999999953,0,0.008152800000971183,1280,0,442854.1068051304,81920,1440,2464,1280,1280,60,0.1494367445600799,0.06909958828676804,0.0,0.0,0.0,0.0625,1,0.2931145049436071
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-05,rare,far,0,0.0015522056876042245,0.028763141179746553,0.11794569246924383,1.0,0.024999999999999953,0,0.0016013999993447214,1280,0,364993.0873832932,81920,2688,23680,1280,1280,60,0.1331715870741947,0.0,0.0,0.0,0.0,0.0625,1,0.2931145049436071
paper-tau1,paper,PS2-diagonal-minority-10,rare,concentrated,0,0.09772796958696284,0.20827967340710468,0.45826188713960897,0.5,0.19999999999999998,0,0.0035976000071968883,1280,81920,0.0,0,64,128,0,0,0,nan,nan,0.09375,0.0,0.09375,0.0,0,0.01414498917300092
historical-online-psqt,historical,PS2-diagonal-minority-10,rare,concentrated,0,0.020485290553875934,0.10696401774779249,0.2737699880399836,1.0,0.012499999999999983,0,0.005838200013386086,1280,0,409600.0,143360,641,1153,0,1280,120,0.014754419145825584,0.1922389948944302,0.09375,0.0,0.09375,0.09375,1,0.01414498917300092
batch-mean-table,batch-mean,PS2-diagonal-minority-10,rare,concentrated,0,0.020463592593838897,0.1071711980227068,0.2741452368918458,1.0,0.012499999999999983,0,0.0037807000044267625,1280,0,256000.0,81920,641,1665,0,1280,60,0.06123577809996299,0.19223899489443022,0.09375,0.0,0.09375,0.09375,1,0.01414498917300092
batch-median-table,batch-median,PS2-diagonal-minority-10,rare,concentrated,0,0.006348862978597047,0.0762945679249474,0.2794213574217487,1.0,0.012499999999999983,0,0.00365949998376891,1280,0,364993.0873832932,81920,20608,21632,0,1280,60,0.0976432190425323,0.12611400763251662,0.03125,0.0,0.03125,0.09375,1,0.01414498917300092
reservoir-R512,reservoir,PS2-diagonal-minority-10,rare,concentrated,0,0.0023762053731741783,0.05217037238101643,0.226178834857084,1.0,0.012499999999999983,0,0.002423600002657622,1280,0,227328.0,69632,1154,9858,512,1280,60,0.12598237486530528,0.012786100224508521,0.0,0.0,0.0,0.09375,1,0.01414498917300092
reservoir-R1024,reservoir,PS2-diagonal-minority-10,rare,concentrated,0,0.002030606318469186,0.049290446928084757,0.22009714512484607,1.0,0.012499999999999983,0,0.0020235999836586416,1280,0,317440.0,77824,2178,19074,1024,1280,60,0.12781565010923732,0.0035368926430125246,0.0,0.0,0.0,0.09375,1,0.01414498917300092
reservoir-R2048,reservoir,PS2-diagonal-minority-10,rare,concentrated,0,0.002047991719811848,0.049505714670378814,0.22111256988144423,1.0,0.012499999999999983,0,0.0018735999765340239,1280,0,364993.0873832932,81920,2690,23682,1280,1280,60,0.12791327975937616,0.0,0.0,0.0,0.0,0.09375,1,0.01414498917300092
kll-style-k64,kll-style,PS2-diagonal-minority-10,rare,concentrated,0,0.002105480867097609,0.049879413026549024,0.2218210877755115,1.0,0.012499999999999983,0,0.008813799999188632,1280,0,407239.3146635599,81920,2976,4000,2816,1280,60,0.1266073363431428,0.008693456330561507,0.0,0.0,0.0,0.09375,1,0.01414498917300092
kll-style-k128,kll-style,PS2-diagonal-minority-10,rare,concentrated,0,0.0020448072574724696,0.049284446843015785,0.2207697113635785,1.0,0.012499999999999983,0,0.008519900002283975,1280,0,442854.1068051304,81920,1440,2464,1280,1280,60,0.12703169982677587,0.007984762120384343,0.0,0.0,0.0,0.09375,1,0.01414498917300092
