arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_representative_audit_calls,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06683639087655457,0.16145863734203897,0.2762299344713453,0.7781354188919067,5.976924615400342,nan,nan,nan,16,1024,2048,32,2048,2048,163840,131072,32768,1736704.0,1441792.0,294912.0,64,32,32,32.0,1,1,1586959227,8,4,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37376,0,0.016517399999429472,0.0,0.0,0.0,0.0,0.987597644329071
cta-kll-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06678999707476851,0.16066446477565724,0.273510633664564,0.7853057384490967,5.990951510393841,nan,nan,nan,16,1024,2048,32,2048,2048,163840,131072,32768,294912.0,0.0,294912.0,64,32,32,32.0,1,1,1586959227,8,4,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37376,72960,0.016134500001498964,0.0,0.0,0.0,0.0,0.9970090091228485
cta-exact-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06847482946953676,0.1619522921560183,0.2587573123316154,0.8330832123756409,5.722839688566769,nan,nan,nan,16,1024,2048,32,2048,3072,178176,131072,47104,1822720.0,1441792.0,380928.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,262144,1048576,128,7,14336,86016.0,16384,2,1048576,0.3966642916202545,0.8952520489692688,0.10875450121238828,0.2087494283914566,0.27672603726387024,3391491.5,1.4847866892814636,7.888912677764893,0.35129350051283836,1.286780834197998,37376,0,0.032322600003681146,0.25,0.25,0.25,94.10249519986311,1.0930962264537811
cta-kll-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06934507597620687,0.16280512917169762,0.25722021714102195,0.8394495844841003,5.717884593701232,nan,nan,nan,16,1024,2048,32,2048,3072,178176,131072,47104,380928.0,0.0,380928.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,262144,1048576,128,7,14336,86016.0,16384,2,1048576,0.3945266753435135,0.8952520489692688,0.10835788445547223,0.2095274031162262,0.2785615026950836,3390497.75,1.4847866892814636,7.888912677764893,0.3525078557431698,1.303088665008545,37376,72960,0.03425280000374187,0.25,0.25,0.25,94.70925623087943,1.1019417345523834
cta-kll-guarded,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,64,36,36,0.3208946893756642,8.81419112995982,0.06934507597620687,0.16280512917169762,0.25722021714102195,0.8394495844841003,5.717884593701232,nan,nan,nan,16,1024,2048,32,2048,3072,374784,131072,243712,675840.0,0.0,675840.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,262144,1048576,128,7,14336,86016.0,16384,2,1048576,0.3945266753435135,0.8952520489692688,0.10835788445547223,0.2095274031162262,0.2785615026950836,3390497.75,1.4847866892814636,7.888912677764893,0.3525078557431698,1.303088665008545,37376,72960,0.03812280000420287,0.25,0.25,0.25,94.70925623087943,1.1019417345523834
cta-exact-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.08887023304067565,0.15110729830074524,0.24832470133268997,0.8422200083732605,9.032258281322868,nan,nan,nan,16,1024,2048,32,2048,2048,425984,393216,32768,4620288.0,4325376.0,294912.0,192,32,32,32.0,0,1,680165851,12,2,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123392,0,0.0175634999977774,0.0,0.0,0.0,0.0,1.3960473239421844
cta-kll-global,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.08946838744633556,0.15157090765124234,0.2465335204791274,0.846904993057251,9.02985544923122,nan,nan,nan,16,1024,2048,32,2048,2048,425984,393216,32768,294912.0,0.0,294912.0,192,32,32,32.0,0,1,680165851,12,2,0,0,0,0,128,7,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123392,218880,0.015430399995238986,0.0,0.0,0.0,0.0,1.4072509407997131
cta-exact-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.06911705715332506,0.13807041441377083,0.23957429080269657,0.8490535020828247,8.967403486926603,nan,nan,nan,16,1024,2048,32,2048,3072,440320,393216,47104,4706304.0,4325376.0,380928.0,192,32,32,32.0,0,1,680165851,12,2,2,2,262144,1048576,128,7,14336,86016.0,32768,2,1048576,0.8104946911334991,0.8910953402519226,0.5031401570886374,0.44281888008117676,1.4028778076171875,583663.8125,2.6614779233932495,7.185192584991455,0.7092253379523754,2.2235450744628906,123392,0,0.032915800002228934,0.25,0.25,0.25,49.04139051839591,1.4778436720371246
cta-kll-hybrid,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.0684860238281173,0.13802370577216175,0.23745991230187274,0.8547053933143616,8.931976848637495,nan,nan,nan,16,1024,2048,32,2048,3072,440320,393216,47104,380928.0,0.0,380928.0,192,32,32,32.0,0,1,680165851,12,2,2,2,262144,1048576,128,7,14336,86016.0,32768,2,1048576,0.8119263350963593,0.8881967067718506,0.5162102337926626,0.4520959258079529,1.5356789827346802,583663.8125,2.6614779233932495,7.185192584991455,0.7223205380141735,2.387031316757202,123392,218880,0.03376840000419179,0.25,0.25,0.25,49.23853292035545,1.4964231848716736
cta-kll-guarded,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,128,2,64,192,136,136,0.18133241385215962,19.103598422078235,0.07572189047237377,0.14214029565203581,0.24058156147236665,0.8515992760658264,9.01607217842012,nan,nan,nan,16,1024,2048,32,2048,3072,636928,393216,243712,675840.0,0.0,675840.0,192,32,32,32.0,0,1,680165851,12,2,2,2,262144,1048576,128,7,14336,86016.0,32768,2,1048576,0.7748327553272247,0.9115652441978455,0.5110053177922964,0.44489115476608276,1.4909403324127197,583663.8125,2.6614779233932495,7.185192584991455,0.7169433645904064,2.3910884857177734,123392,218880,0.04855749999842374,0.1,0.1,0.1,48.871797099905216,1.427329033613205
