arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,training_projection_rmse,event_time,censored,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,stored_scalars
paper-tau0.2,paper,PS2-GMM5-unequal,gauss,concentrated,0,0.4740347884600744,0.4570838836429991,0.5049306008143165,1.0,0.12083333333333333,nan,40,1,0,0.005105799995362759,1280,81920,0.0,0,64
paper-tau0.5,paper,PS2-GMM5-unequal,gauss,concentrated,0,0.30358295535442537,0.375844943572564,0.42175590537909874,0.6,0.5291666666666667,nan,40,1,0,0.005248399975243956,1280,81920,0.0,0,64
paper-tau1,paper,PS2-GMM5-unequal,gauss,concentrated,0,0.24827128702418944,0.34488011318584105,0.39520588890986524,0.6,0.5916666666666666,nan,40,1,0,0.005367899982957169,1280,81920,0.0,0,64
paper-tau2,paper,PS2-GMM5-unequal,gauss,concentrated,0,0.214452261169511,0.3234166147465587,0.3728563606682737,0.6,0.5916666666666666,nan,40,1,0,0.005337400012649596,1280,81920,0.0,0,64
coordinate-pqt,coordinate-negative-control,PS2-GMM5-unequal,gauss,concentrated,0,0.024979747892905024,0.11078618606440595,0.13473920341829465,1.0,0.058333333333333334,0.0,10,0,0,0.005644599994411692,1280,0,25600.0,7680,165
psqt-L8-K32-R2-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,0,0.015207908166580575,0.08814998692895955,0.11287753960462706,1.0,0.08750000000000001,0.028254009585559188,10,0,0,0.015208299999358132,1280,0,153600.0,51200,369
psqt-L16-K32-R3-e0.5,psqt,PS2-GMM5-unequal,gauss,concentrated,0,0.01463905577392488,0.08575300254672175,0.10950156964800466,1.0,0.08750000000000001,0.029947560458773354,10,0,0,0.03091960001620464,1280,0,409600.0,143360,641
paper-tau0.2,paper,PS2-GMM5-unequal,gauss,far,0,4.3191815230171695,1.7335673277232584,1.9508836892212817,0.2,1.7333333333333332,nan,40,1,0,0.005753400007961318,1280,81920,0.0,0,64
paper-tau0.5,paper,PS2-GMM5-unequal,gauss,far,0,2.5891658194024427,1.252478308425745,1.3988325761900047,0.2,1.6708333333333332,nan,40,1,0,0.005860100005520508,1280,81920,0.0,0,64
paper-tau1,paper,PS2-GMM5-unequal,gauss,far,0,0.30848832208920474,0.36679701795185143,0.4052031463788204,0.6,0.8166666666666667,nan,40,1,0,0.005202200001804158,1280,81920,0.0,0,64
paper-tau2,paper,PS2-GMM5-unequal,gauss,far,0,0.21566279027556834,0.31620246761173626,0.36177043138162224,0.8,0.4666666666666667,nan,40,1,0,0.005129600001964718,1280,81920,0.0,0,64
coordinate-pqt,coordinate-negative-control,PS2-GMM5-unequal,gauss,far,0,0.05825845547379904,0.1556084531477548,0.1913954571669744,1.0,0.2,0.0,40,1,0,0.005995799991069362,1280,0,25600.0,7680,165
psqt-L8-K32-R2-e0.5,psqt,PS2-GMM5-unequal,gauss,far,0,0.023521200539683207,0.10297906943954348,0.12546904635269826,1.0,0.07500000000000002,0.028113977680303638,30,0,0,0.01582329999655485,1280,0,153600.0,51200,369
psqt-L16-K32-R3-e0.5,psqt,PS2-GMM5-unequal,gauss,far,0,0.02242114319880506,0.09993343225313818,0.12173211857452365,1.0,0.1291666666666667,0.02916832092984999,30,0,0,0.03216290002455935,1280,0,409600.0,143360,641
paper-tau0.2,paper,PS2-GMM4-hetero,gauss,concentrated,0,0.3319867008412941,0.3802205059843938,0.4329685057502684,1.0,0.1875,nan,40,1,0,0.0053675000090152025,1280,81920,0.0,0,64
paper-tau0.5,paper,PS2-GMM4-hetero,gauss,concentrated,0,0.26575225663294855,0.3416031871246586,0.3906535970103357,1.0,0.25,nan,40,1,0,0.005168900010176003,1280,81920,0.0,0,64
paper-tau1,paper,PS2-GMM4-hetero,gauss,concentrated,0,0.2365309392822864,0.3233030512485768,0.37061778120776495,1.0,0.25,nan,40,1,0,0.005314300011377782,1280,81920,0.0,0,64
paper-tau2,paper,PS2-GMM4-hetero,gauss,concentrated,0,0.21064149372254837,0.30551290081679994,0.3516881572005226,1.0,0.25,nan,40,1,0,0.005374400003347546,1280,81920,0.0,0,64
coordinate-pqt,coordinate-negative-control,PS2-GMM4-hetero,gauss,concentrated,0,0.039896611283613104,0.12918052142726982,0.1549421580747572,1.0,0.25,0.0,10,0,0,0.005130199977429584,1280,0,25600.0,7680,165
psqt-L8-K32-R2-e0.5,psqt,PS2-GMM4-hetero,gauss,concentrated,0,0.01639530486820573,0.08611730434843555,0.10935720785333643,1.0,0.0625,0.030298844389383333,10,0,0,0.015087400010088459,1280,0,153600.0,51200,369
psqt-L16-K32-R3-e0.5,psqt,PS2-GMM4-hetero,gauss,concentrated,0,0.015960937132610264,0.08706794832744648,0.11089489566758606,1.0,0.125,0.026503309227458475,10,0,0,0.03023489998304285,1280,0,409600.0,143360,641
paper-tau0.2,paper,PS2-GMM4-hetero,gauss,far,0,4.033581462717568,1.6327463295959663,1.842141964971684,0.5,1.0,nan,40,1,0,0.005265500018140301,1280,81920,0.0,0,64
paper-tau0.5,paper,PS2-GMM4-hetero,gauss,far,0,2.011764953886137,1.074939893042316,1.1950721039687981,0.5,1.0,nan,40,1,0,0.005168100004084408,1280,81920,0.0,0,64
paper-tau1,paper,PS2-GMM4-hetero,gauss,far,0,0.22831218972830036,0.30831716043577534,0.371295793973474,1.0,0.4375,nan,40,1,0,0.0073151999968104064,1280,81920,0.0,0,64
paper-tau2,paper,PS2-GMM4-hetero,gauss,far,0,0.16665925702003637,0.2698463069695334,0.3131563147699522,1.0,0.1875,nan,40,1,0,0.0053644000145141035,1280,81920,0.0,0,64
coordinate-pqt,coordinate-negative-control,PS2-GMM4-hetero,gauss,far,0,0.03110969060140134,0.11543291627891461,0.1425761751122454,1.0,0.1875,0.0,20,0,0,0.0056770000082906336,1280,0,25600.0,7680,165
psqt-L8-K32-R2-e0.5,psqt,PS2-GMM4-hetero,gauss,far,0,0.019728839613095017,0.09283791545308376,0.1244490541438971,1.0,0.125,0.02854574447268302,20,0,0,0.016488499997649342,1280,0,153600.0,51200,369
psqt-L16-K32-R3-e0.5,psqt,PS2-GMM4-hetero,gauss,far,0,0.019720725615477774,0.09379714596523063,0.12484403317500042,1.0,0.125,0.029311934282901984,20,0,0,0.03152119999867864,1280,0,409600.0,143360,641
paper-tau0.2,paper,PS2-diagonal-dependence,dependence,concentrated,0,1.0905741454792768,0.7998970716087931,0.9066044737434463,1.0,0.25,nan,40,1,0,0.005092399980640039,1280,81920,0.0,0,64
paper-tau0.5,paper,PS2-diagonal-dependence,dependence,concentrated,0,0.5590305478812936,0.5641160628470222,0.6677331328388797,1.0,0.0625,nan,40,1,0,0.00520189999951981,1280,81920,0.0,0,64
paper-tau1,paper,PS2-diagonal-dependence,dependence,concentrated,0,0.2314791328011463,0.36155722136790813,0.48741401640583304,1.0,0.0,nan,40,1,0,0.005611300002783537,1280,81920,0.0,0,64
paper-tau2,paper,PS2-diagonal-dependence,dependence,concentrated,0,0.1933428270733366,0.3625474865326723,0.4789061307948937,1.0,0.0,nan,40,1,0,0.0054681999899912626,1280,81920,0.0,0,64
coordinate-pqt,coordinate-negative-control,PS2-diagonal-dependence,dependence,concentrated,0,0.3367057271211136,0.45252928653873614,0.5828109076312882,1.0,0.0625,0.0,40,1,0,0.006524399999761954,1280,0,25600.0,7680,165
psqt-L8-K32-R2-e0.5,psqt,PS2-diagonal-dependence,dependence,concentrated,0,0.03758403396780863,0.1380194670454196,0.2504140868886891,1.0,0.0,0.039205878755604245,20,0,0,0.01665760000469163,1280,0,153600.0,51200,369
psqt-L16-K32-R3-e0.5,psqt,PS2-diagonal-dependence,dependence,concentrated,0,0.03740899885069937,0.13823738784134829,0.25092874607284615,1.0,0.0,0.03981348877537756,20,0,0,0.031584200012730435,1280,0,409600.0,143360,641
paper-tau0.2,paper,PS2-diagonal-dependence,dependence,far,0,5.797151580537041,2.408757254385468,2.817990998813039,0.5,1.0,nan,40,1,0,0.005949799990048632,1280,81920,0.0,0,64
paper-tau0.5,paper,PS2-diagonal-dependence,dependence,far,0,4.138603057202012,1.9978667172236673,2.3355144890366977,0.5,1.0,nan,40,1,0,0.005058400012785569,1280,81920,0.0,0,64
paper-tau1,paper,PS2-diagonal-dependence,dependence,far,0,0.780185067556028,0.6996254404418049,0.9784800257998357,0.5,0.8125,nan,40,1,0,0.0051315000164322555,1280,81920,0.0,0,64
paper-tau2,paper,PS2-diagonal-dependence,dependence,far,0,0.1461983619779892,0.28946887542935074,0.37408986032870545,1.0,0.0,nan,40,1,0,0.0053804999915882945,1280,81920,0.0,0,64
coordinate-pqt,coordinate-negative-control,PS2-diagonal-dependence,dependence,far,0,0.1629042092932811,0.2959328021720074,0.43387155705616137,1.0,0.0625,0.0,40,1,0,0.015747400000691414,1280,0,25600.0,7680,165
psqt-L8-K32-R2-e0.5,psqt,PS2-diagonal-dependence,dependence,far,0,0.06531167368479829,0.16598337213108355,0.29874579064426876,1.0,0.0625,0.034214683022835646,40,0,0,0.01668570001493208,1280,0,153600.0,51200,369
psqt-L16-K32-R3-e0.5,psqt,PS2-diagonal-dependence,dependence,far,0,0.06511623737931704,0.16653295720461267,0.29455867609885045,1.0,0.0625,0.01949188267023223,40,0,0,0.030739200010430068,1280,0,409600.0,143360,641
