arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,persistent_scalars,peak_working_scalars,retained_items,retained_weight,reconstruction_sweeps,training_projection_rmse,target_table_rmse,bridge_fraction,reference_bridge_fraction,excess_bridge_fraction,minority_particle_mass,minority_recovered,split_target_table_rmse
exact-pooled-ceiling,exact-pooled,PS2-circles,circles,far,0,0.0020406695322539026,0.03172141126061528,0.043141769831997995,nan,nan,0,0.027881400019396096,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.020659640666149295,0.0,nan,nan,nan,nan,0,0.011954264050047195
paper-tau1,paper,PS2-circles,circles,far,1,0.006836646240346078,0.05794588078957039,0.08266262159479454,nan,nan,0,0.0762758000055328,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.010661194764323827
historical-online-psqt,historical,PS2-circles,circles,far,1,0.0029600594605921904,0.040046600504856596,0.05239213142574856,nan,nan,0,0.10911409999243915,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.019761587604552957,0.029142910990051448,nan,nan,nan,nan,0,0.010661194764323827
batch-mean-table,batch-mean,PS2-circles,circles,far,1,0.003041630465344003,0.04062933323010618,0.05368630940612651,nan,nan,0,0.057969899993622676,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02177908433217568,0.029142910990051448,nan,nan,nan,nan,0,0.010661194764323827
batch-median-table,batch-median,PS2-circles,circles,far,1,0.002013185587863786,0.033330180270363566,0.04626812220412926,nan,nan,0,0.07105270001920871,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.020333163258980182,0.01683819700538082,nan,nan,nan,nan,0,0.010661194764323827
reservoir-R512,reservoir,PS2-circles,circles,far,1,0.003793534200212667,0.043786347232407666,0.056880290458315996,nan,nan,0,0.027782399993157014,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.02092731244528782,0.03460035898838998,nan,nan,nan,nan,0,0.010661194764323827
reservoir-R1024,reservoir,PS2-circles,circles,far,1,0.0016073148170905327,0.026374475229903424,0.035515960775952905,nan,nan,0,0.028426800010493025,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.0196180587055461,0.018428229873557713,nan,nan,nan,nan,0,0.010661194764323827
reservoir-R2048,reservoir,PS2-circles,circles,far,1,0.0017591965720392677,0.028498124154635977,0.03750013042337875,nan,nan,0,0.02909869997529313,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.020435367454848596,0.02042072085778847,nan,nan,nan,nan,0,0.010661194764323827
kll-style-k64,kll-style,PS2-circles,circles,far,1,0.0015863980233036257,0.026614658387767876,0.03611576242437827,nan,nan,0,0.19490319999749772,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.026458002276964654,0.016650466697886432,nan,nan,nan,nan,0,0.010661194764323827
kll-style-k128,kll-style,PS2-circles,circles,far,1,0.0015570477674563543,0.02671330998167241,0.0366320261365511,nan,nan,0,0.1818392999994103,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.021666518455463323,0.00761496804015115,nan,nan,nan,nan,0,0.010661194764323827
exact-pooled-ceiling,exact-pooled,PS2-circles,circles,far,1,0.0015210989457749013,0.0264179844140145,0.03590437520815309,nan,nan,0,0.027646300004562363,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.020723370131784248,0.0,nan,nan,nan,nan,0,0.010661194764323827
paper-tau1,paper,PS2-circles,circles,far,2,0.007144344320795248,0.05325945816538628,0.07335609461352788,nan,nan,0,0.07816139998612925,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.01332159173764595
historical-online-psqt,historical,PS2-circles,circles,far,2,0.0028999744987765474,0.038548296868837456,0.0477589174911133,nan,nan,0,0.10935549999703653,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.01873907853930929,0.028981849900800646,nan,nan,nan,nan,0,0.01332159173764595
batch-mean-table,batch-mean,PS2-circles,circles,far,2,0.003011529466551699,0.038934153286701384,0.048866203329642866,nan,nan,0,0.055049799993867055,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.021149389096810595,0.028981849900800643,nan,nan,nan,nan,0,0.01332159173764595
batch-median-table,batch-median,PS2-circles,circles,far,2,0.002092398965450437,0.03236077102101356,0.04168562635247185,nan,nan,0,0.06446429999778047,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.020397158191333774,0.018049921758673988,nan,nan,nan,nan,0,0.01332159173764595
reservoir-R512,reservoir,PS2-circles,circles,far,2,0.003468312618372549,0.036777737013834605,0.04801246152335505,nan,nan,0,0.02742150000995025,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.021299708846858254,0.03363176588892126,nan,nan,nan,nan,0,0.01332159173764595
reservoir-R1024,reservoir,PS2-circles,circles,far,2,0.0022570578020575383,0.029420564467504233,0.037819957984681324,nan,nan,0,0.02769730001455173,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.020182632855774225,0.016868190017217448,nan,nan,nan,nan,0,0.01332159173764595
reservoir-R2048,reservoir,PS2-circles,circles,far,2,0.0021677285060834883,0.030339479714918058,0.04139602110777615,nan,nan,0,0.030468399985693395,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02222141846007657,0.016213198387420986,nan,nan,nan,nan,0,0.01332159173764595
kll-style-k64,kll-style,PS2-circles,circles,far,2,0.0018446137066769897,0.02657526553799687,0.033537373564988,nan,nan,0,0.19806270001572557,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.02445224473470373,0.015046787725506376,nan,nan,nan,nan,0,0.01332159173764595
kll-style-k128,kll-style,PS2-circles,circles,far,2,0.0018766458044550127,0.026613832177144844,0.03370464498466183,nan,nan,0,0.18047749999095686,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.020452279930164345,0.0071924655549487565,nan,nan,nan,nan,0,0.01332159173764595
exact-pooled-ceiling,exact-pooled,PS2-circles,circles,far,2,0.0018523961988984317,0.02678022653568423,0.033818001396691034,nan,nan,0,0.0267920000187587,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.021217952501228154,0.0,nan,nan,nan,nan,0,0.01332159173764595
paper-tau1,paper,PS2-circles,circles,far,3,0.006683305588953026,0.0535418765181495,0.07598844945238374,nan,nan,0,0.07687170000281185,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.011712565814152791
historical-online-psqt,historical,PS2-circles,circles,far,3,0.003417715825229095,0.0420515832758841,0.053906515708529244,nan,nan,0,0.10653869999805465,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.019509987895116484,0.02964737150651216,nan,nan,nan,nan,0,0.011712565814152791
batch-mean-table,batch-mean,PS2-circles,circles,far,3,0.0037033137381234926,0.0435690666787879,0.05627083124749944,nan,nan,0,0.05382040000404231,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02258663587825646,0.029647371506512164,nan,nan,nan,nan,0,0.011712565814152791
batch-median-table,batch-median,PS2-circles,circles,far,3,0.0022957078827170463,0.03469068985692803,0.04712250785117534,nan,nan,0,0.07039109998731874,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.021523977805295302,0.01799911571534741,nan,nan,nan,nan,0,0.011712565814152791
reservoir-R512,reservoir,PS2-circles,circles,far,3,0.003933817204638479,0.04265157019823395,0.05787594089031629,nan,nan,0,0.02735329998540692,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.022556923292026798,0.047984262403517684,nan,nan,nan,nan,0,0.011712565814152791
reservoir-R1024,reservoir,PS2-circles,circles,far,3,0.003104235872247396,0.03600118243879325,0.05056865176688144,nan,nan,0,0.027873999992152676,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.020512710859827015,0.021750075788009606,nan,nan,nan,nan,0,0.011712565814152791
reservoir-R2048,reservoir,PS2-circles,circles,far,3,0.0024437855177473766,0.03039019639015045,0.039828593833896205,nan,nan,0,0.029712999996263534,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02275289130368094,0.016745443762532286,nan,nan,nan,nan,0,0.011712565814152791
kll-style-k64,kll-style,PS2-circles,circles,far,3,0.0018879687889508112,0.028000071995587437,0.03840369904109483,nan,nan,0,0.19527919997926801,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.02773040351975361,0.016080972951704083,nan,nan,nan,nan,0,0.011712565814152791
kll-style-k128,kll-style,PS2-circles,circles,far,3,0.001965832574893689,0.02814222466913273,0.03871519005592214,nan,nan,0,0.18634129999554716,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.024427217586925825,0.00966753019408615,nan,nan,nan,nan,0,0.011712565814152791
exact-pooled-ceiling,exact-pooled,PS2-circles,circles,far,3,0.0018880854198767283,0.027676215591306466,0.03772748582449915,nan,nan,0,0.02808530000038445,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.023235790063397033,0.0,nan,nan,nan,nan,0,0.011712565814152791
paper-tau1,paper,PS2-circles,circles,far,4,0.00794499327569842,0.06046746361570378,0.08198016000680627,nan,nan,0,0.10142479999922216,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.006641815391404346
historical-online-psqt,historical,PS2-circles,circles,far,4,0.0021450825752101776,0.03360320742954492,0.04375608385325459,nan,nan,0,0.10600609998800792,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.019866562794418764,0.029565776951430773,nan,nan,nan,nan,0,0.006641815391404346
batch-mean-table,batch-mean,PS2-circles,circles,far,4,0.0022900706341622,0.03466148303194131,0.045005235608799904,nan,nan,0,0.054880999989109114,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.021635991331412502,0.029565776951430773,nan,nan,nan,nan,0,0.006641815391404346
batch-median-table,batch-median,PS2-circles,circles,far,4,0.0015357107576837725,0.02822379902273002,0.03654385479115902,nan,nan,0,0.06716830001096241,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.021800534812234963,0.017787330130840998,nan,nan,nan,nan,0,0.006641815391404346
reservoir-R512,reservoir,PS2-circles,circles,far,4,0.004725318013832802,0.04400385350946365,0.05597714279203748,nan,nan,0,0.028799899999285117,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.023160940424493945,0.04225184865144745,nan,nan,nan,nan,0,0.006641815391404346
reservoir-R1024,reservoir,PS2-circles,circles,far,4,0.0013065181035790685,0.02262686171393629,0.02969285876493543,nan,nan,0,0.028158600005554035,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.021233019198071433,0.019358708202278713,nan,nan,nan,nan,0,0.006641815391404346
reservoir-R2048,reservoir,PS2-circles,circles,far,4,0.0020509446957652777,0.025963141096239924,0.034071659155677794,nan,nan,0,0.028308900014963,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02140889210351069,0.016356025735004352,nan,nan,nan,nan,0,0.006641815391404346
kll-style-k64,kll-style,PS2-circles,circles,far,4,0.0015178336412765558,0.022963546645002393,0.02931516965770815,nan,nan,0,0.19744419999187812,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.025233593971039168,0.01523086978526986,nan,nan,nan,nan,0,0.006641815391404346
kll-style-k128,kll-style,PS2-circles,circles,far,4,0.0014118123728863452,0.021861596123096336,0.0282188109399925,nan,nan,0,0.18181819998426363,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.023171885917227585,0.008255217139203987,nan,nan,nan,nan,0,0.006641815391404346
exact-pooled-ceiling,exact-pooled,PS2-circles,circles,far,4,0.0013358582538252062,0.02146889382814633,0.02752760775023902,nan,nan,0,0.02847809999366291,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.021276872348219,0.0,nan,nan,nan,nan,0,0.006641815391404346
paper-tau1,paper,PS2-moons,moons,concentrated,0,0.012335779923458912,0.08171210044732706,0.09807204953329697,nan,nan,0,0.07811449997825548,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.01280009878125774
historical-online-psqt,historical,PS2-moons,moons,concentrated,0,0.005816086280599375,0.06147999434467108,0.07760475257529283,nan,nan,0,0.10547529999166727,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020032472843965473,0.03098853177791581,nan,nan,nan,nan,0,0.01280009878125774
batch-mean-table,batch-mean,PS2-moons,moons,concentrated,0,0.005964238913554576,0.06231260827893094,0.0786543376264455,nan,nan,0,0.05504019997897558,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.022301089203232868,0.03098853177791581,nan,nan,nan,nan,0,0.01280009878125774
batch-median-table,batch-median,PS2-moons,moons,concentrated,0,0.005119662087002874,0.05609937319804992,0.07425920806321412,nan,nan,0,0.06794780000927858,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.02151608112974102,0.01959346294338232,nan,nan,nan,nan,0,0.01280009878125774
reservoir-R512,reservoir,PS2-moons,moons,concentrated,0,0.012177142628086557,0.08141837332605781,0.10644164354961895,nan,nan,0,0.027395899989642203,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.022794772279335625,0.04905006141950628,nan,nan,nan,nan,0,0.01280009878125774
reservoir-R1024,reservoir,PS2-moons,moons,concentrated,0,0.0033100078543610856,0.038090796851557834,0.05059863623670402,nan,nan,0,0.028919799980940297,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.022729367845911605,0.03606452155781923,nan,nan,nan,nan,0,0.01280009878125774
reservoir-R2048,reservoir,PS2-moons,moons,concentrated,0,0.004149143929911503,0.0487095775263784,0.06440588268153007,nan,nan,0,0.03235419999691658,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.022461118988534402,0.013525553593506065,nan,nan,nan,nan,0,0.01280009878125774
kll-style-k64,kll-style,PS2-moons,moons,concentrated,0,0.00468942891431956,0.051636963491152044,0.06592354373515877,nan,nan,0,0.19461950002005324,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.029264246349246292,0.01872689767299746,nan,nan,nan,nan,0,0.01280009878125774
kll-style-k128,kll-style,PS2-moons,moons,concentrated,0,0.00455373175656737,0.05025246826580159,0.0651100329237796,nan,nan,0,0.19057649999740534,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02551873053523044,0.010546967785839549,nan,nan,nan,nan,0,0.01280009878125774
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,concentrated,0,0.004805537205037069,0.05235767798328867,0.06742356000884688,nan,nan,0,0.026644099998520687,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.023244980327033902,0.0,nan,nan,nan,nan,0,0.01280009878125774
paper-tau1,paper,PS2-moons,moons,concentrated,1,0.007850274968186799,0.06265175353562706,0.08743220005807137,nan,nan,0,0.0764680000138469,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.008554002067203983
historical-online-psqt,historical,PS2-moons,moons,concentrated,1,0.0029069657794407178,0.0438261167310593,0.05903762741294745,nan,nan,0,0.10619919997407123,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.02084023686276709,0.031118716219538718,nan,nan,nan,nan,0,0.008554002067203983
batch-mean-table,batch-mean,PS2-moons,moons,concentrated,1,0.0028394236937350215,0.04279808928910126,0.05884018743268427,nan,nan,0,0.05501780001213774,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.023573610938973234,0.031118716219538715,nan,nan,nan,nan,0,0.008554002067203983
batch-median-table,batch-median,PS2-moons,moons,concentrated,1,0.001927652974733629,0.036056465657439384,0.05029928953010215,nan,nan,0,0.06792219998897053,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.021619559858909763,0.020332210564890735,nan,nan,nan,nan,0,0.008554002067203983
reservoir-R512,reservoir,PS2-moons,moons,concentrated,1,0.011668740138863765,0.08356387282179802,0.11288825117883587,nan,nan,0,0.027701300015905872,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.021622385161148613,0.09260529030731189,nan,nan,nan,nan,0,0.008554002067203983
reservoir-R1024,reservoir,PS2-moons,moons,concentrated,1,0.0017150991376357894,0.030793697613352013,0.04367987503797071,nan,nan,0,0.028294800024013966,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.023383710704221107,0.025385036288060034,nan,nan,nan,nan,0,0.008554002067203983
reservoir-R2048,reservoir,PS2-moons,moons,concentrated,1,0.0021919235034912887,0.034089653243156874,0.04499509992867544,nan,nan,0,0.03027660000952892,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02243864558496874,0.022851903530691962,nan,nan,nan,nan,0,0.008554002067203983
kll-style-k64,kll-style,PS2-moons,moons,concentrated,1,0.0013088002787808861,0.02663399406513776,0.035876363610725756,nan,nan,0,0.1992552000156138,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.028258773469254157,0.018292048384706782,nan,nan,nan,nan,0,0.008554002067203983
kll-style-k128,kll-style,PS2-moons,moons,concentrated,1,0.0014389981609297386,0.02816421742933845,0.037934030641444225,nan,nan,0,0.1895026999991387,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02451119909003501,0.00992846914693191,nan,nan,nan,nan,0,0.008554002067203983
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,concentrated,1,0.0013461343786651536,0.027334377170841005,0.03684514376725267,nan,nan,0,0.026394300017273054,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.020824789160450972,0.0,nan,nan,nan,nan,0,0.008554002067203983
paper-tau1,paper,PS2-moons,moons,concentrated,2,0.008738311251006214,0.06752356199543813,0.08946372398193704,nan,nan,0,0.08193200000096112,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.009153689706208827
historical-online-psqt,historical,PS2-moons,moons,concentrated,2,0.002789033116194828,0.04335806480043938,0.05608068697790957,nan,nan,0,0.10632079999777488,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.019915056916029766,0.032382036940016665,nan,nan,nan,nan,0,0.009153689706208827
batch-mean-table,batch-mean,PS2-moons,moons,concentrated,2,0.0028961561748777065,0.04343948205548392,0.05789347177611259,nan,nan,0,0.05529789999127388,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02308108991543838,0.032382036940016665,nan,nan,nan,nan,0,0.009153689706208827
batch-median-table,batch-median,PS2-moons,moons,concentrated,2,0.0018690036409667599,0.035803426265239566,0.048383949478918865,nan,nan,0,0.06881669998983853,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.022156867773214472,0.018264224581842417,nan,nan,nan,nan,0,0.009153689706208827
reservoir-R512,reservoir,PS2-moons,moons,concentrated,2,0.002113890354282111,0.031532533531953455,0.04143217952586398,nan,nan,0,0.027154200011864305,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.02174685383941631,0.03321579519814453,nan,nan,nan,nan,0,0.009153689706208827
reservoir-R1024,reservoir,PS2-moons,moons,concentrated,2,0.0018954961877875043,0.030702487241679153,0.04101355043768029,nan,nan,0,0.02783350000390783,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.023744751115444128,0.025966876919463942,nan,nan,nan,nan,0,0.009153689706208827
reservoir-R2048,reservoir,PS2-moons,moons,concentrated,2,0.0018421564345585395,0.03184754932050833,0.04221924949589262,nan,nan,0,0.02935479997540824,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.023345026051468886,0.014872592643329335,nan,nan,nan,nan,0,0.009153689706208827
kll-style-k64,kll-style,PS2-moons,moons,concentrated,2,0.0014639004977441417,0.02750704816872245,0.037707619437055,nan,nan,0,0.20131510001374409,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.029774145008407624,0.018805726596145732,nan,nan,nan,nan,0,0.009153689706208827
kll-style-k128,kll-style,PS2-moons,moons,concentrated,2,0.001561892672231835,0.028315061739017086,0.037900808541128095,nan,nan,0,0.18510390000301413,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02531464769598737,0.010044551566840195,nan,nan,nan,nan,0,0.009153689706208827
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,concentrated,2,0.0014719806898888521,0.027995738840996653,0.037399587970321946,nan,nan,0,0.02793850001762621,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.022332991761051503,0.0,nan,nan,nan,nan,0,0.009153689706208827
paper-tau1,paper,PS2-moons,moons,concentrated,3,0.00835568892182903,0.06279523235012692,0.08504396601375427,nan,nan,0,0.07806289999280125,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.016161494500132
historical-online-psqt,historical,PS2-moons,moons,concentrated,3,0.0027250067778004095,0.0409584379731485,0.05622687012793768,nan,nan,0,0.10834690000046976,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020637994276164393,0.03400952566624139,nan,nan,nan,nan,0,0.016161494500132
batch-mean-table,batch-mean,PS2-moons,moons,concentrated,3,0.0028275827305073165,0.04190147022287675,0.05722239046368545,nan,nan,0,0.05563600000459701,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.023195140461395397,0.03400952566624139,nan,nan,nan,nan,0,0.016161494500132
batch-median-table,batch-median,PS2-moons,moons,concentrated,3,0.001966629019676258,0.034479969531356784,0.047302405643066314,nan,nan,0,0.06921309998142533,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.020983746841230822,0.021207121964734243,nan,nan,nan,nan,0,0.016161494500132
reservoir-R512,reservoir,PS2-moons,moons,concentrated,3,0.004327181043748851,0.04495357814270139,0.05763344400104421,nan,nan,0,0.027701099985279143,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.02246120863101738,0.03443027636442312,nan,nan,nan,nan,0,0.016161494500132
reservoir-R1024,reservoir,PS2-moons,moons,concentrated,3,0.0032496455601487284,0.03780245309352744,0.05060540314254011,nan,nan,0,0.027983700012555346,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.02360774369694798,0.03938021790513312,nan,nan,nan,nan,0,0.016161494500132
reservoir-R2048,reservoir,PS2-moons,moons,concentrated,3,0.0023699589130883325,0.03435518251322335,0.044771627959261366,nan,nan,0,0.028737899992847815,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.02478182227208465,0.018763891827928165,nan,nan,nan,nan,0,0.016161494500132
kll-style-k64,kll-style,PS2-moons,moons,concentrated,3,0.001889072871699371,0.02979683107856683,0.03884485853691883,nan,nan,0,0.19976540000061505,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.032453437427861956,0.022562345955815882,nan,nan,nan,nan,0,0.016161494500132
kll-style-k128,kll-style,PS2-moons,moons,concentrated,3,0.0016908949847278532,0.027816958315692784,0.036144540048494565,nan,nan,0,0.18184510001447052,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02550440888484251,0.011335179759393728,nan,nan,nan,nan,0,0.016161494500132
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,concentrated,3,0.0017898757657850428,0.02843975132025236,0.03738367942958981,nan,nan,0,0.028207800001837313,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.02520519296257369,0.0,nan,nan,nan,nan,0,0.016161494500132
paper-tau1,paper,PS2-moons,moons,concentrated,4,0.006251637178585012,0.05124426427003439,0.0705630426690464,nan,nan,0,0.07900240001617931,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.021895126253255584
historical-online-psqt,historical,PS2-moons,moons,concentrated,4,0.002321391181455912,0.03853138671316736,0.050725593146755024,nan,nan,0,0.10633829998550937,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.01929375643940624,0.03021654538028699,nan,nan,nan,nan,0,0.021895126253255584
batch-mean-table,batch-mean,PS2-moons,moons,concentrated,4,0.0024219229008726195,0.03937568531892879,0.05200610835312925,nan,nan,0,0.05441350000910461,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.022148575407786485,0.03021654538028699,nan,nan,nan,nan,0,0.021895126253255584
batch-median-table,batch-median,PS2-moons,moons,concentrated,4,0.0018715414683421194,0.03349276946390707,0.045008903617233004,nan,nan,0,0.07165699999313802,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.022481473141819103,0.018709338350743253,nan,nan,nan,nan,0,0.021895126253255584
reservoir-R512,reservoir,PS2-moons,moons,concentrated,4,0.0023101301087109505,0.031028300348201743,0.038621376659937354,nan,nan,0,0.02727620000950992,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.022282857700648293,0.0410774137326155,nan,nan,nan,nan,0,0.021895126253255584
reservoir-R1024,reservoir,PS2-moons,moons,concentrated,4,0.0012353063628967043,0.02282697459975981,0.028789557891549147,nan,nan,0,0.027977399993687868,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.021899683643583436,0.03712347791986204,nan,nan,nan,nan,0,0.021895126253255584
reservoir-R2048,reservoir,PS2-moons,moons,concentrated,4,0.0017766935859904187,0.027974155292846407,0.0354458917791771,nan,nan,0,0.029928700008895248,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.020711356826341547,0.017042495009321063,nan,nan,nan,nan,0,0.021895126253255584
kll-style-k64,kll-style,PS2-moons,moons,concentrated,4,0.0015501843883567457,0.026920241833609984,0.034919562277587045,nan,nan,0,0.19780970001011156,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.02788610646881036,0.018008480480622497,nan,nan,nan,nan,0,0.021895126253255584
kll-style-k128,kll-style,PS2-moons,moons,concentrated,4,0.0013864714743669904,0.02578493846756557,0.03365200970620384,nan,nan,0,0.18361860001459718,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.02365771212399359,0.011067830279358619,nan,nan,nan,nan,0,0.021895126253255584
exact-pooled-ceiling,exact-pooled,PS2-moons,moons,concentrated,4,0.0014470703480458091,0.025986095122417566,0.03389672814386953,nan,nan,0,0.027327299991156906,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.021054946694434137,0.0,nan,nan,nan,nan,0,0.021895126253255584
paper-tau1,paper,PS2-moons,moons,far,0,0.011558025963788188,0.07826089859948916,0.10321144665407954,nan,nan,0,0.09325199999148026,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.019395000529782748
historical-online-psqt,historical,PS2-moons,moons,far,0,0.005988222151229072,0.060598149147066384,0.07364062230288815,nan,nan,0,0.10362469998653978,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020308818432434716,0.03340208258685461,nan,nan,nan,nan,0,0.019395000529782748
batch-mean-table,batch-mean,PS2-moons,moons,far,0,0.006076674221066725,0.06039428721355543,0.07340153683215465,nan,nan,0,0.05443750001722947,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02225287564974783,0.03340208258685461,nan,nan,nan,nan,0,0.019395000529782748
batch-median-table,batch-median,PS2-moons,moons,far,0,0.005111576941356777,0.05477281683308669,0.06783603535561886,nan,nan,0,0.06485210001119412,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.020007503430501828,0.018592314068727377,nan,nan,nan,nan,0,0.019395000529782748
reservoir-R512,reservoir,PS2-moons,moons,far,0,0.011943693038777736,0.08307858645341891,0.11081733943643739,nan,nan,0,0.027835499990032986,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.02417118369282976,0.06912784741080266,nan,nan,nan,nan,0,0.019395000529782748
reservoir-R1024,reservoir,PS2-moons,moons,far,0,0.004924050936850666,0.05181523939116349,0.06487686506439777,nan,nan,0,0.028776600025594234,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.021094016677993842,0.018039793859169366,nan,nan,nan,nan,0,0.019395000529782748
