arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,persistent_scalars,peak_working_scalars,retained_items,retained_weight,reconstruction_sweeps,training_projection_rmse,target_table_rmse,bridge_fraction,reference_bridge_fraction,excess_bridge_fraction,minority_particle_mass,minority_recovered,split_target_table_rmse
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,concentrated,2,0.0060471755068594035,0.05870827897228506,0.2774338380830683,1.0,0.03125,0,0.028277300007175654,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.010624448196709163,0.19344655312600811,0.0,0.0,0.0,nan,0,0.0032999254875867383
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,concentrated,2,0.0019006046784699748,0.031078389046274295,0.1777732338556109,1.0,0.0,0,0.02883039999869652,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.009610292801395711,0.01325287955528943,0.0,0.0,0.0,nan,0,0.0032999254875867383
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,concentrated,2,0.003617772982438039,0.04218443799933427,0.20859650473457692,1.0,0.0,0,0.20571340000606142,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.10301273025489203,0.13437176222996672,0.015625,0.0,0.015625,nan,0,0.0032999254875867383
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,concentrated,2,0.002701673021581197,0.03685999452224799,0.1918101788044224,1.0,0.0,0,0.18820870001218282,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.05989064119259418,0.0654769982717562,0.0,0.0,0.0,nan,0,0.0032999254875867383
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,concentrated,2,0.0022038867153577613,0.03374807507935317,0.18619826151854507,1.0,0.0,0,0.02901739999651909,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.009486143362581186,0.0,0.0,0.0,0.0,nan,0,0.0032999254875867383
paper-tau1,paper,PS2-diagonal-dependence,dependence,concentrated,3,0.008584515485155375,0.05834729291815746,0.1199037126759783,1.0,0.0,0,0.07896559999790043,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.03125,0.0,0.03125,nan,0,0.19362808769856182
historical-online-psqt,historical,PS2-diagonal-dependence,dependence,concentrated,3,0.01621285415803997,0.0914238418177454,0.2126588380869916,1.0,0.03125,0,0.10748350000358187,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.016611035390538022,0.21194109742139164,0.109375,0.0,0.109375,nan,0,0.19362808769856182
batch-mean-table,batch-mean,PS2-diagonal-dependence,dependence,concentrated,3,0.016186192571709945,0.09089679787227627,0.2118758837451853,1.0,0.03125,0,0.058564099977957085,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.019024159240065435,0.21194109742139164,0.125,0.0,0.125,nan,0,0.19362808769856182
batch-median-table,batch-median,PS2-diagonal-dependence,dependence,concentrated,3,0.0014281666992479458,0.027858993221329422,0.11163106832698513,1.0,0.03125,0,0.06509039999218658,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.09555505643768676,0.011898036013282211,0.03125,0.0,0.03125,nan,0,0.19362808769856182
reservoir-R512,reservoir,PS2-diagonal-dependence,dependence,concentrated,3,0.0007902233530798775,0.020038175623620206,0.10445543106198059,1.0,0.0,0,0.026892900001257658,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.010279076212889033,0.009398023381921429,0.0,0.0,0.0,nan,0,0.19362808769856182
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,concentrated,3,0.0008875665490206686,0.021703893920944368,0.10766328858361449,1.0,0.0,0,0.028229799994733185,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.009180084686151318,0.007297178218694825,0.0,0.0,0.0,nan,0,0.19362808769856182
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,concentrated,3,0.0016743423806426794,0.02972373181317734,0.11750041853601531,1.0,0.0,0,0.028200000000651926,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.1000467488992225,0.009484431103875587,0.03125,0.0,0.03125,nan,0,0.19362808769856182
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,concentrated,3,0.0015063263627494994,0.026185952611144658,0.1013696976859821,1.0,0.0,0,0.20455530000617728,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.10897564537196924,0.10314650719683628,0.03125,0.0,0.03125,nan,0,0.19362808769856182
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,concentrated,3,0.0007865154887047865,0.019211818451400155,0.08387755531388201,1.0,0.0,0,0.19924960000207648,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.08444229663377302,0.1033175981908097,0.015625,0.0,0.015625,nan,0,0.19362808769856182
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,concentrated,3,0.0013911766733065711,0.026343409951777044,0.11387680150168926,1.0,0.0,0,0.02795059999334626,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.09905666922310565,0.0,0.03125,0.0,0.03125,nan,0,0.19362808769856182
paper-tau1,paper,PS2-diagonal-dependence,dependence,concentrated,4,0.0071218717944396825,0.05154917881047843,0.12259428128376014,1.0,0.03125,0,0.0815450000227429,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.015625,0.0,0.015625,nan,0,0.004562968362084975
historical-online-psqt,historical,PS2-diagonal-dependence,dependence,concentrated,4,0.016499064823247256,0.09257899354494847,0.21741681924047637,1.0,0.0,0,0.10461159999249503,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.013618336092161551,0.2009786368189189,0.109375,0.0,0.109375,nan,0,0.004562968362084975
batch-mean-table,batch-mean,PS2-diagonal-dependence,dependence,concentrated,4,0.016508175627929944,0.0919762648625501,0.2180075518309172,1.0,0.03125,0,0.0534025999950245,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.020376568009527862,0.2009786368189189,0.109375,0.0,0.109375,nan,0,0.004562968362084975
batch-median-table,batch-median,PS2-diagonal-dependence,dependence,concentrated,4,0.0022477408106871266,0.03709589026562901,0.18454895089420398,1.0,0.0,0,0.06899840000551194,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.008993556191346043,0.008385802820520219,0.0,0.0,0.0,nan,0,0.004562968362084975
reservoir-R512,reservoir,PS2-diagonal-dependence,dependence,concentrated,4,0.0024829338199570117,0.0374849371190699,0.18629536920068526,1.0,0.0,0,0.028151200007414445,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.010523948630864885,0.010807572718880134,0.0,0.0,0.0,nan,0,0.004562968362084975
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,concentrated,4,0.006292088919477523,0.061567124894735516,0.28270256865128074,1.0,0.03125,0,0.027884599985554814,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.010375743257004293,0.2044173172606242,0.0,0.0,0.0,nan,0,0.004562968362084975
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,concentrated,4,0.001981280187710377,0.033772420682676926,0.18318785359329284,1.0,0.0,0,0.02836700002080761,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.009592591848161486,0.004483601813262177,0.0,0.0,0.0,nan,0,0.004562968362084975
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,concentrated,4,0.0026015757954422902,0.034751368367704934,0.15020704344056449,1.0,0.0,0,0.2046769000007771,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.11461482210659929,0.12092643804691224,0.03125,0.0,0.03125,nan,0,0.004562968362084975
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,concentrated,4,0.002046238573675474,0.03416155269162745,0.18406826989183298,1.0,0.0,0,0.18847389999427833,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.010606577095299287,0.00474293013606752,0.0,0.0,0.0,nan,0,0.004562968362084975
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,concentrated,4,0.002016862093597638,0.033871965583876826,0.1836177249185663,1.0,0.0,0,0.02708669999265112,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.009323597122873112,0.0,0.0,0.0,0.0,nan,0,0.004562968362084975
paper-tau1,paper,PS2-diagonal-dependence,dependence,far,0,0.017210638671674605,0.09100187929882052,0.20299633357081948,1.0,0.09375,0,0.08234140000422485,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.0625,0.0,0.0625,nan,0,0.0032747048257602144
historical-online-psqt,historical,PS2-diagonal-dependence,dependence,far,0,0.01740470788865256,0.09004832503372553,0.2076682039904866,1.0,0.0,0,0.10731479999958538,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.012214771562825853,0.20619747431482702,0.125,0.0,0.125,nan,0,0.0032747048257602144
batch-mean-table,batch-mean,PS2-diagonal-dependence,dependence,far,0,0.017360896018442595,0.08847578805832897,0.2080305843016737,1.0,0.03125,0,0.05268829999840818,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02105724563440261,0.20619747431482702,0.109375,0.0,0.109375,nan,0,0.0032747048257602144
batch-median-table,batch-median,PS2-diagonal-dependence,dependence,far,0,0.0019078321143328747,0.02958979894282594,0.12697154261746993,1.0,0.0,0,0.06568309999420308,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.09941534404065143,0.007855975986419473,0.03125,0.0,0.03125,nan,0,0.0032747048257602144
reservoir-R512,reservoir,PS2-diagonal-dependence,dependence,far,0,0.004381087993407418,0.05207641074585802,0.25259800289940226,1.0,0.03125,0,0.028543799999170005,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.010195474219265874,0.20100881278267252,0.0,0.0,0.0,nan,0,0.0032747048257602144
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,far,0,0.0010426155371177082,0.018054531053062074,0.057202473346118526,1.0,0.03125,0,0.027406099979998544,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.010230933958242268,0.2061889609261178,0.0,0.0,0.0,nan,0,0.0032747048257602144
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,far,0,0.0006895060449068069,0.014443799313712062,0.05407797097697592,1.0,0.03125,0,0.02969289998873137,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.01014063105590703,0.2060052168711581,0.0,0.0,0.0,nan,0,0.0032747048257602144
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,far,0,0.001710674664267664,0.03004476947069845,0.15255884266876565,1.0,0.0,0,0.20175949999247678,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.07387426801321788,0.0846901916634356,0.015625,0.0,0.015625,nan,0,0.0032747048257602144
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,far,0,0.0014195869438993203,0.02735512623685546,0.14400027591445919,1.0,0.0,0,0.18832299998030066,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.057577744098619085,0.06076180099777702,0.0,0.0,0.0,nan,0,0.0032747048257602144
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,far,0,0.0018981206766852665,0.0283457350797908,0.12633421403272727,1.0,0.0,0,0.02699479999137111,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.09935076431548034,0.0,0.03125,0.0,0.03125,nan,0,0.0032747048257602144
paper-tau1,paper,PS2-diagonal-dependence,dependence,far,1,0.01353733419717651,0.08298237446841109,0.2187451547349816,1.0,0.0625,0,0.08284819999244064,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.046875,0.0,0.046875,nan,0,0.1970968067464392
historical-online-psqt,historical,PS2-diagonal-dependence,dependence,far,1,0.015676373661006826,0.09020116284436995,0.2095517029907389,1.0,0.0,0,0.10603019999689423,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.013281591850008403,0.20196826198495593,0.125,0.0,0.125,nan,0,0.1970968067464392
batch-mean-table,batch-mean,PS2-diagonal-dependence,dependence,far,1,0.015625946398832413,0.08895231109606755,0.21054419965647136,1.0,0.0,0,0.07424859999446198,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.020051233271825765,0.20196826198495593,0.125,0.0,0.125,nan,0,0.1970968067464392
batch-median-table,batch-median,PS2-diagonal-dependence,dependence,far,1,0.0010399802220220078,0.02318293535332091,0.11297149265538323,1.0,0.0,0,0.06577859999379143,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.00901670079113557,0.008577888641844486,0.0,0.0,0.0,nan,0,0.1970968067464392
reservoir-R512,reservoir,PS2-diagonal-dependence,dependence,far,1,0.0016595640273424639,0.028724561233615515,0.11747831365145993,1.0,0.03125,0,0.030689299979712814,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.0968835547954528,0.19386730176468153,0.03125,0.0,0.03125,nan,0,0.1970968067464392
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,far,1,0.002881583915169683,0.044281548460037096,0.23383064591726488,1.0,0.0625,0,0.03168899999582209,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.012220054619902042,0.2864613276015414,0.0,0.0,0.0,nan,0,0.1970968067464392
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,far,1,0.004609375693481077,0.049634741390440766,0.21714781279261286,1.0,0.03125,0,0.030096199974650517,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.09895443650950365,0.20424942830291917,0.03125,0.0,0.03125,nan,0,0.1970968067464392
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,far,1,0.0008564853558272745,0.020034628899583008,0.10667797020420369,1.0,0.0,0,0.19539249999797903,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.0430335821245599,0.04701598083973459,0.0,0.0,0.0,nan,0,0.1970968067464392
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,far,1,0.001515685918969556,0.02681014972059557,0.11464239244757704,1.0,0.03125,0,0.1808483999921009,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.10375105128820583,0.05963686104823244,0.03125,0.0,0.03125,nan,0,0.1970968067464392
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,far,1,0.0008085857294963805,0.019709638553321,0.11198137071218248,1.0,0.0,0,0.027078500017523766,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.009398837768205713,0.0,0.0,0.0,0.0,nan,0,0.1970968067464392
paper-tau1,paper,PS2-diagonal-dependence,dependence,far,2,0.01599137671868478,0.08799049476551972,0.21292728408973613,1.0,0.03125,0,0.08935679998830892,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.046875,0.0,0.046875,nan,0,0.00806540329833484
historical-online-psqt,historical,PS2-diagonal-dependence,dependence,far,2,0.01828726666963587,0.09693995030249646,0.21196153672276766,1.0,0.03125,0,0.1039273000205867,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.015230782195350085,0.203053319995662,0.125,0.0,0.125,nan,0,0.00806540329833484
batch-mean-table,batch-mean,PS2-diagonal-dependence,dependence,far,2,0.01820301950401415,0.09616258938294736,0.2116691102151868,1.0,0.0,0,0.055694299982860684,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.01987239760608642,0.203053319995662,0.140625,0.0,0.140625,nan,0,0.00806540329833484
batch-median-table,batch-median,PS2-diagonal-dependence,dependence,far,2,0.0019114653111398372,0.03616686046961504,0.18147885084471574,1.0,0.03125,0,0.06749469999340363,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.009560830637535689,0.00875380948694687,0.0,0.0,0.0,nan,0,0.00806540329833484
reservoir-R512,reservoir,PS2-diagonal-dependence,dependence,far,2,0.0009437155665004138,0.018493428089160133,0.05783725887195417,1.0,0.0,0,0.02766310001607053,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.0313827700049717,0.20382911696700864,0.0,0.0,0.0,nan,0,0.00806540329833484
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,far,2,0.0017699349143993626,0.03198068872080654,0.16777162542016671,1.0,0.03125,0,0.027277000015601516,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.029494372886937625,0.04104733297937467,0.0,0.0,0.0,nan,0,0.00806540329833484
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,far,2,0.0015774467655422786,0.030981482542571086,0.18056397041644826,1.0,0.03125,0,0.0302689999807626,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.010667411103341344,0.005933561007224788,0.0,0.0,0.0,nan,0,0.00806540329833484
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,far,2,0.0014510795281719169,0.028403609523981375,0.13306619507919734,1.0,0.03125,0,0.18959719999111257,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.11466562819601345,0.13654505916449752,0.015625,0.0,0.015625,nan,0,0.00806540329833484
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,far,2,0.0013819687692158134,0.02758546759825304,0.13940329278622607,1.0,0.03125,0,0.17884030001005158,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.08526389260428101,0.10351253532772303,0.015625,0.0,0.015625,nan,0,0.00806540329833484
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,far,2,0.0016754922867616706,0.03270778692763211,0.17989126833976266,1.0,0.03125,0,0.027745500003220513,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.01090118620005326,0.0,0.0,0.0,0.0,nan,0,0.00806540329833484
paper-tau1,paper,PS2-diagonal-dependence,dependence,far,3,0.016322972269294134,0.09157162120878184,0.2523076261947164,1.0,0.0625,0,0.07717409997712821,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.046875,0.0,0.046875,nan,0,0.004171448415480346
historical-online-psqt,historical,PS2-diagonal-dependence,dependence,far,3,0.017319545302777906,0.0916623305578333,0.2047252373280604,1.0,0.0,0,0.1082909999822732,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.01819687771581369,0.2008120552704755,0.125,0.0,0.125,nan,0,0.004171448415480346
batch-mean-table,batch-mean,PS2-diagonal-dependence,dependence,far,3,0.017395667933518544,0.09129701766067445,0.20592753766955174,1.0,0.0,0,0.05276449999655597,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.019486615535295695,0.2008120552704755,0.125,0.0,0.125,nan,0,0.004171448415480346
batch-median-table,batch-median,PS2-diagonal-dependence,dependence,far,3,0.0013114670530631756,0.025118818781809035,0.10124066088748929,1.0,0.0,0,0.0709080999949947,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.09895524028366835,0.008160438827913119,0.03125,0.0,0.03125,nan,0,0.004171448415480346
reservoir-R512,reservoir,PS2-diagonal-dependence,dependence,far,3,0.0015849807577192898,0.02502919696025864,0.10016438214824731,1.0,0.0,0,0.02689859998645261,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.10143745924335518,0.008344426079794819,0.03125,0.0,0.03125,nan,0,0.004171448415480346
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,far,3,0.0007932211704377856,0.015992450324610077,0.05281320036328602,1.0,0.0,0,0.030416699999477714,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.009636412196107561,0.01663098019288168,0.0,0.0,0.0,nan,0,0.004171448415480346
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,far,3,0.0013422273445473643,0.024041959089365725,0.10055967607811683,1.0,0.0,0,0.03002899998682551,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.09809528801965683,0.0065192344504233024,0.03125,0.0,0.03125,nan,0,0.004171448415480346
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,far,3,0.0012227538628866164,0.02372487393478686,0.10481430269256702,1.0,0.03125,0,0.19184089999180287,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.10855319512509388,0.08934338893926913,0.03125,0.0,0.03125,nan,0,0.004171448415480346
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,far,3,0.001322737214170866,0.023800849594200972,0.10034848459528711,1.0,0.0,0,0.18502799997804686,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.09869458321144732,0.007175257644239055,0.03125,0.0,0.03125,nan,0,0.004171448415480346
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,far,3,0.0013125020580160296,0.023594149221735142,0.10027639331665048,1.0,0.0,0,0.026769200019771233,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.09976671998036855,0.0,0.03125,0.0,0.03125,nan,0,0.004171448415480346
paper-tau1,paper,PS2-diagonal-dependence,dependence,far,4,0.01965470473055375,0.10811548084412573,0.29043944503723107,1.0,0.09375,0,0.07705949997762218,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.0625,0.0,0.0625,nan,0,0.009073471302908503
historical-online-psqt,historical,PS2-diagonal-dependence,dependence,far,4,0.015290184348809355,0.08936199242816861,0.20993027758866356,1.0,0.0,0,0.10483960001147352,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.017506614018527808,0.20021456333599136,0.109375,0.0,0.109375,nan,0,0.009073471302908503
batch-mean-table,batch-mean,PS2-diagonal-dependence,dependence,far,4,0.015292752450827285,0.08868235830678976,0.20866724879695803,1.0,0.0,0,0.05431609999504872,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02020825447685175,0.20021456333599136,0.109375,0.0,0.109375,nan,0,0.009073471302908503
batch-median-table,batch-median,PS2-diagonal-dependence,dependence,far,4,0.0016324559891924828,0.029406796291076127,0.11970153976985307,1.0,0.0,0,0.06988569998065941,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.1003618838282571,0.007643897298297078,0.03125,0.0,0.03125,nan,0,0.009073471302908503
reservoir-R512,reservoir,PS2-diagonal-dependence,dependence,far,4,0.004059959009196756,0.05153905618667202,0.2418708600704964,1.0,0.03125,0,0.027031200006604195,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.010395460099944086,0.20716279761992806,0.0,0.0,0.0,nan,0,0.009073471302908503
reservoir-R1024,reservoir,PS2-diagonal-dependence,dependence,far,4,0.0022625450370861167,0.03274801456695545,0.1309334395133173,1.0,0.03125,0,0.028502500004833564,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.1009066863481032,0.0466053924602224,0.03125,0.0,0.03125,nan,0,0.009073471302908503
reservoir-R2048,reservoir,PS2-diagonal-dependence,dependence,far,4,0.0008557555269823602,0.02035717351320377,0.10455650021497735,1.0,0.03125,0,0.028893900016555563,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.029017709984888153,0.18624714579208068,0.0,0.0,0.0,nan,0,0.009073471302908503
kll-style-k64,kll-style,PS2-diagonal-dependence,dependence,far,4,0.0009185200210888311,0.021322202895899665,0.10248007725121484,1.0,0.0,0,0.19447590000345372,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.08483233504808223,0.093436052545319,0.0,0.0,0.0,nan,0,0.009073471302908503
kll-style-k128,kll-style,PS2-diagonal-dependence,dependence,far,4,0.0007769523962546376,0.019782871301296377,0.09383785252314175,1.0,0.0,0,0.18206600000848994,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.08137851375626613,0.09165369425502086,0.015625,0.0,0.015625,nan,0,0.009073471302908503
exact-pooled-ceiling,exact-pooled,PS2-diagonal-dependence,dependence,far,4,0.0014747249264233098,0.026964823332667327,0.11891300075546567,1.0,0.0,0,0.0260808999883011,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.099736864769162,0.0,0.03125,0.0,0.03125,nan,0,0.009073471302908503
paper-tau1,paper,PS2-correlated-rho085,correlated,concentrated,0,0.004111263850695157,0.03775168075153726,0.05438833717788795,nan,nan,0,0.07678089998080395,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.009780541245319175
historical-online-psqt,historical,PS2-correlated-rho085,correlated,concentrated,0,0.0016670475577666988,0.035902566034244215,0.06759537874981641,nan,nan,0,0.10594780000974424,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.020817256950687143,0.0338277073189994,nan,nan,nan,nan,0,0.009780541245319175
batch-mean-table,batch-mean,PS2-correlated-rho085,correlated,concentrated,0,0.0016555434081266807,0.03558587293887562,0.06731906022457429,nan,nan,0,0.05309579998720437,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.026715427404589993,0.0338277073189994,nan,nan,nan,nan,0,0.009780541245319175
batch-median-table,batch-median,PS2-correlated-rho085,correlated,concentrated,0,0.001697926101060232,0.03636587661411436,0.0688384150805431,nan,nan,0,0.0711684999987483,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.026800448891881105,0.03566132662057409,nan,nan,nan,nan,0,0.009780541245319175
reservoir-R512,reservoir,PS2-correlated-rho085,correlated,concentrated,0,0.00278761820331086,0.03680189817418914,0.05806143423981738,nan,nan,0,0.028866500011645257,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.03818093613232748,0.03823364203481829,nan,nan,nan,nan,0,0.009780541245319175
reservoir-R1024,reservoir,PS2-correlated-rho085,correlated,concentrated,0,0.0018059295552026455,0.03162227592847749,0.05094043765242203,nan,nan,0,0.028662700002314523,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.0369428313193582,0.021520896730105103,nan,nan,nan,nan,0,0.009780541245319175
reservoir-R2048,reservoir,PS2-correlated-rho085,correlated,concentrated,0,0.002165197089643134,0.03369499897830645,0.05612618278157607,nan,nan,0,0.027851499995449558,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.031115842140489857,0.020112709523496766,nan,nan,nan,nan,0,0.009780541245319175
kll-style-k64,kll-style,PS2-correlated-rho085,correlated,concentrated,0,0.0016923132394328633,0.02773109719300908,0.043771803165089836,nan,nan,0,0.18976339997607283,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.05097195066500842,0.040913126171513055,nan,nan,nan,nan,0,0.009780541245319175
kll-style-k128,kll-style,PS2-correlated-rho085,correlated,concentrated,0,0.0014109049631347848,0.02568452323893255,0.04456967581222291,nan,nan,0,0.18039689998840913,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.03911071929727753,0.01946254884869652,nan,nan,nan,nan,0,0.009780541245319175
exact-pooled-ceiling,exact-pooled,PS2-correlated-rho085,correlated,concentrated,0,0.0014007696584542595,0.025937790396186374,0.04521484393202339,nan,nan,0,0.026181099994573742,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.03285773473965949,0.0,nan,nan,nan,nan,0,0.009780541245319175
paper-tau1,paper,PS2-correlated-rho085,correlated,concentrated,1,0.0045013003723619605,0.040183818841888375,0.05645453602230684,nan,nan,0,0.08205930000985973,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,nan,nan,nan,nan,0,0.01725638071458636
historical-online-psqt,historical,PS2-correlated-rho085,correlated,concentrated,1,0.0014940237096312536,0.03178546042411328,0.060216282202098764,nan,nan,0,0.10602919998927973,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.02080957646816851,0.03356232067588093,nan,nan,nan,nan,0,0.01725638071458636
batch-mean-table,batch-mean,PS2-correlated-rho085,correlated,concentrated,1,0.0015242307031622104,0.0319301849720401,0.060570907380464604,nan,nan,0,0.05427389999385923,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.02668085067225748,0.03356232067588093,nan,nan,nan,nan,0,0.01725638071458636
batch-median-table,batch-median,PS2-correlated-rho085,correlated,concentrated,1,0.0016557434471655696,0.03338945182889377,0.06227263679618011,nan,nan,0,0.06769459997303784,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.02670499726570912,0.03513314803525679,nan,nan,nan,nan,0,0.01725638071458636
reservoir-R512,reservoir,PS2-correlated-rho085,correlated,concentrated,1,0.0024030373615918643,0.03410475174129322,0.052708069871534285,nan,nan,0,0.027875300002051517,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.03426215120981258,0.03230101268982972,nan,nan,nan,nan,0,0.01725638071458636
