arm,kind,rho,local_kind,metric,quantile_weight,endpoint_ed2,endpoint_sw1,endpoint_coverage,endpoint_mass_l1,selected_ed2,selected_sw1,selected_coverage,selected_mass_l1,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,median_correction_metric_norm,p90_correction_metric_norm,median_gradient_cosine,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.08185220303970908,0.3468479562447048,0.9624999999999999,0.25468750000000007,0.08579862191207166,0.3618522776049889,0.9624999999999999,0.27812500000000007,57,0,0.2222222222222222,0.0,0.1111111111111111,0.0,0,0.0,0.00858071489017181,0.9036580584397849,-0.0036374615968762665,-0.000736301229002867,"{""local"": 1, ""none"": 14, ""quantile"": 3}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.6773616000136826
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.0829514283258419,0.35014508613183765,0.9624999999999999,0.26250000000000007,0.09719224951141392,0.3991570276520219,0.9624999999999999,0.31328125000000007,52,0,0.2777777777777778,0.0,0.1111111111111111,0.0,0,0.0,0.010686490109124449,0.9047980460635898,-0.004377320938045362,-0.000736301229002867,"{""local"": 1, ""none"": 13, ""quantile"": 4}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.7924829999974463
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.044179296887830066,0.24031574252385396,0.9624999999999999,0.15937500000000002,0.06069969248909013,0.28650833079423343,0.9624999999999999,0.19843750000000002,52,0,0.4444444444444444,0.0,0.1111111111111111,0.0,0,0.0,0.028281267459256968,0.8414281592413544,-0.004523751574607729,-0.00461999313438685,"{""local"": 3, ""none"": 10, ""quantile"": 5}",60.0,2706.0,86592.0,43584.0,36288.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,concentrated,QGD-D06-contaminated/concentrated,0,1,1.6875,7,1245.5835958227528,0.8979611000104342
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.10982319175786381,0.550502284665454,0.9624999999999999,0.35546875,0.12930955239466524,0.614345113807484,0.9624999999999999,0.384375,57,0,0.0,0.0,0.0,0.0,0,0.0027435594451628224,0.0036180404706268143,0.9391878600193144,nan,nan,"{""fixed-mix"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.4363893000117969
lbqcd,paper,0.0,paper,adam,0.0,0.11117515254488541,0.5523756269821958,0.9624999999999999,0.359375,0.1304024338360006,0.6156238829575554,0.9624999999999999,0.4,57,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,36864.0,860160.0,43584.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.26048420000006445
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.0687924001810627,0.43851403667830996,0.9624999999999999,0.296875,0.0687924001810627,0.43851403667830996,0.9624999999999999,0.296875,60,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,2706.0,86592.0,43584.0,30720.0,861120.0,43584.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.3441160999936983
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.11117515254488541,0.5523756269821958,0.9624999999999999,0.359375,0.1304024338360006,0.6156238829575554,0.9624999999999999,0.4,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9364778689243087,-0.03888606541666083,-0.002808404038570328,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.5379155999980867
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.11117515254488541,0.5523756269821958,0.9624999999999999,0.359375,0.1304024338360006,0.6156238829575554,0.9624999999999999,0.4,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9364778689243087,-0.03888606541666083,-0.002808404038570328,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.640063500002725
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.11117515254488541,0.5523756269821958,0.9624999999999999,0.359375,0.1304024338360006,0.6156238829575554,0.9624999999999999,0.4,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9364778689243087,-0.03888606541666083,-0.002808404038570328,"{""none"": 18}",60.0,2706.0,86592.0,43584.0,36864.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.7378046000085305
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.10720176660607628,0.5112342953500773,0.825,0.390625,0.10720176660607628,0.5112342953500773,0.825,0.390625,60,0,0.05555555555555558,0.0,0.0,0.0,0,0.0,0.0,0.8668162035562914,-0.04234291001479797,-0.010599030535803886,"{""local"": 1, ""none"": 17}",60.0,2706.0,86592.0,43584.0,36288.0,865920.0,44160.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D06-contaminated,contaminated,missing,QGD-D06-contaminated/missing,0,1,1.3125,7,1169.6859391041917,0.8444555999885779
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.01227806962731437,0.14874523227476946,1.0,0.0,0.018803288534045226,0.16483757389358566,1.0,0.0,47,0,0.0,0.0,0.0,0.0,0,0.002577963468034776,0.0037800712120435315,0.9195278547250534,nan,nan,"{""fixed-mix"": 18}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,concentrated,QGD-D07-student-t4.2/concentrated,0,0,32.0,0,0.0,0.29560070001753047
lbqcd,paper,0.0,paper,adam,0.0,0.012385800149691928,0.15136744549846842,1.0,0.0,0.028963569209260243,0.19830073278085852,1.0,0.0,42,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,concentrated,QGD-D07-student-t4.2/concentrated,0,0,32.0,0,0.0,0.1018816000141669
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.012009208864456777,0.14518158708959533,1.0,0.0,0.018334272666116647,0.16337363129465948,1.0,0.0,47,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,30720.0,14400.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,concentrated,QGD-D07-student-t4.2/concentrated,0,0,32.0,0,0.0,0.19349430000875145
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.01232677464295917,0.1487564510690096,1.0,0.0,0.019820870049592543,0.16775286229560715,1.0,0.0,47,0,0.5,0.0,0.16666666666666666,0.0,0,0.0027602054968291576,0.017619115627236944,0.9324242507038566,-0.0004365996612866699,-0.0001879012727103588,"{""local"": 3, ""none"": 9, ""quantile"": 6}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,concentrated,QGD-D07-student-t4.2/concentrated,0,0,32.0,0,0.0,0.40468140001758
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.012321142778213057,0.14857436028953708,1.0,0.0,0.019855143862903768,0.16777689587361058,1.0,0.0,47,0,0.5,0.0,0.16666666666666666,0.0,0,0.002741415895650743,0.020450086808842576,0.9345992730513577,-0.0005868024894852292,-0.00019309644222368358,"{""local"": 3, ""none"": 9, ""quantile"": 6}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,concentrated,QGD-D07-student-t4.2/concentrated,0,0,32.0,0,0.0,0.5089083000202663
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.012215961332554981,0.1479557923903223,1.0,0.0,0.01988140967692087,0.16745792637500917,1.0,0.0,47,0,0.5555555555555556,0.0,0.16666666666666666,0.0,0,0.007258368182886361,0.02613575006016083,0.9357337370618275,-0.0008824876054114048,-0.00019432221474160295,"{""local"": 1, ""none"": 8, ""quantile"": 8, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,concentrated,QGD-D07-student-t4.2/concentrated,0,0,32.0,0,0.0,0.6154647000075784
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.012307660186601899,0.15637200531737225,1.0,0.0,0.017723508781379405,0.16159797954716437,1.0,0.0,47,0,0.5555555555555556,0.0,0.16666666666666666,0.0,0,0.002825584853993353,0.031096541517009045,0.8048842205204574,-0.0005157593232210478,-0.0007405104224639663,"{""local"": 1, ""none"": 8, ""quantile"": 8, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36288.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,concentrated,QGD-D07-student-t4.2/concentrated,0,0,32.0,0,0.0,0.713513900001999
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.012617595159555073,0.13751892161188575,1.0,0.0,0.011758261330882425,0.13893249533886293,1.0,0.0,52,0,0.0,0.0,0.0,0.0,0,0.0017043525731465737,0.0021101942214172657,0.9514647495545716,nan,nan,"{""fixed-mix"": 18}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,missing,QGD-D07-student-t4.2/missing,0,0,32.0,0,0.0,0.3027795000234619
lbqcd,paper,0.0,paper,adam,0.0,0.013413276160891163,0.14086642388006515,1.0,0.0,0.012202808344930594,0.13966374534027934,1.0,0.0,52,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,missing,QGD-D07-student-t4.2/missing,0,0,32.0,0,0.0,0.1109825000166893
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.008837714613841863,0.14337689616705587,1.0,0.0,0.01048889624752758,0.14549079274807344,1.0,0.0,47,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,30720.0,14400.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,missing,QGD-D07-student-t4.2/missing,0,0,32.0,0,0.0,0.20713430002797395
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.012071510333380386,0.1356446530663275,1.0,0.0,0.011102205300493662,0.13949303889325093,1.0,0.0,52,0,0.6111111111111112,0.0,0.16666666666666666,0.0,0,0.001398778584411378,0.007028264547046516,0.9544571658061312,-0.0005028128659134666,-5.089460257324216e-05,"{""local"": 3, ""none"": 7, ""quantile"": 7, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,missing,QGD-D07-student-t4.2/missing,0,0,32.0,0,0.0,0.40657680001459084
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.011686261917069674,0.13488342074344672,1.0,0.0,0.01090591446707112,0.13987608102311055,1.0,0.0,52,0,0.7222222222222222,0.0,0.16666666666666666,0.0,0,0.0039993309537977514,0.008142688556908294,0.9553226705309619,-0.0006576647404480837,-6.685236894366464e-05,"{""local"": 3, ""none"": 5, ""quantile"": 9, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,missing,QGD-D07-student-t4.2/missing,0,0,32.0,0,0.0,0.5084839000192005
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.011232445117367762,0.1340856652429978,1.0,0.0,0.010548555084852085,0.14086906668502813,1.0,0.0,52,0,0.8333333333333334,0.0,0.16666666666666666,0.0,0,0.007099999949941493,0.016749731700721502,0.9544308167287411,-0.001051158804941436,-7.684432915060297e-05,"{""local"": 2, ""none"": 3, ""quantile"": 12, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,missing,QGD-D07-student-t4.2/missing,0,0,32.0,0,0.0,0.6099137999990489
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.01797376990729127,0.16027672120410844,1.0,0.0,0.01352723297092262,0.14047327473826773,1.0,0.0,52,0,0.6111111111111112,0.0,0.2222222222222222,0.0,0,0.0031519180751031967,0.019485832853598384,0.7515976347667281,-0.0007835802239692533,-0.00042495367843916145,"{""local"": 1, ""none"": 7, ""quantile"": 9, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36288.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D07-student-t4.2,connected-heavy-tail,missing,QGD-D07-student-t4.2/missing,0,0,32.0,0,0.0,0.719394400017336
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.005524273979920724,0.11219806357326266,1.0000000000000002,0.37593750000000004,0.006070712521577093,0.11196213712538407,1.0000000000000002,0.36031250000000004,52,0,0.0,0.0,0.0,0.0,0,0.00041689379057835977,0.0005561768490574713,0.9539060908612658,nan,nan,"{""fixed-mix"": 18}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.3135193999914918
lbqcd,paper,0.0,paper,adam,0.0,0.005603303989353492,0.11183820016100732,1.0000000000000002,0.37203125000000004,0.006123552881849403,0.11150565438430775,1.0000000000000002,0.36031250000000004,52,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.11257120000664145
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.00499786898708765,0.10539419413201326,1.0000000000000002,0.37984375000000004,0.005529665399656936,0.10853045257172542,1.0000000000000002,0.37203125000000004,52,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,30720.0,14400.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.2187397000088822
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.0057171142856733415,0.11302761453493823,1.0000000000000002,0.36812500000000004,0.006153208349320982,0.11257486761339007,1.0000000000000002,0.35250000000000004,52,0,0.2777777777777778,0.0,0.05555555555555555,0.0,0,0.0,0.0020198917220939877,0.9528010400011426,-0.000219824876430363,-1.7138010487326682e-05,"{""local"": 4, ""none"": 13, ""quantile"": 1}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.41273759998148307
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.0057745220555242005,0.11313038719946679,1.0000000000000002,0.36812500000000004,0.006153208349320982,0.11257486761339007,1.0000000000000002,0.35250000000000004,52,0,0.2777777777777778,0.0,0.05555555555555555,0.0,0,0.0,0.002470927758166757,0.9528010400011426,-0.000219824876430363,-1.9258918812881455e-05,"{""local"": 4, ""none"": 13, ""quantile"": 1}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.5052700999949593
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.005870626747455421,0.11338469043176642,1.0000000000000002,0.36421875000000004,0.006167795989978075,0.11268185695060506,1.0000000000000002,0.35250000000000004,52,0,0.5,0.0,0.05555555555555555,0.0,0,1.730203337233702e-05,0.00246076302354388,0.9527427290433139,-0.00025095221921097666,-2.4272178533950076e-05,"{""local"": 3, ""none"": 9, ""quantile"": 6}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.5985919999948237
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.009416577372712509,0.14327691593947062,1.0000000000000002,0.24703125000000004,0.00790536839481304,0.13269414629557993,1.0000000000000002,0.28609375000000004,57,0,0.5,0.0,0.1111111111111111,0.0,0,0.00014443541927815405,0.0036661470370321384,0.8932207456577466,-0.0002908445292349207,-0.0001922000777464092,"{""local"": 2, ""none"": 9, ""quantile"": 5, ""quantile+local"": 2}",60.0,60.0,1920.0,1920.0,36288.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,concentrated,QGD-D08-connected-skew-mixture/concentrated,0,0,32.0,0,0.0,0.6854141000076197
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.03727752115231553,0.1880873375203285,1.0000000000000002,0.39312499999999995,0.010489507829392952,0.11340702407945455,1.0000000000000002,0.32281249999999995,47,0,0.0,0.0,0.0,0.0,0,0.000984081265091151,0.0017659307216044587,0.9842132788164945,nan,nan,"{""fixed-mix"": 18}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.28365430000121705
lbqcd,paper,0.0,paper,adam,0.0,0.03879469927182533,0.19229695287849996,1.0000000000000002,0.38531249999999995,0.010668612495962959,0.11488453814078581,1.0000000000000002,0.32671874999999995,47,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,36864.0,13440.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.09867300000041723
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.03221889821495494,0.17041279929165767,1.0000000000000002,0.42046874999999995,0.0107414538292947,0.11564873208894909,1.0000000000000002,0.32671874999999995,47,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,{},60.0,60.0,1920.0,1920.0,30720.0,14400.0,1920.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.18700750000425614
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.02134303847008545,0.1460692955649401,1.0000000000000002,0.35015624999999995,0.010668612495962959,0.11488453814078581,1.0000000000000002,0.32671874999999995,47,0,0.4444444444444444,0.0,0.2777777777777778,0.0,0,0.0,0.0360390719243746,0.978086258248619,-0.0007042834036852362,-0.00012404688399721503,"{""local"": 3, ""none"": 10, ""quantile"": 3, ""quantile+local"": 2}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.3793739000102505
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.01974591935430481,0.1415435093188831,1.0000000000000002,0.35796874999999995,0.010668612495962959,0.11488453814078581,1.0000000000000002,0.32671874999999995,47,0,0.4444444444444444,0.0,0.2777777777777778,0.0,0,0.0,0.039989321725427296,0.9778671648840154,-0.0012100236589484917,-0.00016314900190990113,"{""local"": 3, ""none"": 10, ""quantile"": 4, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.4773359000100754
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.017048132982335318,0.1335460723525337,1.0000000000000002,0.35796874999999995,0.010668612495962959,0.11488453814078581,1.0000000000000002,0.32671874999999995,47,0,0.38888888888888884,0.0,0.2777777777777778,0.0,0,0.0,0.0494461819271107,0.9780854978512488,-0.0015827624025373968,-0.00016919470467736058,"{""local"": 2, ""none"": 11, ""quantile"": 4, ""quantile+local"": 1}",60.0,60.0,1920.0,1920.0,36864.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.5673247000086121
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.013316743310034296,0.12001839066932282,1.0000000000000002,0.36187499999999995,0.010542015772907587,0.11512156892116955,1.0000000000000002,0.32671874999999995,47,0,0.5,0.0,0.2777777777777778,0.0,0,0.0012571992738692641,0.03399419447139654,0.9764317369336766,-0.0016118471530938115,-0.0009385519086120923,"{""local"": 4, ""none"": 9, ""quantile"": 3, ""quantile+local"": 2}",60.0,60.0,1920.0,1920.0,36288.0,19200.0,2496.0,1024,16.0,5632.0,5632.0,2.0,1024.0,1024.0,QGD-D08-connected-skew-mixture,connected-skew,missing,QGD-D08-connected-skew-mixture/missing,0,0,32.0,0,0.0,0.6598620000004303
