arm,kind,rho,local_kind,metric,quantile_weight,endpoint_ed2,endpoint_sw1,endpoint_w2,endpoint_coverage,endpoint_mass_l1,endpoint_worst_mode_error,selected_ed2,selected_sw1,selected_w2,selected_coverage,selected_mass_l1,selected_worst_mode_error,handoff_ed2,handoff_sw1,handoff_w2,handoff_coverage,handoff_mass_l1,handoff_worst_mode_error,selected_ed2_change_from_handoff,selected_sw1_change_from_handoff,endpoint_ed2_change_from_handoff,endpoint_sw1_change_from_handoff,coverage_event_time,coverage_event_censored,selected_step,diverged,projection_active_fraction,trust_fraction,safe_quantile_fraction,incompatible_fraction,singular_candidates,median_correction_metric_norm,p90_correction_metric_norm,median_gradient_cosine,median_proposal_cosine,median_quantile_directional_derivative,median_local_directional_derivative,active_set_counts,work_optimizer_updates,work_generator_forward_calls,work_generator_example_evals,work_target_samples,work_kernel_pairs,work_sort_work,work_backward_examples,work_diagnostic_target_samples,work_selection_generator_forward_calls,work_selection_generator_example_evals,work_selection_target_samples,work_endpoint_generator_forward_calls,work_endpoint_generator_example_evals,work_endpoint_target_samples,work_checkpoint_storage_bytes,target,family,init,cell,seed,diagnostic_use_large_batch,diagnostic_min_expected_count,diagnostic_gap_count,diagnostic_max_gap_ratio,group_wall_seconds
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.020695614850003707,0.16612688626713487,0.21075131969012756,1.0,0.2978515625,0.06689453125,0.022111653467465464,0.1569693772219774,0.19891355752179776,1.0,0.2841796875,0.060546875,0.022111653467465464,0.1569693772219774,0.19891355752179776,1.0,0.2841796875,0.060546875,0.0,0.0,-0.0014160386174617567,0.00915750904515747,280,0,280,0,0.5083333333333333,0.0,0.21666666666666667,0.0,0,0.000810349700150946,0.01963394587506925,0.9230783839004479,0.43950653105947246,-0.0018969365577841206,-0.0013729773472343988,"{""local"": 8, ""none"": 59, ""quantile"": 50, ""quantile+local"": 3}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,1,1,3.8125,6,519.9738811009321,39.009937900002114
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.014124492531771171,0.15335389041516959,0.1968327549719073,1.0,0.3173828125,0.06298828125,0.014638866003354067,0.1490786918671701,0.19752004791963357,1.0,0.2861328125,0.05859375,0.01932351990071357,0.16236382582171074,0.20783661277022353,1.0,0.34375,0.0693359375,-0.004684653897359503,-0.013285133954540645,-0.005199027368942399,-0.009009935406541159,280,0,300,0,0.0,0.0,0.0,0.0,0,0.0006912107586816495,0.00174530592086921,0.9173426909380624,0.6238291265990741,nan,nan,"{""fixed-mix"": 120}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,2,1,3.90625,6,632.9685451307749,17.4322061999992
lbqcd,paper,0.0,paper,adam,0.0,0.014316611562082304,0.15214829401844615,0.19563870474311654,1.0,0.3125,0.0625,0.01450444243347393,0.1495762135581567,0.1980282266225828,1.0,0.2841796875,0.05859375,0.01932351990071357,0.16236382582171074,0.20783661277022353,1.0,0.34375,0.0693359375,-0.004819077467239641,-0.012787612263554043,-0.005006908338631266,-0.010215531803264594,280,0,300,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,983040.0,5734400.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,2,1,3.90625,6,632.9685451307749,6.351661299995612
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.013536899254241952,0.17253053139016772,0.2221687380105057,1.0,0.341796875,0.068359375,0.01759272408099455,0.15201961011648965,0.2009381108459027,1.0,0.30078125,0.0556640625,0.01932351990071357,0.16236382582171074,0.20783661277022353,1.0,0.34375,0.0693359375,-0.001730795819719022,-0.010344215705221094,-0.0057866206464716186,0.010166705568456974,280,0,290,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,9080.0,581120.0,294400.0,786432.0,5752832.0,294400.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,2,1,3.90625,6,632.9685451307749,11.93712270000833
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.01351630149656291,0.15432245296547764,0.19914278717082107,1.0,0.3056640625,0.06103515625,0.01611274884295666,0.14891270001704726,0.19712485199869628,1.0,0.3017578125,0.06103515625,0.01932351990071357,0.16236382582171074,0.20783661277022353,1.0,0.34375,0.0693359375,-0.0032107710577569115,-0.013451125804663483,-0.00580721840415066,-0.008041372856233103,280,0,300,0,0.4916666666666667,0.0,0.26666666666666666,0.0,0,0.0,0.009907310294839653,0.9120636670343139,0.4914535145899548,-0.001122580365456202,-0.0001522673909672157,"{""local"": 4, ""none"": 61, ""quantile"": 54, ""quantile+local"": 1}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,2,1,3.90625,6,632.9685451307749,22.630258499993943
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.013221423731995863,0.15581098961150902,0.20134356876303974,1.0,0.302734375,0.06103515625,0.015579213494704813,0.14879338664438832,0.1963346464805157,1.0,0.3076171875,0.0625,0.01932351990071357,0.16236382582171074,0.20783661277022353,1.0,0.34375,0.0693359375,-0.003744306406008757,-0.013570439177322424,-0.006102096168717708,-0.0065528362102017235,280,0,300,0,0.6083333333333334,0.0,0.24166666666666667,0.0,0,0.001971872225907328,0.01745580436016279,0.9106383720519908,0.47023451134286687,-0.0014779933966530758,-0.00023541591321892116,"{""local"": 5, ""none"": 47, ""quantile"": 67, ""quantile+local"": 1}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,2,1,3.90625,6,632.9685451307749,28.17291270001442
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.013105704771996463,0.15645754640144766,0.20198517639492614,1.0,0.30859375,0.0625,0.0145958483774562,0.15000508833343312,0.19702860618165013,1.0,0.2939453125,0.0576171875,0.01932351990071357,0.16236382582171074,0.20783661277022353,1.0,0.34375,0.0693359375,-0.004727671523257371,-0.012358737488277621,-0.006217815128717108,-0.005906279420263089,280,0,300,0,0.8666666666666667,0.0,0.25833333333333336,0.0,0,0.006763612251017081,0.03459452005068495,0.9113841374573329,0.4793291629143054,-0.002166155318623948,-0.0003149690832713291,"{""local"": 2, ""none"": 16, ""quantile"": 100, ""quantile+local"": 2}",400.0,9080.0,581120.0,294400.0,983040.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,2,1,3.90625,6,632.9685451307749,33.84250560001237
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.017655867871356756,0.16192392670733044,0.2019051203555294,1.0,0.2841796875,0.0673828125,0.016618102294177373,0.15052061449624224,0.19866114307126417,1.0,0.3017578125,0.06103515625,0.01932351990071357,0.16236382582171074,0.20783661277022353,1.0,0.34375,0.0693359375,-0.002705417606536198,-0.011843211325468506,-0.0016676520293568142,-0.0004398991143803044,280,0,290,0,0.4666666666666667,0.0,0.2833333333333333,0.0,0,0.0,0.031783049992719116,0.9083083026673298,0.49654642498859214,-0.0027541778030334995,-0.001515331351202389,"{""local"": 6, ""none"": 64, ""quantile"": 47, ""quantile+local"": 3}",400.0,9080.0,581120.0,294400.0,975360.0,5826560.0,302080.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D04-hetero-K8,heteroscedastic,missing,QGD-D04-hetero-K8/missing,2,1,3.90625,6,632.9685451307749,39.130845500010764
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.001802428653350563,0.024672098932491567,0.0384744434757432,1.0,0.19754464285714285,0.0523158482142857,0.0014115601418981383,0.023814683678650177,0.03961405572233525,1.0,0.18777901785714285,0.0513392857142857,0.002103817573985922,0.022173145585566063,0.034804018441167546,1.0,0.20047433035714285,0.0503627232142857,-0.0006922574320877839,0.0016415380930841147,-0.00030138892063535927,0.002498953346925504,280,0,300,0,0.0,0.0,0.0,0.0,0,0.00013215977016957278,0.0002715349367498193,0.9790831142021443,0.8402186444319474,nan,nan,"{""fixed-mix"": 120}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,64.0,0,0.0,15.272411800018745
lbqcd,paper,0.0,paper,adam,0.0,0.0018441362043841725,0.024958708503416117,0.03872209279632915,1.0,0.19754464285714285,0.0523158482142857,0.0010536869565063167,0.02334353230973643,0.03948796746752552,1.0,0.16434151785714285,0.0425502232142857,0.002103817573985922,0.022173145585566063,0.034804018441167546,1.0,0.20047433035714285,0.0503627232142857,-0.0010501306174796055,0.0011703867241703685,-0.0002596813696017497,0.0027855629178500547,280,0,380,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,400.0,25600.0,25600.0,983040.0,215040.0,25600.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,64.0,0,0.0,5.146541399997659
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.0034197180481270184,0.03614889041287531,0.04684635080335361,1.0,0.24344308035714285,0.0664760044642857,0.0010561022781878093,0.018191602293951708,0.03829356505674885,1.0,0.16238839285714285,0.0469447544642857,0.002103817573985922,0.022173145585566063,0.034804018441167546,1.0,0.20047433035714285,0.0503627232142857,-0.0010477152957981128,-0.003981543291614355,0.0013159004741410962,0.01397574482730925,280,0,340,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,400.0,25600.0,25600.0,786432.0,233472.0,25600.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,64.0,0,0.0,10.12259520002408
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.0016381274804916357,0.023613653220702427,0.03809991906656843,1.0,0.18777901785714285,0.0513392857142857,0.0013485432641263673,0.023215978165771048,0.03872665729994483,1.0,0.18289620535714285,0.0484095982142857,0.002103817573985922,0.022173145585566063,0.034804018441167546,1.0,0.20047433035714285,0.0503627232142857,-0.0007552743098595549,0.0010428325802049852,-0.00046569009349428647,0.0014405076351363642,280,0,380,0,0.3916666666666667,0.0,0.23333333333333334,0.0,0,0.0,0.003118809907769309,0.9781582738662191,0.7809369882729171,-6.878339571161663e-05,-1.6502935154199295e-05,"{""local"": 5, ""none"": 73, ""quantile"": 40, ""quantile+local"": 2}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,64.0,0,0.0,20.3582987000118
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.0018168405344334282,0.02479377871126644,0.03899997580515148,1.0,0.19754464285714285,0.0528041294642857,0.0012753016564240882,0.021501581080209813,0.037267724235758665,1.0,0.17508370535714285,0.0474330357142857,0.002103817573985922,0.022173145585566063,0.034804018441167546,1.0,0.20047433035714285,0.0503627232142857,-0.000828515917561834,-0.0006715645053562494,-0.000286977039552494,0.002620633125700378,280,0,390,0,0.4083333333333333,0.0,0.24166666666666667,0.0,0,0.0,0.006496973790728144,0.9777053048248632,0.8299621771905166,-8.920804008936876e-05,-2.295992016357444e-05,"{""local"": 2, ""none"": 71, ""quantile"": 47}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,64.0,0,0.0,25.598612900008447
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.002228158953974657,0.028727852164147985,0.042568593059447574,1.0,0.22293526785714285,0.0601283482142857,0.0016266525803882992,0.023231184854269945,0.03827273250725369,1.0,0.19852120535714285,0.0532924107142857,0.002103817573985922,0.022173145585566063,0.034804018441167546,1.0,0.20047433035714285,0.0503627232142857,-0.000477164993597623,0.0010580392687038823,0.00012434137998873496,0.006554706578581922,280,0,390,0,0.65,0.0,0.2833333333333333,0.0,0,0.0006878644675905223,0.013197302191090544,0.9781852402326551,0.9204164268537625,-0.00015678961444753726,-3.8215464750598777e-05,"{""local"": 1, ""none"": 42, ""quantile"": 76, ""quantile+local"": 1}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,64.0,0,0.0,31.062997100001667
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.0018535012359433,0.029772212297743617,0.04044759675417094,1.0,0.18150111607142855,0.045270647321428575,0.0013138662444648341,0.015285411306714198,0.03396678303560439,1.0,0.17703683035714285,0.0498744419642857,0.002103817573985922,0.022173145585566063,0.034804018441167546,1.0,0.20047433035714285,0.0503627232142857,-0.000789951329521088,-0.006887734278851865,-0.0002503163380426221,0.007599066712177555,280,0,290,0,0.3416666666666667,0.0,0.18333333333333332,0.0,0,0.0,0.006892195977063585,0.9757146193406203,0.7367627548309721,-0.00019533007625092258,-0.00022241354974035374,"{""local"": 5, ""none"": 79, ""quantile"": 34, ""quantile+local"": 2}",400.0,400.0,25600.0,25600.0,975360.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,0,0,64.0,0,0.0,36.09141710001859
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.0034920502226158945,0.02653656069995953,0.03754153274479951,1.0,0.12639508928571425,0.035505022321428575,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0,0.0,0.001471599363427667,0.010540151219662262,280,0,280,0,0.0,0.0,0.0,0.0,0,0.0001152941987317372,0.0003439676166999493,0.9779686580923208,0.9580597375082416,nan,nan,"{""fixed-mix"": 120}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,1,0,64.0,0,0.0,15.41514470000402
lbqcd,paper,0.0,paper,adam,0.0,0.0034476222768102804,0.026099330140671607,0.03716921218447285,1.0,0.13030133928571425,0.036481584821428575,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0,0.0,0.001427171417622053,0.01010292066037434,280,0,280,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,400.0,25600.0,25600.0,983040.0,215040.0,25600.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,1,0,64.0,0,0.0,5.177704200003063
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.0035750186909591086,0.02780905595342959,0.03939805171743042,1.0,0.12779017857142855,0.035993303571428575,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0,0.0,0.001554567831770881,0.011812646473132325,280,0,280,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,400.0,25600.0,25600.0,786432.0,233472.0,25600.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,1,0,64.0,0,0.0,10.221131900005275
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.003097280079706888,0.02588346302908753,0.0365491291072602,1.0,0.13420758928571425,0.037946428571428575,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0,0.0,0.0010768292205186603,0.009887053548790263,280,0,280,0,0.3583333333333333,0.0,0.23333333333333334,0.0,0,0.0,0.004337415541898039,0.9754269799728574,0.9067408298494961,-0.00010567312614334168,-2.9033378968704743e-05,"{""local"": 7, ""none"": 77, ""quantile"": 34, ""quantile+local"": 2}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,1,0,64.0,0,0.0,20.57035409999662
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.0030799996027529586,0.02688632381713771,0.03724653841631056,1.0,0.12834821428571425,0.036481584821428575,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0,0.0,0.001059548743564731,0.010889914336840441,280,0,280,0,0.3666666666666667,0.0,0.225,0.0,0,0.0,0.006410270416749381,0.9771161023113255,0.9114426199514802,-0.0001328956955966692,-2.788806880834571e-05,"{""local"": 8, ""none"": 76, ""quantile"": 35, ""quantile+local"": 1}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,1,0,64.0,0,0.0,25.899666199984495
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.003040430339168121,0.028349681632950787,0.03839531694564915,1.0,0.12151227678571425,0.035505022321428575,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0,0.0,0.0010199794799798934,0.01235327215265352,280,0,280,0,0.5166666666666666,0.0,0.21666666666666667,0.0,0,0.00010733443733300862,0.012659729341832874,0.9762858818501191,0.9191214318792075,-0.00013173729856343406,-3.6757670051914114e-05,"{""local"": 1, ""none"": 58, ""quantile"": 59, ""quantile+local"": 2}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,1,0,64.0,0,0.0,31.209383599983994
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.006817080711355339,0.03796920292028231,0.06091734480596328,1.0,0.0987723214285714,0.04220145089285715,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0020204508591882275,0.015996409480297267,0.02746968053204652,1.0,0.15611049107142855,0.0401088169642857,0.0,0.0,0.004796629852167111,0.021972793439985042,280,0,280,0,0.3833333333333333,0.0,0.2916666666666667,0.0,0,0.0,0.00886932193736319,0.9790587348626452,0.8057528364638842,-0.0002667606611370228,-0.0002930630677251222,"{""local"": 7, ""none"": 74, ""quantile"": 36, ""quantile+local"": 3}",400.0,400.0,25600.0,25600.0,975360.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,1,0,64.0,0,0.0,36.207153299998026
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.0006761497054350585,0.014590613608544483,0.04161341683965739,1.0,0.13211495535714285,0.0366908482142857,0.000628151056927706,0.018276566052193084,0.04137208186495236,1.0,0.09849330357142855,0.0249720982142857,0.0014939388635353268,0.02491077362781647,0.04135310811649493,1.0,0.15318080357142855,0.037458147321428575,-0.0008657878066076208,-0.006634207575623385,-0.0008177891581002683,-0.010320160019271987,280,0,370,0,0.0,0.0,0.0,0.0,0,0.00012820620926942355,0.00022497874743597585,0.9791657850973585,0.8670895481461878,nan,nan,"{""fixed-mix"": 120}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,2,0,64.0,0,0.0,15.392091400019126
lbqcd,paper,0.0,paper,adam,0.0,0.0006758703332915283,0.014692282901043628,0.04176926758106963,1.0,0.13211495535714285,0.0366908482142857,0.0006277404258731023,0.018476613051421863,0.04136832327806046,1.0,0.09849330357142855,0.0254603794642857,0.0014939388635353268,0.02491077362781647,0.04135310811649493,1.0,0.15318080357142855,0.037458147321428575,-0.0008661984376622245,-0.006434160576394607,-0.0008180685302437984,-0.010218490726772842,280,0,370,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,400.0,25600.0,25600.0,983040.0,215040.0,25600.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,2,0,64.0,0,0.0,5.193384100013645
periodic-4p1q,periodic,0.0,paper,adam,0.0,0.0012281493232506602,0.017773471156502078,0.03931889647057643,1.0,0.19949776785714285,0.0523158482142857,0.0005657505644778293,0.0149030551747619,0.038241689818646604,1.0,0.12137276785714285,0.0313197544642857,0.0014939388635353268,0.02491077362781647,0.04135310811649493,1.0,0.15318080357142855,0.037458147321428575,-0.0009281882990574974,-0.01000771845305457,-0.0002657895402846666,-0.007137302471314392,280,0,380,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,{},400.0,400.0,25600.0,25600.0,786432.0,233472.0,25600.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,2,0,64.0,0,0.0,10.23203499999363
qgd-paper-r0.05,guarded,0.05,paper,adam,0.0,0.0006838431028565184,0.015791681986974258,0.04293191928988753,1.0,0.12430245535714285,0.0352260044642857,0.0006136624987704842,0.01791317908392083,0.04327349779555659,1.0,0.10477120535714285,0.0313197544642857,0.0014939388635353268,0.02491077362781647,0.04135310811649493,1.0,0.15318080357142855,0.037458147321428575,-0.0008802763647648426,-0.00699759454389564,-0.0008100957606788084,-0.009119091640842212,280,0,390,0,0.45833333333333337,0.0,0.325,0.0,0,0.0,0.00334619980735595,0.975792627509696,0.7458278828436443,-7.661913962772296e-05,-2.065180200370363e-05,"{""local"": 6, ""none"": 65, ""quantile"": 47, ""quantile+local"": 2}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,2,0,64.0,0,0.0,20.501147700008005
qgd-paper-r0.10,guarded,0.1,paper,adam,0.0,0.0007012406751416567,0.01653671812851012,0.043797963316161224,1.0,0.11648995535714285,0.0332728794642857,0.0005579401309908638,0.015934705119114174,0.04079816527416329,1.0,0.12039620535714285,0.0347377232142857,0.0014939388635353268,0.02491077362781647,0.04135310811649493,1.0,0.15318080357142855,0.037458147321428575,-0.000935998732544463,-0.008976068508702296,-0.0007926981883936701,-0.008374055499306348,280,0,390,0,0.5,0.0,0.3333333333333333,0.0,0,1.2598859500290248e-05,0.005332663693950992,0.9767477050634051,0.7193569809361142,-9.957417466238821e-05,-2.79494556444302e-05,"{""local"": 6, ""none"": 60, ""quantile"": 53, ""quantile+local"": 1}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,2,0,64.0,0,0.0,25.818083999998635
qgd-paper-r0.20,guarded,0.2,paper,adam,0.0,0.0007766963010047423,0.013979622253242835,0.04010087075952321,1.0,0.13602120535714285,0.0401088169642857,0.0005255489532383084,0.015657929097041133,0.03827063760473424,1.0,0.12918526785714285,0.0366908482142857,0.0014939388635353268,0.02491077362781647,0.04135310811649493,1.0,0.15318080357142855,0.037458147321428575,-0.0009683899102970184,-0.009252844530775337,-0.0007172425625305845,-0.010931151374573634,280,0,360,0,0.625,0.0,0.3333333333333333,0.0,0,0.0005896249295752973,0.011185338788293357,0.9766899700152734,0.8001003185030308,-0.00015926517619649323,-3.912367175910017e-05,"{""local"": 4, ""none"": 45, ""quantile"": 68, ""quantile+local"": 3}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,2,0,64.0,0,0.0,31.152102399995783
qgd-sharp-r0.10,guarded,0.1,sharp,adam,0.0,0.0016360792711774819,0.025622902296016485,0.04982705028063755,1.0,0.12430245535714285,0.03634207589285715,0.0006811164811555415,0.014274760490009345,0.03988571584076793,1.0,0.14285714285714285,0.0391322544642857,0.0014939388635353268,0.02491077362781647,0.04135310811649493,1.0,0.15318080357142855,0.037458147321428575,-0.0008128223823797853,-0.010636013137807125,0.00014214040764215508,0.0007121286682000155,280,0,390,0,0.3583333333333333,0.0,0.2916666666666667,0.0,0,0.0,0.009201574420110001,0.9786292004344802,0.8783998143221838,-0.00023418570698915942,-0.0002721479904307692,"{""local"": 7, ""none"": 77, ""quantile"": 34, ""quantile+local"": 2}",400.0,400.0,25600.0,25600.0,975360.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,concentrated,QGD-D05-overlap-K6/concentrated,2,0,64.0,0,0.0,36.17564649999258
fixed-mix-q0.10,fixed,0.0,paper,adam,0.1,0.0017876392495033144,0.03965649309583362,0.0571984614883534,1.0,0.1265345982142857,0.0337611607142857,0.0036707532780140273,0.035274167126311214,0.04289205489340851,1.0,0.18191964285714285,0.0615931919642857,0.006484332199534482,0.05483490917335525,0.06285603738125016,1.0,0.0860770089285714,0.03292410714285715,-0.0028135789215204543,-0.019560742047044034,-0.004696692950031167,-0.015178416077521628,280,0,370,0,0.0,0.0,0.0,0.0,0,0.0002509578611469982,0.0004140856468200845,0.9799358430535262,0.875409541633414,nan,nan,"{""fixed-mix"": 120}",400.0,400.0,25600.0,25600.0,983040.0,307200.0,33280.0,4096,64.0,77824.0,77824.0,3.0,6144.0,6144.0,369720.0,QGD-D05-overlap-K6,overlap,missing,QGD-D05-overlap-K6/missing,0,0,64.0,0,0.0,15.343688299995847
