arm,cell,seed,ed2,family,init
pow-g2.0,NCJG-moons-127/broad,5,0.01193727807149525,moons,broad
paper,NCJG-moons-127/missing,0,0.013481530817277987,moons,missing
paper,NCJG-moons-127/missing,1,0.005372671622275282,moons,missing
paper,NCJG-moons-127/missing,2,0.004009362466575572,moons,missing
paper,NCJG-moons-127/missing,3,0.004836313232359668,moons,missing
paper,NCJG-moons-127/missing,4,0.0068233667322390446,moons,missing
paper,NCJG-moons-127/missing,5,0.006988432626456209,moons,missing
pow-g0.0,NCJG-moons-127/missing,0,0.011324985632660267,moons,missing
pow-g0.0,NCJG-moons-127/missing,1,0.005421687196094815,moons,missing
pow-g0.0,NCJG-moons-127/missing,2,0.003908737268832008,moons,missing
pow-g0.0,NCJG-moons-127/missing,3,0.005357691741740167,moons,missing
pow-g0.0,NCJG-moons-127/missing,4,0.006297557151807132,moons,missing
pow-g0.0,NCJG-moons-127/missing,5,0.006258809150831324,moons,missing
pow-g0.5,NCJG-moons-127/missing,0,0.012285271341685222,moons,missing
pow-g0.5,NCJG-moons-127/missing,1,0.005373866909582414,moons,missing
pow-g0.5,NCJG-moons-127/missing,2,0.003562031690569789,moons,missing
pow-g0.5,NCJG-moons-127/missing,3,0.005036407301743706,moons,missing
pow-g0.5,NCJG-moons-127/missing,4,0.0060582996541640455,moons,missing
pow-g0.5,NCJG-moons-127/missing,5,0.006637400892943068,moons,missing
pow-g1.0,NCJG-moons-127/missing,0,0.013481530817277987,moons,missing
pow-g1.0,NCJG-moons-127/missing,1,0.005372671622275282,moons,missing
pow-g1.0,NCJG-moons-127/missing,2,0.004009362466574684,moons,missing
pow-g1.0,NCJG-moons-127/missing,3,0.004836313232359668,moons,missing
pow-g1.0,NCJG-moons-127/missing,4,0.0068233667322390446,moons,missing
pow-g1.0,NCJG-moons-127/missing,5,0.006988432626456209,moons,missing
pow-g1.5,NCJG-moons-127/missing,0,0.014769173607150021,moons,missing
pow-g1.5,NCJG-moons-127/missing,1,0.005793661548418649,moons,missing
pow-g1.5,NCJG-moons-127/missing,2,0.00436618407237277,moons,missing
pow-g1.5,NCJG-moons-127/missing,3,0.0046404657736724975,moons,missing
pow-g1.5,NCJG-moons-127/missing,4,0.00639140725835774,moons,missing
pow-g1.5,NCJG-moons-127/missing,5,0.007167709452983173,moons,missing
pow-g2.0,NCJG-moons-127/missing,0,0.015508924400180257,moons,missing
pow-g2.0,NCJG-moons-127/missing,1,0.010328401940751686,moons,missing
pow-g2.0,NCJG-moons-127/missing,2,0.004741157617155878,moons,missing
pow-g2.0,NCJG-moons-127/missing,3,0.004532059833123991,moons,missing
pow-g2.0,NCJG-moons-127/missing,4,0.0056159199966301365,moons,missing
pow-g2.0,NCJG-moons-127/missing,5,0.007573881625099865,moons,missing
paper,NCJG-moons-127/far,0,0.007606264676712993,moons,far
paper,NCJG-moons-127/far,1,0.009903802165376119,moons,far
paper,NCJG-moons-127/far,2,0.005707268712448865,moons,far
paper,NCJG-moons-127/far,3,0.009290735208079326,moons,far
paper,NCJG-moons-127/far,4,0.01357821259014802,moons,far
paper,NCJG-moons-127/far,5,0.011641812609347824,moons,far
pow-g0.0,NCJG-moons-127/far,0,0.013343219288808328,moons,far
pow-g0.0,NCJG-moons-127/far,1,0.017197989349359677,moons,far
pow-g0.0,NCJG-moons-127/far,2,0.018089997313471162,moons,far
pow-g0.0,NCJG-moons-127/far,3,0.01361101777451812,moons,far
pow-g0.0,NCJG-moons-127/far,4,0.012067366381618871,moons,far
pow-g0.0,NCJG-moons-127/far,5,0.015890312365290704,moons,far
pow-g0.5,NCJG-moons-127/far,0,0.009103167570293724,moons,far
pow-g0.5,NCJG-moons-127/far,1,0.0071645049580295606,moons,far
pow-g0.5,NCJG-moons-127/far,2,0.0062854430965082475,moons,far
pow-g0.5,NCJG-moons-127/far,3,0.01032206219626608,moons,far
pow-g0.5,NCJG-moons-127/far,4,0.01416607675015591,moons,far
pow-g0.5,NCJG-moons-127/far,5,0.020338562203582544,moons,far
pow-g1.0,NCJG-moons-127/far,0,0.007606264676712993,moons,far
pow-g1.0,NCJG-moons-127/far,1,0.009903802165376119,moons,far
pow-g1.0,NCJG-moons-127/far,2,0.005707268712448865,moons,far
pow-g1.0,NCJG-moons-127/far,3,0.009290735208078882,moons,far
pow-g1.0,NCJG-moons-127/far,4,0.01357821259014802,moons,far
pow-g1.0,NCJG-moons-127/far,5,0.011641812609347602,moons,far
pow-g1.5,NCJG-moons-127/far,0,0.009030704425206704,moons,far
pow-g1.5,NCJG-moons-127/far,1,0.006835661337942778,moons,far
pow-g1.5,NCJG-moons-127/far,2,0.006197187032066953,moons,far
pow-g1.5,NCJG-moons-127/far,3,0.009198076275487077,moons,far
pow-g1.5,NCJG-moons-127/far,4,0.017783036458977275,moons,far
pow-g1.5,NCJG-moons-127/far,5,0.01086982622636179,moons,far
pow-g2.0,NCJG-moons-127/far,0,0.01062164897786766,moons,far
pow-g2.0,NCJG-moons-127/far,1,0.005188759573733659,moons,far
pow-g2.0,NCJG-moons-127/far,2,0.005420852153750655,moons,far
pow-g2.0,NCJG-moons-127/far,3,0.011886088467566447,moons,far
pow-g2.0,NCJG-moons-127/far,4,0.012953858535551088,moons,far
pow-g2.0,NCJG-moons-127/far,5,0.014669569532777427,moons,far
paper,NCJG-moons-127/concentrated,0,0.006662356550780402,moons,concentrated
paper,NCJG-moons-127/concentrated,1,0.010380694786870315,moons,concentrated
paper,NCJG-moons-127/concentrated,2,0.005958048246609282,moons,concentrated
paper,NCJG-moons-127/concentrated,3,0.009589410637271811,moons,concentrated
paper,NCJG-moons-127/concentrated,4,0.0040376609052572565,moons,concentrated
paper,NCJG-moons-127/concentrated,5,0.008020789658607752,moons,concentrated
pow-g0.0,NCJG-moons-127/concentrated,0,0.007837629135647006,moons,concentrated
pow-g0.0,NCJG-moons-127/concentrated,1,0.00974364654057469,moons,concentrated
pow-g0.0,NCJG-moons-127/concentrated,2,0.006145316396336309,moons,concentrated
pow-g0.0,NCJG-moons-127/concentrated,3,0.008641762496581773,moons,concentrated
pow-g0.0,NCJG-moons-127/concentrated,4,0.004105033634335786,moons,concentrated
pow-g0.0,NCJG-moons-127/concentrated,5,0.00957291991182374,moons,concentrated
pow-g0.5,NCJG-moons-127/concentrated,0,0.007398140460977309,moons,concentrated
pow-g0.5,NCJG-moons-127/concentrated,1,0.010223456163651834,moons,concentrated
pow-g0.5,NCJG-moons-127/concentrated,2,0.006004225040481037,moons,concentrated
pow-g0.5,NCJG-moons-127/concentrated,3,0.008890458464898332,moons,concentrated
pow-g0.5,NCJG-moons-127/concentrated,4,0.003996730256008663,moons,concentrated
pow-g0.5,NCJG-moons-127/concentrated,5,0.00891381202712016,moons,concentrated
pow-g1.0,NCJG-moons-127/concentrated,0,0.006662356550780402,moons,concentrated
pow-g1.0,NCJG-moons-127/concentrated,1,0.01038069478686987,moons,concentrated
pow-g1.0,NCJG-moons-127/concentrated,2,0.005958048246609282,moons,concentrated
pow-g1.0,NCJG-moons-127/concentrated,3,0.009589410637271811,moons,concentrated
pow-g1.0,NCJG-moons-127/concentrated,4,0.0040376609052572565,moons,concentrated
pow-g1.0,NCJG-moons-127/concentrated,5,0.008020789658607974,moons,concentrated
pow-g1.5,NCJG-moons-127/concentrated,0,0.006223448626779593,moons,concentrated
pow-g1.5,NCJG-moons-127/concentrated,1,0.010331362728641214,moons,concentrated
pow-g1.5,NCJG-moons-127/concentrated,2,0.006008193452478716,moons,concentrated
pow-g1.5,NCJG-moons-127/concentrated,3,0.010257130876142107,moons,concentrated
pow-g1.5,NCJG-moons-127/concentrated,4,0.0041516889948503,moons,concentrated
pow-g1.5,NCJG-moons-127/concentrated,5,0.007758842414255174,moons,concentrated
pow-g2.0,NCJG-moons-127/concentrated,0,0.005054453376106327,moons,concentrated
pow-g2.0,NCJG-moons-127/concentrated,1,0.010396287624607758,moons,concentrated
pow-g2.0,NCJG-moons-127/concentrated,2,0.006149873109729365,moons,concentrated
pow-g2.0,NCJG-moons-127/concentrated,3,0.010686980859935469,moons,concentrated
pow-g2.0,NCJG-moons-127/concentrated,4,0.004303794751794765,moons,concentrated
pow-g2.0,NCJG-moons-127/concentrated,5,0.008350253862017487,moons,concentrated
paper,NCJG-banana-068/broad,0,0.01049160113137626,banana,broad
paper,NCJG-banana-068/broad,1,0.007544209129570101,banana,broad
paper,NCJG-banana-068/broad,2,0.007779336580331586,banana,broad
paper,NCJG-banana-068/broad,3,0.01199411822277252,banana,broad
paper,NCJG-banana-068/broad,4,0.012192224742525015,banana,broad
paper,NCJG-banana-068/broad,5,0.006480791008896425,banana,broad
pow-g0.0,NCJG-banana-068/broad,0,0.01251457768712183,banana,broad
pow-g0.0,NCJG-banana-068/broad,1,0.007259408990308636,banana,broad
pow-g0.0,NCJG-banana-068/broad,2,0.012004162834557519,banana,broad
pow-g0.0,NCJG-banana-068/broad,3,0.021424426057388146,banana,broad
pow-g0.0,NCJG-banana-068/broad,4,0.014950430297827388,banana,broad
pow-g0.0,NCJG-banana-068/broad,5,0.027163037757901964,banana,broad
pow-g0.5,NCJG-banana-068/broad,0,0.005361892226512843,banana,broad
pow-g0.5,NCJG-banana-068/broad,1,0.006659751480460496,banana,broad
pow-g0.5,NCJG-banana-068/broad,2,0.0097849478375851,banana,broad
pow-g0.5,NCJG-banana-068/broad,3,0.014213249833165964,banana,broad
pow-g0.5,NCJG-banana-068/broad,4,0.013402788940687138,banana,broad
pow-g0.5,NCJG-banana-068/broad,5,0.008244337177303995,banana,broad
pow-g1.0,NCJG-banana-068/broad,0,0.01049160113137626,banana,broad
pow-g1.0,NCJG-banana-068/broad,1,0.007544209129570101,banana,broad
pow-g1.0,NCJG-banana-068/broad,2,0.007779336580331586,banana,broad
pow-g1.0,NCJG-banana-068/broad,3,0.011994118222773187,banana,broad
pow-g1.0,NCJG-banana-068/broad,4,0.012192224742524793,banana,broad
pow-g1.0,NCJG-banana-068/broad,5,0.006480791008896203,banana,broad
pow-g1.5,NCJG-banana-068/broad,0,0.010100791138626164,banana,broad
pow-g1.5,NCJG-banana-068/broad,1,0.008255596462206194,banana,broad
pow-g1.5,NCJG-banana-068/broad,2,0.007896248137688522,banana,broad
pow-g1.5,NCJG-banana-068/broad,3,0.010635748855446048,banana,broad
pow-g1.5,NCJG-banana-068/broad,4,0.010118604934887587,banana,broad
pow-g1.5,NCJG-banana-068/broad,5,0.007012951232531206,banana,broad
pow-g2.0,NCJG-banana-068/broad,0,0.012521865379884867,banana,broad
pow-g2.0,NCJG-banana-068/broad,1,0.008429351569066101,banana,broad
pow-g2.0,NCJG-banana-068/broad,2,0.0079552244020622,banana,broad
pow-g2.0,NCJG-banana-068/broad,3,0.01052883170469232,banana,broad
pow-g2.0,NCJG-banana-068/broad,4,0.011686044957726072,banana,broad
pow-g2.0,NCJG-banana-068/broad,5,0.008375158776955605,banana,broad
paper,NCJG-banana-068/missing,0,0.008700286800835455,banana,missing
paper,NCJG-banana-068/missing,1,0.010187256265940858,banana,missing
paper,NCJG-banana-068/missing,2,0.0170497011388151,banana,missing
paper,NCJG-banana-068/missing,3,0.017701632815410484,banana,missing
paper,NCJG-banana-068/missing,4,0.005276671948554412,banana,missing
paper,NCJG-banana-068/missing,5,0.011558361706354825,banana,missing
pow-g0.0,NCJG-banana-068/missing,0,0.010880276711751513,banana,missing
pow-g0.0,NCJG-banana-068/missing,1,0.005244664105450214,banana,missing
pow-g0.0,NCJG-banana-068/missing,2,0.01747636652437423,banana,missing
pow-g0.0,NCJG-banana-068/missing,3,0.004667108124954744,banana,missing
pow-g0.0,NCJG-banana-068/missing,4,0.005675839063944199,banana,missing
pow-g0.0,NCJG-banana-068/missing,5,0.00589597469904124,banana,missing
pow-g0.5,NCJG-banana-068/missing,0,0.007808633806470233,banana,missing
pow-g0.5,NCJG-banana-068/missing,1,0.006955866025057711,banana,missing
pow-g0.5,NCJG-banana-068/missing,2,0.017419062537678,banana,missing
pow-g0.5,NCJG-banana-068/missing,3,0.0070010639101871774,banana,missing
pow-g0.5,NCJG-banana-068/missing,4,0.004240727737023331,banana,missing
pow-g0.5,NCJG-banana-068/missing,5,0.009955838966815511,banana,missing
pow-g1.0,NCJG-banana-068/missing,0,0.008700286800835233,banana,missing
pow-g1.0,NCJG-banana-068/missing,1,0.010187256265940858,banana,missing
pow-g1.0,NCJG-banana-068/missing,2,0.0170497011388151,banana,missing
pow-g1.0,NCJG-banana-068/missing,3,0.017701632815410484,banana,missing
pow-g1.0,NCJG-banana-068/missing,4,0.005276671948553968,banana,missing
pow-g1.0,NCJG-banana-068/missing,5,0.011558361706354603,banana,missing
pow-g1.5,NCJG-banana-068/missing,0,0.00794913300996436,banana,missing
pow-g1.5,NCJG-banana-068/missing,1,0.012672473448963384,banana,missing
pow-g1.5,NCJG-banana-068/missing,2,0.015919332030934985,banana,missing
pow-g1.5,NCJG-banana-068/missing,3,0.014287511638277905,banana,missing
pow-g1.5,NCJG-banana-068/missing,4,0.006861744514351065,banana,missing
pow-g1.5,NCJG-banana-068/missing,5,0.012660457983815432,banana,missing
pow-g2.0,NCJG-banana-068/missing,0,0.006801317963689213,banana,missing
pow-g2.0,NCJG-banana-068/missing,1,0.020410632306115284,banana,missing
pow-g2.0,NCJG-banana-068/missing,2,0.014316775561852069,banana,missing
pow-g2.0,NCJG-banana-068/missing,3,0.015029674375129254,banana,missing
pow-g2.0,NCJG-banana-068/missing,4,0.008539232988136192,banana,missing
pow-g2.0,NCJG-banana-068/missing,5,0.013628107320144967,banana,missing
paper,NCJG-banana-068/far,0,0.01494495122509587,banana,far
paper,NCJG-banana-068/far,1,0.021600773375563653,banana,far
paper,NCJG-banana-068/far,2,0.018382206975491533,banana,far
paper,NCJG-banana-068/far,3,0.03344061597045922,banana,far
paper,NCJG-banana-068/far,4,0.01226912277195824,banana,far
paper,NCJG-banana-068/far,5,0.008434420102343854,banana,far
pow-g0.0,NCJG-banana-068/far,0,0.04685013971415297,banana,far
pow-g0.0,NCJG-banana-068/far,1,0.13821730604535976,banana,far
pow-g0.0,NCJG-banana-068/far,2,0.03484637883151542,banana,far
pow-g0.0,NCJG-banana-068/far,3,0.15178138687535614,banana,far
pow-g0.0,NCJG-banana-068/far,4,0.04488300961637348,banana,far
pow-g0.0,NCJG-banana-068/far,5,0.08672026233137409,banana,far
pow-g0.5,NCJG-banana-068/far,0,0.01736483705391212,banana,far
pow-g0.5,NCJG-banana-068/far,1,0.025503580094645928,banana,far
pow-g0.5,NCJG-banana-068/far,2,0.017876904835551155,banana,far
pow-g0.5,NCJG-banana-068/far,3,0.03907402202317467,banana,far
pow-g0.5,NCJG-banana-068/far,4,0.0209159012513509,banana,far
pow-g0.5,NCJG-banana-068/far,5,0.012267436169707935,banana,far
pow-g1.0,NCJG-banana-068/far,0,0.014944951225096315,banana,far
pow-g1.0,NCJG-banana-068/far,1,0.021600773375564097,banana,far
pow-g1.0,NCJG-banana-068/far,2,0.01838220697544468,banana,far
pow-g1.0,NCJG-banana-068/far,3,0.03344061597046766,banana,far
pow-g1.0,NCJG-banana-068/far,4,0.012269122771957797,banana,far
pow-g1.0,NCJG-banana-068/far,5,0.008434420102344076,banana,far
pow-g1.5,NCJG-banana-068/far,0,0.014451448950572932,banana,far
pow-g1.5,NCJG-banana-068/far,1,0.008636261996422201,banana,far
pow-g1.5,NCJG-banana-068/far,2,0.017661605685574733,banana,far
pow-g1.5,NCJG-banana-068/far,3,0.03452177954001456,banana,far
pow-g1.5,NCJG-banana-068/far,4,0.012577210280316997,banana,far
pow-g1.5,NCJG-banana-068/far,5,0.009956824527644237,banana,far
pow-g2.0,NCJG-banana-068/far,0,0.0173058573384246,banana,far
pow-g2.0,NCJG-banana-068/far,1,0.00827809085050335,banana,far
pow-g2.0,NCJG-banana-068/far,2,0.014332983408653632,banana,far
pow-g2.0,NCJG-banana-068/far,3,0.022040484088415413,banana,far
pow-g2.0,NCJG-banana-068/far,4,0.023005509677681557,banana,far
pow-g2.0,NCJG-banana-068/far,5,0.008937056290742262,banana,far
paper,NCJG-banana-068/concentrated,0,0.017481713484937433,banana,concentrated
paper,NCJG-banana-068/concentrated,1,0.005772887902431689,banana,concentrated
paper,NCJG-banana-068/concentrated,2,0.012680130333759587,banana,concentrated
paper,NCJG-banana-068/concentrated,3,0.00786270184606952,banana,concentrated
paper,NCJG-banana-068/concentrated,4,0.010297060134354385,banana,concentrated
paper,NCJG-banana-068/concentrated,5,0.010442424537699946,banana,concentrated
pow-g0.0,NCJG-banana-068/concentrated,0,0.012852450592554243,banana,concentrated
pow-g0.0,NCJG-banana-068/concentrated,1,0.0054173976290687875,banana,concentrated
pow-g0.0,NCJG-banana-068/concentrated,2,0.011248632752252075,banana,concentrated
pow-g0.0,NCJG-banana-068/concentrated,3,0.010504506742141873,banana,concentrated
pow-g0.0,NCJG-banana-068/concentrated,4,0.016249530932919143,banana,concentrated
pow-g0.0,NCJG-banana-068/concentrated,5,0.009568872133265849,banana,concentrated
pow-g0.5,NCJG-banana-068/concentrated,0,0.016917927147144685,banana,concentrated
pow-g0.5,NCJG-banana-068/concentrated,1,0.0053686856023134055,banana,concentrated
pow-g0.5,NCJG-banana-068/concentrated,2,0.01211940204327111,banana,concentrated
pow-g0.5,NCJG-banana-068/concentrated,3,0.00864871627242736,banana,concentrated
pow-g0.5,NCJG-banana-068/concentrated,4,0.01010424431239465,banana,concentrated
pow-g0.5,NCJG-banana-068/concentrated,5,0.008714092830833131,banana,concentrated
pow-g1.0,NCJG-banana-068/concentrated,0,0.017481713484937655,banana,concentrated
pow-g1.0,NCJG-banana-068/concentrated,1,0.005772887902431689,banana,concentrated
pow-g1.0,NCJG-banana-068/concentrated,2,0.012680130333759587,banana,concentrated
pow-g1.0,NCJG-banana-068/concentrated,3,0.007862701846069298,banana,concentrated
pow-g1.0,NCJG-banana-068/concentrated,4,0.010297060134353941,banana,concentrated
pow-g1.0,NCJG-banana-068/concentrated,5,0.010442424537699946,banana,concentrated
pow-g1.5,NCJG-banana-068/concentrated,0,0.017162234631182827,banana,concentrated
pow-g1.5,NCJG-banana-068/concentrated,1,0.006757866870389595,banana,concentrated
pow-g1.5,NCJG-banana-068/concentrated,2,0.016852479198002923,banana,concentrated
pow-g1.5,NCJG-banana-068/concentrated,3,0.0076059302694382325,banana,concentrated
pow-g1.5,NCJG-banana-068/concentrated,4,0.01057689644990134,banana,concentrated
pow-g1.5,NCJG-banana-068/concentrated,5,0.01169707628359018,banana,concentrated
pow-g2.0,NCJG-banana-068/concentrated,0,0.01615837960224331,banana,concentrated
pow-g2.0,NCJG-banana-068/concentrated,1,0.006432649079497255,banana,concentrated
pow-g2.0,NCJG-banana-068/concentrated,2,0.016310342295249747,banana,concentrated
pow-g2.0,NCJG-banana-068/concentrated,3,0.0077693300152363864,banana,concentrated
pow-g2.0,NCJG-banana-068/concentrated,4,0.00772202536567157,banana,concentrated
pow-g2.0,NCJG-banana-068/concentrated,5,0.012678930361819774,banana,concentrated
paper,NCJG-student-5d/broad,0,0.008747068463754726,student,broad
paper,NCJG-student-5d/broad,1,0.006143743869041929,student,broad
paper,NCJG-student-5d/broad,2,0.005370658127167527,student,broad
paper,NCJG-student-5d/broad,3,0.007656867761036468,student,broad
paper,NCJG-student-5d/broad,4,0.006659951864942171,student,broad
paper,NCJG-student-5d/broad,5,0.005800743861547941,student,broad
pow-g0.0,NCJG-student-5d/broad,0,0.009007188325219406,student,broad
pow-g0.0,NCJG-student-5d/broad,1,0.005683992358385792,student,broad
pow-g0.0,NCJG-student-5d/broad,2,0.00549968216454122,student,broad
pow-g0.0,NCJG-student-5d/broad,3,0.00854679634626243,student,broad
pow-g0.0,NCJG-student-5d/broad,4,0.004446621741982071,student,broad
pow-g0.0,NCJG-student-5d/broad,5,0.005472820310968851,student,broad
pow-g0.5,NCJG-student-5d/broad,0,0.008782062024794923,student,broad
pow-g0.5,NCJG-student-5d/broad,1,0.00577738132131933,student,broad
pow-g0.5,NCJG-student-5d/broad,2,0.0050793024560535915,student,broad
pow-g0.5,NCJG-student-5d/broad,3,0.00782405109963924,student,broad
pow-g0.5,NCJG-student-5d/broad,4,0.0045800298843021725,student,broad
pow-g0.5,NCJG-student-5d/broad,5,0.005644168034941499,student,broad
pow-g1.0,NCJG-student-5d/broad,0,0.008747068463754726,student,broad
pow-g1.0,NCJG-student-5d/broad,1,0.006143743869041485,student,broad
pow-g1.0,NCJG-student-5d/broad,2,0.005370658127167305,student,broad
pow-g1.0,NCJG-student-5d/broad,3,0.007656867761036468,student,broad
pow-g1.0,NCJG-student-5d/broad,4,0.006659951864942171,student,broad
pow-g1.0,NCJG-student-5d/broad,5,0.005800743861547941,student,broad
pow-g1.5,NCJG-student-5d/broad,0,0.008598749833416353,student,broad
pow-g1.5,NCJG-student-5d/broad,1,0.0063013489735463946,student,broad
pow-g1.5,NCJG-student-5d/broad,2,0.005038522768121556,student,broad
pow-g1.5,NCJG-student-5d/broad,3,0.008118627892294894,student,broad
pow-g1.5,NCJG-student-5d/broad,4,0.0063251515850388795,student,broad
pow-g1.5,NCJG-student-5d/broad,5,0.005928918735739863,student,broad
pow-g2.0,NCJG-student-5d/broad,0,0.00836722072366336,student,broad
pow-g2.0,NCJG-student-5d/broad,1,0.006247430851838098,student,broad
pow-g2.0,NCJG-student-5d/broad,2,0.004471454776819428,student,broad
pow-g2.0,NCJG-student-5d/broad,3,0.009271539569868814,student,broad
pow-g2.0,NCJG-student-5d/broad,4,0.007674962092832027,student,broad
pow-g2.0,NCJG-student-5d/broad,5,0.006149985957045301,student,broad
paper,NCJG-student-5d/missing,0,0.008524243221672334,student,missing
paper,NCJG-student-5d/missing,1,0.006266414982645463,student,missing
paper,NCJG-student-5d/missing,2,0.007625844286420991,student,missing
paper,NCJG-student-5d/missing,3,0.005916827607769459,student,missing
paper,NCJG-student-5d/missing,4,0.014943170402376804,student,missing
paper,NCJG-student-5d/missing,5,0.00793263922839893,student,missing
pow-g0.0,NCJG-student-5d/missing,0,0.008558175081549324,student,missing
pow-g0.0,NCJG-student-5d/missing,1,0.006236884342945448,student,missing
pow-g0.0,NCJG-student-5d/missing,2,0.007739440679008336,student,missing
pow-g0.0,NCJG-student-5d/missing,3,0.006131912594264932,student,missing
pow-g0.0,NCJG-student-5d/missing,4,0.01597138127811526,student,missing
pow-g0.0,NCJG-student-5d/missing,5,0.008335291069647255,student,missing
pow-g0.5,NCJG-student-5d/missing,0,0.008550887546876051,student,missing
pow-g0.5,NCJG-student-5d/missing,1,0.006237983203019715,student,missing
pow-g0.5,NCJG-student-5d/missing,2,0.00764244803885461,student,missing
pow-g0.5,NCJG-student-5d/missing,3,0.0060281133360886585,student,missing
pow-g0.5,NCJG-student-5d/missing,4,0.015491020502192976,student,missing
pow-g0.5,NCJG-student-5d/missing,5,0.008091906508071789,student,missing
pow-g1.0,NCJG-student-5d/missing,0,0.008524243221672334,student,missing
pow-g1.0,NCJG-student-5d/missing,1,0.006266414982645463,student,missing
pow-g1.0,NCJG-student-5d/missing,2,0.007625844286420991,student,missing
pow-g1.0,NCJG-student-5d/missing,3,0.005916827607769459,student,missing
pow-g1.0,NCJG-student-5d/missing,4,0.014943170402376804,student,missing
pow-g1.0,NCJG-student-5d/missing,5,0.00793263922839893,student,missing
pow-g1.5,NCJG-student-5d/missing,0,0.008510520624053663,student,missing
pow-g1.5,NCJG-student-5d/missing,1,0.00634278567030111,student,missing
pow-g1.5,NCJG-student-5d/missing,2,0.007598466444519669,student,missing
pow-g1.5,NCJG-student-5d/missing,3,0.005820196220206242,student,missing
pow-g1.5,NCJG-student-5d/missing,4,0.014428316373763295,student,missing
pow-g1.5,NCJG-student-5d/missing,5,0.007813323737703382,student,missing
pow-g2.0,NCJG-student-5d/missing,0,0.008510020499428395,student,missing
pow-g2.0,NCJG-student-5d/missing,1,0.006387080637076048,student,missing
pow-g2.0,NCJG-student-5d/missing,2,0.0075658018619850775,student,missing
pow-g2.0,NCJG-student-5d/missing,3,0.005731707065948832,student,missing
pow-g2.0,NCJG-student-5d/missing,4,0.013952865590795449,student,missing
pow-g2.0,NCJG-student-5d/missing,5,0.007342263539435123,student,missing
paper,NCJG-student-5d/far,0,0.03981403234992986,student,far
paper,NCJG-student-5d/far,1,0.042785910764966184,student,far
paper,NCJG-student-5d/far,2,0.041209161262142135,student,far
paper,NCJG-student-5d/far,3,0.07385396676701772,student,far
paper,NCJG-student-5d/far,4,0.03346879011487225,student,far
paper,NCJG-student-5d/far,5,0.012048200415622823,student,far
pow-g0.0,NCJG-student-5d/far,0,0.013923409748130666,student,far
pow-g0.0,NCJG-student-5d/far,1,0.03273141177642325,student,far
pow-g0.0,NCJG-student-5d/far,2,0.04400718860361996,student,far
pow-g0.0,NCJG-student-5d/far,3,0.0313167488562085,student,far
pow-g0.0,NCJG-student-5d/far,4,0.009293628009376276,student,far
pow-g0.0,NCJG-student-5d/far,5,0.031745014214392686,student,far
pow-g0.5,NCJG-student-5d/far,0,0.035041969081114344,student,far
pow-g0.5,NCJG-student-5d/far,1,0.02615414966153251,student,far
pow-g0.5,NCJG-student-5d/far,2,0.035817572875759485,student,far
pow-g0.5,NCJG-student-5d/far,3,0.03160678028962094,student,far
pow-g0.5,NCJG-student-5d/far,4,0.03163487062957637,student,far
pow-g0.5,NCJG-student-5d/far,5,0.018964544910190506,student,far
pow-g1.0,NCJG-student-5d/far,0,0.039814032349929196,student,far
pow-g1.0,NCJG-student-5d/far,1,0.042785910764966184,student,far
pow-g1.0,NCJG-student-5d/far,2,0.041209161262142135,student,far
pow-g1.0,NCJG-student-5d/far,3,0.07385396676701794,student,far
pow-g1.0,NCJG-student-5d/far,4,0.03346879011487225,student,far
pow-g1.0,NCJG-student-5d/far,5,0.012048200415622823,student,far
pow-g1.5,NCJG-student-5d/far,0,0.04006927581417208,student,far
pow-g1.5,NCJG-student-5d/far,1,0.047823051073454304,student,far
pow-g1.5,NCJG-student-5d/far,2,0.04201817955145959,student,far
pow-g1.5,NCJG-student-5d/far,3,0.0838470660594921,student,far
pow-g1.5,NCJG-student-5d/far,4,0.03853762350142298,student,far
pow-g1.5,NCJG-student-5d/far,5,0.02642127927979554,student,far
pow-g2.0,NCJG-student-5d/far,0,0.04056439784762689,student,far
pow-g2.0,NCJG-student-5d/far,1,0.06951639477759763,student,far
pow-g2.0,NCJG-student-5d/far,2,0.043729966881478344,student,far
pow-g2.0,NCJG-student-5d/far,3,0.09469919572118446,student,far
pow-g2.0,NCJG-student-5d/far,4,0.07076251407632506,student,far
pow-g2.0,NCJG-student-5d/far,5,0.03386203560608125,student,far
paper,NCJG-student-5d/concentrated,0,0.009179358427986894,student,concentrated
paper,NCJG-student-5d/concentrated,1,0.009076832041359006,student,concentrated
paper,NCJG-student-5d/concentrated,2,0.007822489928211551,student,concentrated
paper,NCJG-student-5d/concentrated,3,0.009278506465616898,student,concentrated
paper,NCJG-student-5d/concentrated,4,0.007265216322294821,student,concentrated
paper,NCJG-student-5d/concentrated,5,0.01051689933170974,student,concentrated
pow-g0.0,NCJG-student-5d/concentrated,0,0.009144014721877536,student,concentrated
pow-g0.0,NCJG-student-5d/concentrated,1,0.009042129910548535,student,concentrated
pow-g0.0,NCJG-student-5d/concentrated,2,0.008144690218316208,student,concentrated
pow-g0.0,NCJG-student-5d/concentrated,3,0.009659863203581587,student,concentrated
pow-g0.0,NCJG-student-5d/concentrated,4,0.007896188597252607,student,concentrated
pow-g0.0,NCJG-student-5d/concentrated,5,0.009831389454428408,student,concentrated
pow-g0.5,NCJG-student-5d/concentrated,0,0.009160792639124837,student,concentrated
pow-g0.5,NCJG-student-5d/concentrated,1,0.009086533149606613,student,concentrated
