K,d,tau_regime,arm,seed,eta,eta_over_tau,eta_star,final_ED2,coverage,mass_error,event_time,censored,diverged,kernel_pairs,wall_seconds
4,2,L,fixed-0.5tau,2,0.5,0.5,2.388145303377444,0.008307676842038592,1.0,0.08333333333333334,8,0,0,844800,0.6262078285217285
4,2,L,fixed-0.5tau,3,0.5,0.5,2.388145303377444,0.006590876712799454,1.0,0.08333333333333334,8,0,0,844800,0.6451420783996582
4,2,L,fixed-0.5tau,4,0.5,0.5,2.388145303377444,0.005776798961437235,1.0,0.0,12,0,0,844800,0.62990403175354
4,2,L,fixed-0.5tau,5,0.5,0.5,2.388145303377444,0.0074396770220181985,1.0,0.0,8,0,0,844800,0.6255478858947754
4,2,L,fixed-0.5tau,6,0.5,0.5,2.388145303377444,0.014350466554245211,1.0,0.0,12,0,0,844800,0.6353161334991455
4,2,L,fixed-0.5tau,7,0.5,0.5,2.388145303377444,0.005718555142036008,1.0,0.0,11,0,0,844800,0.6310632228851318
4,2,L,fixed-1.0tau,0,1.0,1.0,2.388145303377444,0.0226587935710878,1.0,0.0,9,0,0,844800,0.6268868446350098
4,2,L,fixed-1.0tau,1,1.0,1.0,2.388145303377444,0.017947366748271243,1.0,0.08333333333333334,4,0,0,844800,0.6233415603637695
4,2,L,fixed-1.0tau,2,1.0,1.0,2.388145303377444,0.0076960339454194004,1.0,0.08333333333333334,4,0,0,844800,0.6376233100891113
4,2,L,fixed-1.0tau,3,1.0,1.0,2.388145303377444,0.011333366333979744,1.0,0.08333333333333334,6,0,0,844800,0.6341609954833984
4,2,L,fixed-1.0tau,4,1.0,1.0,2.388145303377444,0.008189762841158021,1.0,0.0,7,0,0,844800,0.6438150405883789
4,2,L,fixed-1.0tau,5,1.0,1.0,2.388145303377444,0.00744235328477405,1.0,0.0,4,0,0,844800,0.631033182144165
4,2,L,fixed-1.0tau,6,1.0,1.0,2.388145303377444,0.020529472396783044,1.0,0.0,7,0,0,844800,0.6189079284667969
4,2,L,fixed-1.0tau,7,1.0,1.0,2.388145303377444,0.005826290197932349,1.0,0.0,6,0,0,844800,0.6362133026123047
4,2,L,0.1-eta-star,0,0.23881453033774439,0.23881453033774439,2.388145303377444,0.009294309280600488,1.0,0.0,25,0,0,844800,0.6246185302734375
4,2,L,0.1-eta-star,1,0.23881453033774439,0.23881453033774439,2.388145303377444,0.007581991189555937,1.0,0.0,14,0,0,844800,0.6233983039855957
4,2,L,0.1-eta-star,2,0.23881453033774439,0.23881453033774439,2.388145303377444,0.0064249222270574835,1.0,0.08333333333333334,16,0,0,844800,0.6198956966400146
4,2,L,0.1-eta-star,3,0.23881453033774439,0.23881453033774439,2.388145303377444,0.0053339657284047215,1.0,0.08333333333333334,18,0,0,844800,0.6213705539703369
4,2,L,0.1-eta-star,4,0.23881453033774439,0.23881453033774439,2.388145303377444,0.006268106110356664,1.0,0.0,23,0,0,844800,0.6502044200897217
4,2,L,0.1-eta-star,5,0.23881453033774439,0.23881453033774439,2.388145303377444,0.006609174394427764,1.0,0.0,15,0,0,844800,0.6321756839752197
4,2,L,0.1-eta-star,6,0.23881453033774439,0.23881453033774439,2.388145303377444,0.011352212878366519,1.0,0.0,25,0,0,844800,0.6202559471130371
4,2,L,0.1-eta-star,7,0.23881453033774439,0.23881453033774439,2.388145303377444,0.00579889826358726,1.0,0.08333333333333334,23,0,0,844800,0.6237671375274658
4,2,L,0.25-eta-star,0,0.597036325844361,0.597036325844361,2.388145303377444,0.0139677012572329,1.0,0.0,11,0,0,844800,0.6207575798034668
4,2,L,0.25-eta-star,1,0.597036325844361,0.597036325844361,2.388145303377444,0.0108690098497225,1.0,0.0,6,0,0,844800,0.644141435623169
4,2,L,0.25-eta-star,2,0.597036325844361,0.597036325844361,2.388145303377444,0.00869302106125669,1.0,0.08333333333333334,7,0,0,844800,0.6350400447845459
4,2,L,0.25-eta-star,3,0.597036325844361,0.597036325844361,2.388145303377444,0.007240785329635568,1.0,0.08333333333333334,7,0,0,844800,0.627403736114502
4,2,L,0.25-eta-star,4,0.597036325844361,0.597036325844361,2.388145303377444,0.0060214867866364985,1.0,0.0,10,0,0,844800,0.633582592010498
4,2,L,0.25-eta-star,5,0.597036325844361,0.597036325844361,2.388145303377444,0.007806171856780231,1.0,0.0,6,0,0,844800,0.6270623207092285
4,2,L,0.25-eta-star,6,0.597036325844361,0.597036325844361,2.388145303377444,0.015319097245299562,1.0,0.0,10,0,0,844800,0.6352348327636719
4,2,L,0.25-eta-star,7,0.597036325844361,0.597036325844361,2.388145303377444,0.005777851815311763,1.0,0.0,9,0,0,844800,0.6333186626434326
4,2,L,0.5-eta-star,0,1.194072651688722,1.194072651688722,2.388145303377444,0.027808436324149977,1.0,0.0,7,0,0,844800,0.6138708591461182
4,2,L,0.5-eta-star,1,1.194072651688722,1.194072651688722,2.388145303377444,0.022841772547207984,1.0,0.08333333333333334,4,0,0,844800,0.63385009765625
4,2,L,0.5-eta-star,2,1.194072651688722,1.194072651688722,2.388145303377444,0.007164080194252742,1.0,0.08333333333333334,4,0,0,844800,0.6211438179016113
4,2,L,0.5-eta-star,3,1.194072651688722,1.194072651688722,2.388145303377444,0.01402252919451119,1.0,0.08333333333333334,4,0,0,844800,0.6157269477844238
4,2,L,0.5-eta-star,4,1.194072651688722,1.194072651688722,2.388145303377444,0.00929041671354558,1.0,0.0,5,0,0,844800,0.6262202262878418
4,2,L,0.5-eta-star,5,1.194072651688722,1.194072651688722,2.388145303377444,0.006462926121621693,1.0,0.0,3,0,0,844800,0.6177115440368652
4,2,L,0.5-eta-star,6,1.194072651688722,1.194072651688722,2.388145303377444,0.025090209383563322,1.0,0.0,7,0,0,844800,0.6356520652770996
4,2,L,0.5-eta-star,7,1.194072651688722,1.194072651688722,2.388145303377444,0.00588789031691439,1.0,0.0,5,0,0,844800,0.6269094944000244
4,2,L,eta-star-boundary,0,2.388145303377444,2.388145303377444,2.388145303377444,0.1610596953673905,1.0,0.41666666666666663,8,0,0,844800,0.6192069053649902
4,2,L,eta-star-boundary,1,2.388145303377444,2.388145303377444,2.388145303377444,0.2621005530602102,0.5,0.6666666666666667,4,0,0,844800,0.6238160133361816
4,2,L,eta-star-boundary,2,2.388145303377444,2.388145303377444,2.388145303377444,0.11829808615295423,1.0,0.08333333333333334,6,0,0,844800,0.6237108707427979
4,2,L,eta-star-boundary,3,2.388145303377444,2.388145303377444,2.388145303377444,0.09710975133540589,1.0,0.1666666666666667,10,0,0,844800,0.6224453449249268
4,2,L,eta-star-boundary,4,2.388145303377444,2.388145303377444,2.388145303377444,0.18659744709542447,0.75,0.4166666666666667,9,0,0,844800,0.6273045539855957
4,2,L,eta-star-boundary,5,2.388145303377444,2.388145303377444,2.388145303377444,0.1251937353956386,0.75,0.5,4,0,0,844800,0.6165556907653809
4,2,L,eta-star-boundary,6,2.388145303377444,2.388145303377444,2.388145303377444,0.3792935061813404,0.5,0.8333333333333333,14,0,0,844800,0.624852180480957
4,2,L,eta-star-boundary,7,2.388145303377444,2.388145303377444,2.388145303377444,0.07452991006910181,1.0,0.16666666666666669,7,0,0,844800,0.6298215389251709
