stream,order,repeat,implementation,chunks,merged,n,retained_items,serialized_bytes,max_rank_error,mean_rank_error,quantile_rmse,monotone,observed_support,serialized_replay
lognormal-centered,shuffled,6,apache,1,0,19200,344,1436,0.005520833333333336,0.0023404947916666648,0.11568500846624374,1,1,1
lognormal-centered,shuffled,6,local-fixed-capacity,1,0,19200,75,300,0.00666666666666671,0.0033081054687500006,0.07620029896497726,1,1,1
lognormal-centered,shuffled,7,apache,1,0,19200,344,1436,0.010156250000000006,0.0032706705729166705,0.1282435953617096,1,1,1
lognormal-centered,shuffled,7,local-fixed-capacity,1,0,19200,75,300,0.00666666666666671,0.0033081054687500006,0.07620029896497726,1,1,1
lognormal-centered,shuffled,8,apache,1,0,19200,344,1436,0.008489583333333384,0.0023421223958333282,0.04584513604640961,1,1,1
lognormal-centered,shuffled,8,local-fixed-capacity,1,0,19200,75,300,0.009375000000000022,0.003911132812499999,0.2680915594100952,1,1,1
lognormal-centered,shuffled,9,apache,1,0,19200,344,1436,0.01515625000000001,0.008541666666666668,0.1391538381576538,1,1,1
lognormal-centered,shuffled,9,local-fixed-capacity,1,0,19200,75,300,0.006666666666666654,0.0033081054687499993,0.06673773378133774,1,1,1
lognormal-centered,shuffled,10,apache,1,0,19200,344,1436,0.007864583333333286,0.002728678385416669,0.07593438774347305,1,1,1
lognormal-centered,shuffled,10,local-fixed-capacity,1,0,19200,75,300,0.006979166666666647,0.0033219401041666664,0.08714186400175095,1,1,1
lognormal-centered,shuffled,11,apache,1,0,19200,344,1436,0.005572916666666705,0.002353515625000001,0.11414183676242828,1,1,1
lognormal-centered,shuffled,11,local-fixed-capacity,1,0,19200,75,300,0.012604166666666639,0.006068522135416667,1.202606439590454,1,1,1
lognormal-centered,shuffled,-1,apache,17,0,19200,344,1436,0.009947916666666612,0.002583821614583332,0.07523700594902039,1,1,1
lognormal-centered,shuffled,-2,apache,17,1,19200,353,1468,0.005520833333333336,0.002027994791666667,0.1524672508239746,1,1,1
lognormal-centered,ascending,0,apache,1,0,19200,344,1436,0.007031250000000003,0.0022029622395833342,0.018051590770483017,1,1,1
lognormal-centered,ascending,0,local-fixed-capacity,1,0,19200,75,300,0.012343749999999987,0.005836588541666667,1.0523171424865723,1,1,1
lognormal-centered,ascending,1,apache,1,0,19200,344,1436,0.005364583333333339,0.0014615885416666688,0.012318498454988003,1,1,1
lognormal-centered,ascending,1,local-fixed-capacity,1,0,19200,75,300,0.00927083333333334,0.0038680013020833347,0.08208673447370529,1,1,1
lognormal-centered,ascending,2,apache,1,0,19200,344,1436,0.007343749999999982,0.0021110026041666636,0.013992739841341972,1,1,1
lognormal-centered,ascending,2,local-fixed-capacity,1,0,19200,75,300,0.010000000000000009,0.004206542968750001,0.34580665826797485,1,1,1
lognormal-centered,ascending,3,apache,1,0,19200,344,1436,0.005312500000000053,0.0016398111979166658,0.015072698704898357,1,1,1
lognormal-centered,ascending,3,local-fixed-capacity,1,0,19200,75,300,0.008854166666666718,0.003710123697916668,0.2245863825082779,1,1,1
lognormal-centered,ascending,4,apache,1,0,19200,344,1436,0.006562499999999999,0.002003580729166666,0.013167894445359707,1,1,1
lognormal-centered,ascending,4,local-fixed-capacity,1,0,19200,75,300,0.011249999999999982,0.004973144531250001,0.6096612215042114,1,1,1
lognormal-centered,ascending,5,apache,1,0,19200,344,1436,0.006093750000000009,0.002149251302083333,0.012742329388856888,1,1,1
lognormal-centered,ascending,5,local-fixed-capacity,1,0,19200,75,300,0.008750000000000008,0.003674316406250001,0.061887070536613464,1,1,1
lognormal-centered,ascending,6,apache,1,0,19200,344,1436,0.007552083333333348,0.0019897460937500014,0.015377510339021683,1,1,1
lognormal-centered,ascending,6,local-fixed-capacity,1,0,19200,75,300,0.010624999999999996,0.004560546875000001,0.1406092494726181,1,1,1
lognormal-centered,ascending,7,apache,1,0,19200,344,1436,0.007656250000000031,0.0026529947916666624,0.014214296825230122,1,1,1
lognormal-centered,ascending,7,local-fixed-capacity,1,0,19200,75,300,0.009427083333333308,0.0039339192708333325,0.2707844376564026,1,1,1
lognormal-centered,ascending,8,apache,1,0,19200,344,1436,0.003802083333333317,0.0013037109375000006,0.007129910867661238,1,1,1
lognormal-centered,ascending,8,local-fixed-capacity,1,0,19200,75,300,0.00927083333333334,0.0038680013020833347,0.08208673447370529,1,1,1
lognormal-centered,ascending,9,apache,1,0,19200,344,1436,0.007135416666666616,0.002033691406250002,0.013134471140801907,1,1,1
lognormal-centered,ascending,9,local-fixed-capacity,1,0,19200,75,300,0.011874999999999969,0.005444335937500001,0.7499801516532898,1,1,1
lognormal-centered,ascending,10,apache,1,0,19200,344,1436,0.004270833333333335,0.0012638346354166656,0.013812088407576084,1,1,1
lognormal-centered,ascending,10,local-fixed-capacity,1,0,19200,75,300,0.011354166666666665,0.005048014322916666,0.6260730624198914,1,1,1
lognormal-centered,ascending,11,apache,1,0,19200,344,1436,0.0039583333333333415,0.0012784830729166655,0.0071922047063708305,1,1,1
lognormal-centered,ascending,11,local-fixed-capacity,1,0,19200,75,300,0.009218750000000053,0.0038468424479166687,0.2615307569503784,1,1,1
lognormal-centered,ascending,-1,apache,17,0,19200,344,1436,0.004479166666666645,0.00146484375,0.013541148044168949,1,1,1
lognormal-centered,ascending,-2,apache,17,1,19200,353,1468,0.00343750000000001,0.0011962890624999923,0.019927429035305977,1,1,1
lognormal-centered,alternating-extremes,0,apache,1,0,19200,344,1436,0.008645833333333353,0.003649088541666675,0.06435270607471466,1,1,1
