arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,paper_kernel_pairs,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_local_scale,mean_teacher_displacement_rms
cta-exact-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.009566596367028168,0.08064323853715699,0.11339468903608017,0.9219385981559753,1.1253672678338127,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1889403943,32,32,0,67584,0,0.18252610000490677,0.0,0.0,0.0,0.16906777992844582
cta-kll-global,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.011289879640416167,0.09129429880401548,0.11684973122866718,0.9591687321662903,1.1166861363492167,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1889403943,32,32,0,67584,98048,0.17205480000120588,0.0,0.0,0.0,0.18143158741295337
cta-exact-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.006638579065205263,0.06415383415994569,0.09837536345886413,0.9141272306442261,1.1197037402847736,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1889403943,32,32,10485760,67584,0,0.23688399999809917,0.25,0.25,8.530396001012587,0.1986031338572502
cta-kll-hybrid,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.006337684543166411,0.06365636260404041,0.09126989070006415,0.9361963272094727,1.1158605444086498,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1889403943,32,32,10485760,67584,98048,0.23788230000354815,0.25,0.25,9.182106765540924,0.21351699195802212
cta-kll-guarded,NPR-d2-correlated-t,correlated-t,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.5815699660346505,1.5794342434011945,0.006337684543166411,0.06365636260404041,0.09126989070006415,0.9361963272094727,1.1158605444086498,nan,nan,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,1889403943,32,32,10485760,67584,98048,0.3226171999995131,0.25,0.25,9.182106765540924,0.21351699195802212
cta-exact-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.0025127612330222426,0.04501414173576717,0.09740467516044077,1.0059893131256104,1.920180524703449,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,3387850064,32,32,0,67584,0,0.21598830000584712,0.0,0.0,0.0,0.15968837719410658
cta-kll-global,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.003610923203535954,0.050035277028877015,0.10089812351195857,1.0098387002944946,1.9068334995509175,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,3387850064,32,32,0,67584,98048,0.1856393999987631,0.0,0.0,0.0,0.16170611567795276
cta-exact-hybrid,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.023111405459614875,0.10761957838065467,0.14442977196155113,1.0348299741744995,1.9081354433902136,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,3387850064,32,32,10485760,67584,0,0.24921429999812972,0.25,0.25,5.35422781324254,0.18301526922732592
cta-kll-hybrid,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.023282615042920618,0.10788544976271272,0.14388127138595283,1.035157561302185,1.9114687268033788,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,3387850064,32,32,10485760,67584,98048,0.25814250000257744,0.25,0.25,5.399593162383946,0.18469248693436385
cta-kll-guarded,NPR-d2-nonlinear,nonlinear,2,0,concentrated,0.016,0.5,0.25,0,64,64,3,3,3.9108119718572762,1.4464654118377098,0.019738454885393164,0.10485503241839829,0.13957932811963622,1.040501594543457,1.9079997759188418,nan,nan,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,3387850064,32,32,10485760,67584,98048,0.35426580000057584,0.2375,0.0,5.247563155421066,0.18490692544728518
cta-exact-global,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.021374783218291782,0.10485669929314179,0.13399604879577262,1.0006465911865234,2.5523865383113176,1.0,0.0224609375,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,189739325,16,16,0,68608,0,0.192627900003572,0.0,0.0,0.0,0.18449609652161597
cta-kll-global,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.02133655840920312,0.10490473939345492,0.13404346217435334,1.0013560056686401,2.5601542954563374,1.0,0.01953125,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,189739325,16,16,0,68608,98048,0.17935059999581426,0.0,0.0,0.0,0.18440026752650737
cta-exact-hybrid,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.017083812569673285,0.09368940905481356,0.1236289345454929,0.9978487491607666,2.587850875813518,1.0,0.0048828125,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,189739325,16,16,10485760,68608,0,0.2550453000003472,0.25,0.25,3.6780655897574497,0.2100878931581974
cta-kll-hybrid,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.017181247546560918,0.09401745655222264,0.12400288165458992,0.9988169074058533,2.5965087607676565,1.0,0.0068359375,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,189739325,16,16,10485760,68608,98048,0.24911469999642577,0.25,0.25,3.6790594114781188,0.20974794775247574
cta-kll-guarded,NPR-d4-balanced-gmm,balanced-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.5561757015747395,2.5704038406153518,0.017181247546560918,0.09401745655222264,0.12400288165458992,0.9988169074058533,2.5965087607676565,1.0,0.0068359375,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,189739325,16,16,10485760,68608,98048,0.3347563999996055,0.25,0.25,3.6790594114781188,0.20974794775247574
cta-exact-global,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.007376240953143043,0.06830127157532719,0.12126643634943533,1.0036829710006714,2.83653693990269,1.0,0.025976562499999953,0.012988281249999997,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1730137501,16,16,0,68608,0,0.17874229999870295,0.0,0.0,0.0,0.20420979149639606
cta-kll-global,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.0057435924416133766,0.06005682143930999,0.11188834730464353,1.0198572874069214,2.699978420840481,1.0,0.03281249999999995,0.016406249999999997,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1730137501,16,16,0,68608,98048,0.18001310000545345,0.0,0.0,0.0,0.20506756491959094
cta-exact-hybrid,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.006992868912600425,0.06634958779668364,0.11676455885298041,1.0256530046463013,2.7799014455514564,1.0,0.04257812499999995,0.021289062499999997,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1730137501,16,16,10485760,68608,0,0.24445750000450062,0.25,0.25,4.62351364907237,0.24235173873603344
cta-kll-hybrid,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.007139930669327388,0.06720310337922035,0.11700958451111425,1.0317403078079224,2.737572923945107,1.0,0.04453124999999995,0.022265624999999997,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1730137501,16,16,10485760,68608,98048,0.24442219999764347,0.25,0.25,4.646897141770176,0.2428755696862936
cta-kll-guarded,NPR-d4-rare-gmm,rare-gmm,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.7834038959718805,2.2429019074336867,0.00458566464730259,0.05243284618247619,0.1073604847029514,1.0177664756774902,2.7900574172959294,1.0,0.03183593749999995,0.015917968749999997,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,1730137501,16,16,10485760,68608,98048,0.34423249999963446,0.16499999999999998,0.0,4.5876992896965145,0.22507112324237824
cta-exact-global,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.007546550594092594,0.0671914237627586,0.11900919779097172,0.9295126795768738,1.8526199227832527,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,341785966,16,16,0,68608,0,0.18978420000348706,0.0,0.0,0.0,0.20707145817577838
cta-kll-global,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.006591934260149479,0.06271925014269857,0.10674643511096098,0.9548565745353699,1.9332577614051998,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,341785966,16,16,0,68608,98048,0.17328050000651274,0.0,0.0,0.0,0.21601503118872642
cta-exact-hybrid,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.010250124946135308,0.07556533582412484,0.12092887235866617,0.9633506536483765,1.6781281232668968,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,341785966,16,16,10485760,68608,0,0.23995999999897322,0.25,0.25,9.027882698909027,0.22668149471282958
cta-kll-hybrid,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.010739135607330752,0.07646699306199765,0.11624981005129219,0.966793954372406,1.7626618269722467,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,341785966,16,16,10485760,68608,98048,0.2372216000003391,0.25,0.25,9.450920246847307,0.238909574970603
cta-kll-guarded,NPR-d4-correlated-t,correlated-t,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.6114097194634855,2.4822985437445357,0.010139384148838637,0.07524015434570874,0.11397189059655244,0.978298544883728,1.7509501519529365,nan,nan,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,341785966,16,16,10485760,68608,98048,0.334725000000617,0.20249999999999999,0.0,9.243722940308059,0.23496632762253283
cta-exact-global,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.013019923656562682,0.0895514995905246,0.164022102020334,0.9018698930740356,2.9805094570755246,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,7042142,16,16,0,68608,0,0.17716260000452166,0.0,0.0,0.0,0.21562590189278125
cta-kll-global,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.008610645468608347,0.06959634586851522,0.12420080148726677,0.9557899236679077,2.8688209712232298,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,7042142,16,16,0,68608,98048,0.1800026999990223,0.0,0.0,0.0,0.2065318040549755
cta-exact-hybrid,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.008503908914181402,0.06582005789122376,0.13282686303706276,0.9335001111030579,3.026909313439402,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,7042142,16,16,10485760,68608,0,0.24702690000412986,0.25,0.25,4.52332719196585,0.24298986792564392
cta-kll-hybrid,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.012028423495825002,0.08940960595430995,0.16751699961891395,0.8937925100326538,3.1460503778676427,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,7042142,16,16,10485760,68608,98048,0.24064139999973122,0.25,0.25,4.495620512311262,0.23909174986183643
cta-kll-guarded,NPR-d4-nonlinear,nonlinear,4,0,concentrated,0.016,0.5,0.25,0,64,64,10,10,1.624482796269459,2.4623221675143587,0.008126300347293558,0.06672155635793395,0.12272923739106671,0.9655177593231201,2.849639917165807,nan,nan,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,7042142,16,16,10485760,68608,98048,0.3341342999992776,0.225,0.0,4.073099412387317,0.2279006600379944
cta-exact-global,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.34290171550029463,8.248506778741264,0.03589119184101586,0.11299778752472156,0.11960136605253337,1.0005642175674438,3.355875564646445,1.0,0.0546875,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1702271446,8,8,0,70656,0,0.17883959999744548,0.0,0.0,0.0,0.23055367581546307
cta-kll-global,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.34290171550029463,8.248506778741264,0.03646261538305007,0.11391570623486015,0.1206946778314944,1.0016038417816162,3.358766938932597,1.0,0.0576171875,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1702271446,8,8,0,70656,98048,0.1778344999984256,0.0,0.0,0.0,0.2313114542514086
cta-exact-hybrid,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.34290171550029463,8.248506778741264,0.020024697318592022,0.08137651010171795,0.0975612441390357,1.009579062461853,2.98676355930972,1.0,0.037109375,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1702271446,8,8,10485760,70656,0,0.2486432000005152,0.25,0.25,3.8059464056611105,0.25619165077805517
cta-kll-hybrid,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.34290171550029463,8.248506778741264,0.020401369476418463,0.08246527003611526,0.09857948523792114,1.0104212760925293,3.0010410337680042,1.0,0.0361328125,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1702271446,8,8,10485760,70656,98048,0.2473124000025564,0.25,0.25,3.8142710454156736,0.2569458559155464
cta-kll-guarded,NPR-d8-balanced-gmm,balanced-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.34290171550029463,8.248506778741264,0.020401369476418463,0.08246527003611526,0.09857948523792114,1.0104212760925293,3.0010410337680042,1.0,0.0361328125,nan,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,1702271446,8,8,10485760,70656,98048,0.3401044999991427,0.25,0.25,3.8142710454156736,0.2569458559155464
cta-exact-global,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.2896196383303909,9.76600599687094,0.024802068841907055,0.10559991896083377,0.12582229359506916,1.0000749826431274,5.461876975525246,1.0,0.024023437499999953,0.012011718749999997,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,4079959381,8,8,0,70656,0,0.18469090000144206,0.0,0.0,0.0,0.24419781863689421
cta-kll-global,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.2896196383303909,9.76600599687094,0.024452506845799693,0.10548270530632183,0.12660757485887061,1.0035245418548584,5.45446175865051,1.0,0.022070312499999953,0.011035156249999997,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,4079959381,8,8,0,70656,98048,0.17372959999920567,0.0,0.0,0.0,0.24545012414455414
cta-exact-hybrid,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.2896196383303909,9.76600599687094,0.017953618277485983,0.08661503883626233,0.12183353821922165,0.9912247657775879,5.911596145852022,1.0,0.029882812499999953,0.014941406249999997,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,4079959381,8,8,10485760,70656,0,0.2404889999961597,0.25,0.25,4.002356127078292,0.270357558131218
cta-kll-hybrid,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.2896196383303909,9.76600599687094,0.01895434038592958,0.09058234204113545,0.12330691534683684,0.9992653727531433,5.713010605531205,1.0,0.03671874999999995,0.018359374999999997,160,10240,20480,320,20480,30720,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,4079959381,8,8,10485760,70656,98048,0.24491969999508,0.25,0.25,4.019965420710627,0.2722078043967485
cta-kll-guarded,NPR-d8-rare-gmm,rare-gmm,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.2896196383303909,9.76600599687094,0.020280775715713073,0.09592447091434123,0.11781637022064316,1.0026506185531616,5.4004981476116924,1.0,0.04257812499999995,0.021289062499999997,160,10240,20480,320,20480,30720,5898240,1310720,4587520,11796480.0,0.0,11796480.0,64,64,64,64.0,20,20,4079959381,8,8,10485760,70656,98048,0.3293852999995579,0.09,0.0,3.754669234722423,0.2555483218282461
cta-exact-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.3208946893756642,8.81419112995982,0.019045847812596772,0.08051397808918383,0.1390417611468032,0.9702561497688293,4.879467121302279,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1586959227,8,8,0,70656,0,0.17157559999759542,0.0,0.0,0.0,0.22750348187983035
cta-kll-global,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.3208946893756642,8.81419112995982,0.020029889028593484,0.08351594174406594,0.1418767157927849,0.9655340909957886,4.921359574556046,nan,nan,nan,160,10240,20480,320,20480,20480,1966080,1310720,655360,5898240.0,0.0,5898240.0,64,64,64,64.0,20,20,1586959227,8,8,0,70656,98048,0.16902290000143694,0.0,0.0,0.0,0.23755209669470786
cta-exact-hybrid,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,0,64,64,36,36,0.3208946893756642,8.81419112995982,0.010267381731846381,0.06195537015658718,0.1210730873779608,0.9636000394821167,4.591117267362036,nan,nan,nan,160,10240,20480,320,20480,30720,1966080,1310720,655360,24670277.592530765,18772037.592530765,5898240.0,64,64,64,64.0,20,20,1586959227,8,8,10485760,70656,0,0.2430501999988337,0.25,0.25,7.500770759549843,0.2514072168618441
